"Plot Title: HP_Winter22"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20758339, SEN S/N: 20758339)","Full Range, μS/cm (LGR S/N: 20758339, SEN S/N: 20758339)","Temp, °C (LGR S/N: 20758339, SEN S/N: 20758339)","Coupler Detached (LGR S/N: 20758339)","Coupler Attached (LGR S/N: 20758339)","Host Connected (LGR S/N: 20758339)","Stopped (LGR S/N: 20758339)","End Of File (LGR S/N: 20758339)"
4389,04/13/22 10:00:00 PM,880.8,886.4,11.16,,,,,
4390,04/13/22 10:30:00 PM,862.6,868.0,11.14,,,,,
4391,04/13/22 11:00:00 PM,882.2,888.3,11.20,,,,,
4392,04/13/22 11:30:00 PM,856.3,859.4,11.05,,,,,
4393,04/14/22 12:00:00 AM,849.6,854.1,11.25,,,,,
4394,04/14/22 12:30:00 AM,813.0,819.1,11.01,,,,,
4395,04/14/22 01:00:00 AM,788.2,793.9,10.72,,,,,
4396,04/14/22 01:30:00 AM,787.6,793.1,10.78,,,,,
4397,04/14/22 02:00:00 AM,799.3,802.6,10.62,,,,,
4398,04/14/22 02:30:00 AM,788.8,793.7,10.46,,,,,
4399,04/14/22 03:00:00 AM,782.3,787.9,10.37,,,,,
4400,04/14/22 03:30:00 AM,766.5,771.1,10.37,,,,,
4401,04/14/22 04:00:00 AM,786.8,792.3,10.30,,,,,
4402,04/14/22 04:30:00 AM,714.1,717.2,9.99,,,,,
4403,04/14/22 05:00:00 AM,683.8,686.7,9.80,,,,,
4404,04/14/22 05:30:00 AM,650.7,653.5,9.54,,,,,
4405,04/14/22 06:00:00 AM,634.6,637.3,9.39,,,,,
4406,04/14/22 06:30:00 AM,629.6,632.7,9.27,,,,,
4407,04/14/22 07:00:00 AM,630.4,633.2,9.11,,,,,
4408,04/14/22 07:30:00 AM,627.3,629.8,8.99,,,,,
4409,04/14/22 08:00:00 AM,631.3,634.1,8.87,,,,,
4410,04/14/22 08:30:00 AM,631.5,634.2,8.80,,,,,
4411,04/14/22 09:00:00 AM,632.0,634.6,8.77,,,,,
4412,04/14/22 09:30:00 AM,637.8,640.8,8.78,,,,,
4413,04/14/22 10:00:00 AM,639.4,641.8,8.97,,,,,
4414,04/14/22 10:30:00 AM,646.2,648.8,8.99,,,,,
4415,04/14/22 11:00:00 AM,655.8,659.4,9.36,,,,,
4416,04/14/22 11:30:00 AM,666.8,670.1,9.54,,,,,
4417,04/14/22 12:00:00 PM,665.8,668.5,9.62,,,,,
4418,04/14/22 12:30:00 PM,666.4,669.6,9.71,,,,,
4419,04/14/22 01:00:00 PM,673.5,676.3,9.58,,,,,
4420,04/14/22 01:30:00 PM,672.7,675.1,9.65,,,,,
4421,04/14/22 02:00:00 PM,671.1,673.8,9.80,,,,,
4422,04/14/22 02:30:00 PM,669.2,671.9,9.84,,,,,
4423,04/14/22 03:00:00 PM,673.8,676.4,10.00,,,,,
4424,04/14/22 03:30:00 PM,674.1,676.4,10.06,,,,,
4425,04/14/22 04:00:00 PM,674.7,677.6,10.02,,,,,
4426,04/14/22 04:30:00 PM,676.1,679.1,10.05,,,,,
4427,04/14/22 05:00:00 PM,674.2,677.2,9.99,,,,,
4428,04/14/22 05:30:00 PM,674.9,678.8,9.95,,,,,
4429,04/14/22 06:00:00 PM,674.4,676.9,9.86,,,,,
4430,04/14/22 06:30:00 PM,673.8,676.2,9.71,,,,,
4431,04/14/22 07:00:00 PM,669.0,672.1,9.59,,,,,
4432,04/14/22 07:30:00 PM,668.4,671.4,9.47,,,,,
4433,04/14/22 08:00:00 PM,667.4,669.9,9.36,,,,,
4434,04/14/22 08:30:00 PM,664.5,667.3,9.23,,,,,
4435,04/14/22 09:00:00 PM,664.2,666.9,9.14,,,,,
4436,04/14/22 09:30:00 PM,662.0,669.3,9.04,,,,,
4437,04/14/22 10:00:00 PM,661.8,669.0,8.97,,,,,
4438,04/14/22 10:30:00 PM,659.2,666.0,8.83,,,,,
4439,04/14/22 11:00:00 PM,654.5,661.8,8.73,,,,,
4440,04/14/22 11:30:00 PM,660.0,665.7,8.69,,,,,
4441,04/15/22 12:00:00 AM,655.6,664.2,8.60,,,,,
4442,04/15/22 12:30:00 AM,655.8,662.7,8.56,,,,,
4443,04/15/22 01:00:00 AM,655.3,662.4,8.42,,,,,
4444,04/15/22 01:30:00 AM,655.2,662.0,8.38,,,,,
4445,04/15/22 02:00:00 AM,655.4,662.1,8.32,,,,,
4446,04/15/22 02:30:00 AM,654.8,661.4,8.20,,,,,
4447,04/15/22 03:00:00 AM,651.8,659.5,8.08,,,,,
4448,04/15/22 03:30:00 AM,651.3,659.2,8.01,,,,,
4449,04/15/22 04:00:00 AM,647.8,654.7,7.79,,,,,
4450,04/15/22 04:30:00 AM,648.3,654.6,7.84,,,,,
4451,04/15/22 05:00:00 AM,647.8,654.7,7.73,,,,,
4452,04/15/22 05:30:00 AM,646.8,653.3,7.59,,,,,
4453,04/15/22 06:00:00 AM,645.0,652.9,7.51,,,,,
4454,04/15/22 06:30:00 AM,643.1,649.9,7.45,,,,,
4455,04/15/22 07:00:00 AM,643.7,650.7,7.33,,,,,
4456,04/15/22 07:30:00 AM,642.3,648.8,7.29,,,,,
4457,04/15/22 08:00:00 AM,640.6,648.4,7.23,,,,,
4458,04/15/22 08:30:00 AM,639.6,646.6,7.14,,,,,
4459,04/15/22 09:00:00 AM,640.4,646.9,7.17,,,,,
4460,04/15/22 09:30:00 AM,643.4,650.8,7.24,,,,,
4461,04/15/22 10:00:00 AM,642.5,650.4,7.29,,,,,
4462,04/15/22 10:30:00 AM,644.0,652.2,7.48,,,,,
4463,04/15/22 11:00:00 AM,647.4,654.5,7.48,,,,,
4464,04/15/22 11:30:00 AM,653.2,659.0,7.66,,,,,
4465,04/15/22 12:00:00 PM,650.9,657.5,7.69,,,,,
4466,04/15/22 12:30:00 PM,652.1,657.8,7.73,,,,,
4467,04/15/22 01:00:00 PM,650.9,657.8,7.71,,,,,
4468,04/15/22 01:30:00 PM,654.6,661.3,7.76,,,,,
4469,04/15/22 02:00:00 PM,659.0,665.8,7.97,,,,,
4470,04/15/22 02:30:00 PM,661.8,668.5,8.07,,,,,
4471,04/15/22 03:00:00 PM,663.0,669.9,8.20,,,,,
4472,04/15/22 03:30:00 PM,664.9,672.6,8.25,,,,,
4473,04/15/22 04:00:00 PM,667.4,674.2,8.26,,,,,
4474,04/15/22 04:30:00 PM,670.4,676.9,8.27,,,,,
4475,04/15/22 05:00:00 PM,670.1,678.4,8.36,,,,,
4476,04/15/22 05:30:00 PM,672.2,678.4,8.30,,,,,
4477,04/15/22 06:00:00 PM,671.9,677.6,8.30,,,,,
4478,04/15/22 06:30:00 PM,669.1,676.1,8.26,,,,,
4479,04/15/22 07:00:00 PM,670.1,676.9,8.20,,,,,
4480,04/15/22 07:30:00 PM,667.9,675.0,8.13,,,,,
4481,04/15/22 08:00:00 PM,665.3,677.0,8.03,,,,,
4482,04/15/22 08:30:00 PM,666.4,673.5,8.05,,,,,
4483,04/15/22 09:00:00 PM,664.7,672.4,7.95,,,,,
4484,04/15/22 09:30:00 PM,662.8,669.8,7.83,,,,,
4485,04/15/22 10:00:00 PM,660.9,669.0,7.81,,,,,
4486,04/15/22 10:30:00 PM,659.5,666.4,7.70,,,,,
4487,04/15/22 11:00:00 PM,658.4,666.0,7.66,,,,,
4488,04/15/22 11:30:00 PM,655.8,663.8,7.54,,,,,
4489,04/16/22 12:00:00 AM,656.3,663.4,7.47,,,,,
4490,04/16/22 12:30:00 AM,656.4,662.7,7.42,,,,,
4491,04/16/22 01:00:00 AM,656.3,662.0,7.34,,,,,
4492,04/16/22 01:30:00 AM,654.3,660.9,7.26,,,,,
4493,04/16/22 02:00:00 AM,651.7,659.0,7.18,,,,,
4494,04/16/22 02:30:00 AM,654.4,660.6,7.12,,,,,
4495,04/16/22 03:00:00 AM,650.6,657.6,6.98,,,,,
4496,04/16/22 03:30:00 AM,648.9,656.1,6.88,,,,,
4497,04/16/22 04:00:00 AM,647.3,654.2,6.85,,,,,
4498,04/16/22 04:30:00 AM,646.0,653.0,6.76,,,,,
4499,04/16/22 05:00:00 AM,644.7,652.7,6.70,,,,,
4500,04/16/22 05:30:00 AM,644.6,651.6,6.60,,,,,
4501,04/16/22 06:00:00 AM,642.9,649.7,6.55,,,,,
4502,04/16/22 06:30:00 AM,642.0,648.2,6.46,,,,,
4503,04/16/22 07:00:00 AM,640.7,647.1,6.40,,,,,
4504,04/16/22 07:30:00 AM,639.0,645.9,6.42,,,,,
4505,04/16/22 08:00:00 AM,638.8,646.6,6.48,,,,,
4506,04/16/22 08:30:00 AM,637.4,645.5,6.37,,,,,
4507,04/16/22 09:00:00 AM,634.7,642.0,6.37,,,,,
4508,04/16/22 09:30:00 AM,633.5,640.8,6.51,,,,,
4509,04/16/22 10:00:00 AM,637.6,646.1,6.75,,,,,
4510,04/16/22 10:30:00 AM,641.0,647.9,6.91,,,,,
4511,04/16/22 11:00:00 AM,649.9,657.1,7.14,,,,,
4512,04/16/22 11:30:00 AM,651.3,659.3,7.30,,,,,
4513,04/16/22 12:00:00 PM,650.2,658.1,7.35,,,,,
4514,04/16/22 12:30:00 PM,656.9,663.2,7.81,,,,,
4515,04/16/22 01:00:00 PM,659.0,668.2,7.96,,,,,
4516,04/16/22 01:30:00 PM,663.3,670.8,8.11,,,,,
4517,04/16/22 02:00:00 PM,677.4,683.4,8.36,,,,,
4518,04/16/22 02:30:00 PM,674.3,683.0,8.41,,,,,
4519,04/16/22 03:00:00 PM,679.0,686.4,8.54,,,,,
4520,04/16/22 03:30:00 PM,684.4,690.5,8.77,,,,,
4521,04/16/22 04:00:00 PM,688.4,694.7,8.92,,,,,
4522,04/16/22 04:30:00 PM,680.7,687.2,8.57,,,,,
4523,04/16/22 05:00:00 PM,689.8,696.2,8.99,,,,,
4524,04/16/22 05:30:00 PM,683.7,691.7,8.69,,,,,
4525,04/16/22 06:00:00 PM,686.3,693.7,8.72,,,,,
4526,04/16/22 06:30:00 PM,690.1,696.7,8.81,,,,,
4527,04/16/22 07:00:00 PM,688.2,696.0,8.73,,,,,
4528,04/16/22 07:30:00 PM,686.2,693.0,8.60,,,,,
4529,04/16/22 08:00:00 PM,685.7,693.4,8.59,,,,,
4530,04/16/22 08:30:00 PM,689.5,695.6,8.68,,,,,
4531,04/16/22 09:00:00 PM,689.4,695.6,8.68,,,,,
4532,04/16/22 09:30:00 PM,687.5,693.8,8.56,,,,,
4533,04/16/22 10:00:00 PM,686.8,693.0,8.51,,,,,
4534,04/16/22 10:30:00 PM,686.0,691.5,8.43,,,,,
4535,04/16/22 11:00:00 PM,683.4,690.4,8.41,,,,,
4536,04/16/22 11:30:00 PM,683.2,689.3,8.37,,,,,
4537,04/17/22 12:00:00 AM,683.2,688.9,8.32,,,,,
4538,04/17/22 12:30:00 AM,680.2,688.2,8.27,,,,,
4539,04/17/22 01:00:00 AM,681.4,687.4,8.21,,,,,
4540,04/17/22 01:30:00 AM,679.8,686.3,8.11,,,,,
4541,04/17/22 02:00:00 AM,677.5,684.4,8.06,,,,,
4542,04/17/22 02:30:00 AM,674.4,681.0,7.96,,,,,
4543,04/17/22 03:00:00 AM,672.2,678.7,7.84,,,,,
4544,04/17/22 03:30:00 AM,672.5,679.5,7.87,,,,,
4545,04/17/22 04:00:00 AM,670.9,678.8,7.81,,,,,
4546,04/17/22 04:30:00 AM,669.9,677.6,7.75,,,,,
4547,04/17/22 05:00:00 AM,666.6,673.9,7.59,,,,,
4548,04/17/22 05:30:00 AM,664.8,672.8,7.51,,,,,
4549,04/17/22 06:00:00 AM,665.6,672.1,7.40,,,,,
4550,04/17/22 06:30:00 AM,661.9,669.4,7.33,,,,,
4551,04/17/22 07:00:00 AM,660.2,668.3,7.26,,,,,
4552,04/17/22 07:30:00 AM,659.9,668.3,7.24,,,,,
4553,04/17/22 08:00:00 AM,660.6,669.1,7.22,,,,,
4554,04/17/22 08:30:00 AM,660.8,667.5,7.17,,,,,
4555,04/17/22 09:00:00 AM,656.2,662.8,7.23,,,,,
4556,04/17/22 09:30:00 AM,654.1,660.8,7.34,,,,,
4557,04/17/22 10:00:00 AM,647.0,654.6,7.32,,,,,
4558,04/17/22 10:30:00 AM,648.1,655.0,7.29,,,,,
4559,04/17/22 11:00:00 AM,649.4,656.2,7.32,,,,,
4560,04/17/22 11:30:00 AM,648.7,655.8,7.33,,,,,
4561,04/17/22 12:00:00 PM,645.5,652.2,7.36,,,,,
4562,04/17/22 12:30:00 PM,643.3,649.1,7.42,,,,,
4563,04/17/22 01:00:00 PM,640.3,646.4,7.42,,,,,
4564,04/17/22 01:30:00 PM,637.3,645.2,7.41,,,,,
4565,04/17/22 02:00:00 PM,637.2,644.8,7.44,,,,,
4566,04/17/22 02:30:00 PM,637.0,644.8,7.42,,,,,
4567,04/17/22 03:00:00 PM,644.1,651.3,7.57,,,,,
4568,04/17/22 03:30:00 PM,648.3,654.8,7.58,,,,,
4569,04/17/22 04:00:00 PM,645.7,651.8,7.40,,,,,
4570,04/17/22 04:30:00 PM,650.2,656.8,7.56,,,,,
4571,04/17/22 05:00:00 PM,651.4,658.4,7.50,,,,,
4572,04/17/22 05:30:00 PM,655.9,662.3,7.48,,,,,
4573,04/17/22 06:00:00 PM,660.2,667.3,7.50,,,,,
4574,04/17/22 06:30:00 PM,664.7,672.3,7.56,,,,,
4575,04/17/22 07:00:00 PM,659.2,673.1,7.57,,,,,
4576,04/17/22 07:30:00 PM,660.4,673.2,7.44,,,,,
4577,04/17/22 08:00:00 PM,663.7,676.2,7.52,,,,,
4578,04/17/22 08:30:00 PM,666.3,676.6,7.53,,,,,
4579,04/17/22 09:00:00 PM,661.6,675.1,7.48,,,,,
4580,04/17/22 09:30:00 PM,667.8,676.6,7.52,,,,,
4581,04/17/22 10:00:00 PM,664.9,675.8,7.56,,,,,
4582,04/17/22 10:30:00 PM,662.7,673.9,7.50,,,,,
4583,04/17/22 11:00:00 PM,671.0,678.5,7.62,,,,,
4584,04/17/22 11:30:00 PM,671.0,677.8,7.54,,,,,
4585,04/18/22 12:00:00 AM,671.0,678.6,7.56,,,,,
4586,04/18/22 12:30:00 AM,672.2,678.5,7.60,,,,,
4587,04/18/22 01:00:00 AM,668.9,675.1,7.50,,,,,
4588,04/18/22 01:30:00 AM,671.2,677.0,7.54,,,,,
4589,04/18/22 02:00:00 AM,674.8,680.0,7.75,,,,,
4590,04/18/22 02:30:00 AM,670.2,677.4,7.60,,,,,
4591,04/18/22 03:00:00 AM,670.1,677.4,7.60,,,,,
4592,04/18/22 03:30:00 AM,672.3,678.5,7.59,,,,,
4593,04/18/22 04:00:00 AM,672.0,678.2,7.57,,,,,
4594,04/18/22 04:30:00 AM,671.9,678.2,7.58,,,,,
4595,04/18/22 05:00:00 AM,676.1,682.8,7.67,,,,,
4596,04/18/22 05:30:00 AM,675.8,682.7,7.70,,,,,
4597,04/18/22 06:00:00 AM,675.3,682.0,7.63,,,,,
4598,04/18/22 06:30:00 AM,677.6,685.3,7.88,,,,,
4599,04/18/22 07:00:00 AM,676.3,683.1,7.77,,,,,
4600,04/18/22 07:30:00 AM,676.3,683.4,7.81,,,,,
4601,04/18/22 08:00:00 AM,676.3,684.3,7.76,,,,,
4602,04/18/22 08:30:00 AM,678.2,684.6,7.83,,,,,
4603,04/18/22 09:00:00 AM,681.2,687.2,8.03,,,,,
4604,04/18/22 09:30:00 AM,674.9,683.0,7.85,,,,,
4605,04/18/22 10:00:00 AM,671.4,678.4,7.72,,,,,
4606,04/18/22 10:30:00 AM,675.9,682.2,7.94,,,,,
4607,04/18/22 11:00:00 AM,674.4,681.7,8.06,,,,,
4608,04/18/22 11:30:00 AM,674.4,682.5,8.07,,,,,
4609,04/18/22 12:00:00 PM,675.5,682.4,8.17,,,,,
4610,04/18/22 12:30:00 PM,678.1,685.5,8.25,,,,,
4611,04/18/22 01:00:00 PM,681.0,687.8,8.26,,,,,
4612,04/18/22 01:30:00 PM,682.2,688.6,8.23,,,,,
4613,04/18/22 02:00:00 PM,682.9,689.7,8.24,,,,,
4614,04/18/22 02:30:00 PM,682.8,689.0,8.21,,,,,
4615,04/18/22 03:00:00 PM,681.0,688.6,8.20,,,,,
4616,04/18/22 03:30:00 PM,682.1,689.8,8.23,,,,,
4617,04/18/22 04:00:00 PM,682.8,690.9,8.21,,,,,
4618,04/18/22 04:30:00 PM,683.8,691.4,8.17,,,,,
4619,04/18/22 05:00:00 PM,685.5,692.2,8.13,,,,,
4620,04/18/22 05:30:00 PM,685.1,691.1,8.05,,,,,
4621,04/18/22 06:00:00 PM,684.9,691.1,8.03,,,,,
4622,04/18/22 06:30:00 PM,684.9,691.5,8.01,,,,,
4623,04/18/22 07:00:00 PM,684.3,691.1,7.95,,,,,
4624,04/18/22 07:30:00 PM,683.5,689.2,7.90,,,,,
4625,04/18/22 08:00:00 PM,682.2,689.3,7.84,,,,,
4626,04/18/22 08:30:00 PM,681.2,688.9,7.79,,,,,
4627,04/18/22 09:00:00 PM,680.4,687.0,7.72,,,,,
4628,04/18/22 09:30:00 PM,678.0,685.5,7.62,,,,,
4629,04/18/22 10:00:00 PM,677.5,684.8,7.56,,,,,
4630,04/18/22 10:30:00 PM,676.6,684.1,7.48,,,,,
4631,04/18/22 11:00:00 PM,675.9,683.3,7.44,,,,,
4632,04/18/22 11:30:00 PM,676.8,683.7,7.38,,,,,
4633,04/19/22 12:00:00 AM,675.4,681.8,7.32,,,,,
4634,04/19/22 12:30:00 AM,673.5,681.5,7.26,,,,,
4635,04/19/22 01:00:00 AM,673.4,681.1,7.23,,,,,
4636,04/19/22 01:30:00 AM,672.7,680.4,7.21,,,,,
4637,04/19/22 02:00:00 AM,672.0,679.2,7.15,,,,,
4638,04/19/22 02:30:00 AM,672.7,677.3,7.08,,,,,
4639,04/19/22 03:00:00 AM,671.4,701.9,7.02,,,,,
4640,04/19/22 03:30:00 AM,676.1,706.3,6.96,,,,,
4641,04/19/22 04:00:00 AM,672.8,698.5,6.88,,,,,
4642,04/19/22 04:30:00 AM,663.3,688.0,6.86,,,,,
4643,04/19/22 05:00:00 AM,662.0,681.1,6.70,,,,,
4644,04/19/22 05:30:00 AM,658.7,681.5,6.66,,,,,
4645,04/19/22 06:00:00 AM,656.8,680.0,6.62,,,,,
4646,04/19/22 06:30:00 AM,657.9,686.3,6.60,,,,,
4647,04/19/22 07:00:00 AM,658.1,684.0,6.52,,,,,
4648,04/19/22 07:30:00 AM,663.2,679.7,6.46,,,,,
4649,04/19/22 08:00:00 AM,654.9,677.8,6.44,,,,,
4650,04/19/22 08:30:00 AM,652.2,676.7,6.34,,,,,
4651,04/19/22 09:00:00 AM,646.5,674.7,6.37,,,,,
4652,04/19/22 09:30:00 AM,645.4,671.9,6.46,,,,,
4653,04/19/22 10:00:00 AM,640.4,664.5,6.58,,,,,
4654,04/19/22 10:30:00 AM,649.3,676.3,6.93,,,,,
4655,04/19/22 11:00:00 AM,641.6,670.7,7.08,,,,,
4656,04/19/22 11:30:00 AM,647.2,676.4,7.34,,,,,
4657,04/19/22 12:00:00 PM,639.9,665.2,7.16,,,,,
4658,04/19/22 12:30:00 PM,633.4,656.9,7.44,,,,,
4659,04/19/22 01:00:00 PM,628.8,654.8,7.04,,,,,
4660,04/19/22 01:30:00 PM,639.1,668.5,7.52,,,,,
4661,04/19/22 02:00:00 PM,642.2,672.5,7.33,,,,,
4662,04/19/22 02:30:00 PM,627.0,651.2,7.22,,,,,
4663,04/19/22 03:00:00 PM,634.8,660.3,7.48,,,,,
4664,04/19/22 03:30:00 PM,652.5,687.1,7.59,,,,,
4665,04/19/22 04:00:00 PM,646.6,679.2,7.20,,,,,
4666,04/19/22 04:30:00 PM,648.2,664.8,7.27,,,,,
4667,04/19/22 05:00:00 PM,660.2,691.8,7.54,,,,,
4668,04/19/22 05:30:00 PM,667.1,703.1,7.59,,,,,
4669,04/19/22 06:00:00 PM,661.1,691.3,7.18,,,,,
4670,04/19/22 06:30:00 PM,678.0,705.9,7.45,,,,,
4671,04/19/22 07:00:00 PM,691.5,716.7,7.57,,,,,
4672,04/19/22 07:30:00 PM,681.8,707.1,7.42,,,,,
4673,04/19/22 08:00:00 PM,683.3,709.0,7.50,,,,,
4674,04/19/22 08:30:00 PM,691.9,721.9,7.51,,,,,
4675,04/19/22 09:00:00 PM,695.4,729.5,7.18,,,,,
4676,04/19/22 09:30:00 PM,695.4,720.8,7.41,,,,,
4677,04/19/22 10:00:00 PM,688.5,713.6,7.54,,,,,
4678,04/19/22 10:30:00 PM,685.2,713.8,7.35,,,,,
4679,04/19/22 11:00:00 PM,688.7,714.5,7.42,,,,,
4680,04/19/22 11:30:00 PM,691.3,723.5,7.47,,,,,
4681,04/20/22 12:00:00 AM,690.1,719.2,7.41,,,,,
4682,04/20/22 12:30:00 AM,679.0,706.3,7.39,,,,,
4683,04/20/22 01:00:00 AM,688.1,713.3,7.47,,,,,
4684,04/20/22 01:30:00 AM,690.8,718.4,7.42,,,,,
4685,04/20/22 02:00:00 AM,685.6,714.5,7.38,,,,,
4686,04/20/22 02:30:00 AM,679.8,711.3,7.51,,,,,
4687,04/20/22 03:00:00 AM,683.7,709.8,7.45,,,,,
4688,04/20/22 03:30:00 AM,692.5,721.0,7.60,,,,,
4689,04/20/22 04:00:00 AM,684.3,710.7,7.29,,,,,
4690,04/20/22 04:30:00 AM,692.1,724.1,7.60,,,,,
4691,04/20/22 05:00:00 AM,686.9,719.6,7.41,,,,,
4692,04/20/22 05:30:00 AM,694.6,728.5,7.53,,,,,
4693,04/20/22 06:00:00 AM,694.1,726.5,7.59,,,,,
4694,04/20/22 06:30:00 AM,691.2,722.1,7.67,,,,,
4695,04/20/22 07:00:00 AM,692.5,724.0,7.81,,,,,
4696,04/20/22 07:30:00 AM,696.2,725.8,8.50,,,,,
4697,04/20/22 08:00:00 AM,699.9,736.5,8.25,,,,,
4698,04/20/22 08:30:00 AM,709.7,715.6,8.62,,,,,
4699,04/20/22 09:00:00 AM,715.1,744.8,8.68,,,,,
4700,04/20/22 09:30:00 AM,706.0,735.1,8.51,,,,,
4701,04/20/22 10:00:00 AM,712.0,740.4,8.74,,,,,
4702,04/20/22 10:30:00 AM,710.8,740.5,8.68,,,,,
4703,04/20/22 11:00:00 AM,720.9,756.1,8.68,,,,,
4704,04/20/22 11:30:00 AM,720.9,758.1,8.63,,,,,
4705,04/20/22 12:00:00 PM,711.2,743.0,8.48,,,,,
4706,04/20/22 12:30:00 PM,703.8,728.4,8.62,,,,,
4707,04/20/22 01:00:00 PM,720.9,755.2,8.86,,,,,
4708,04/20/22 01:30:00 PM,723.1,753.6,8.87,,,,,
4709,04/20/22 02:00:00 PM,734.7,770.4,8.86,,,,,
4710,04/20/22 02:30:00 PM,726.5,762.2,8.83,,,,,
4711,04/20/22 03:00:00 PM,723.4,756.0,8.85,,,,,
4712,04/20/22 03:30:00 PM,737.5,764.6,8.79,,,,,
4713,04/20/22 04:00:00 PM,722.7,752.9,8.74,,,,,
4714,04/20/22 04:30:00 PM,722.6,758.8,8.73,,,,,
4715,04/20/22 05:00:00 PM,714.6,740.8,8.73,,,,,
4716,04/20/22 05:30:00 PM,727.4,756.1,8.72,,,,,
4717,04/20/22 06:00:00 PM,713.4,735.0,8.71,,,,,
4718,04/20/22 06:30:00 PM,721.3,751.8,8.69,,,,,
4719,04/20/22 07:00:00 PM,717.7,745.6,8.67,,,,,
4720,04/20/22 07:30:00 PM,720.9,747.5,8.63,,,,,
4721,04/20/22 08:00:00 PM,730.1,762.8,8.63,,,,,
4722,04/20/22 08:30:00 PM,721.5,749.9,8.62,,,,,
4723,04/20/22 09:00:00 PM,727.4,760.8,8.62,,,,,
4724,04/20/22 09:30:00 PM,718.4,746.8,8.61,,,,,
4725,04/20/22 10:00:00 PM,719.6,748.0,8.61,,,,,
4726,04/20/22 10:30:00 PM,719.3,749.5,8.60,,,,,
4727,04/20/22 11:00:00 PM,712.3,738.2,8.59,,,,,
4728,04/20/22 11:30:00 PM,721.0,754.6,8.60,,,,,
4729,04/21/22 12:00:00 AM,714.3,741.3,8.61,,,,,
4730,04/21/22 12:30:00 AM,728.6,762.0,8.62,,,,,
4731,04/21/22 01:00:00 AM,722.0,741.7,8.67,,,,,
4732,04/21/22 01:30:00 AM,705.7,730.0,8.60,,,,,
4733,04/21/22 02:00:00 AM,728.7,753.9,8.54,,,,,
4734,04/21/22 02:30:00 AM,706.5,726.1,8.59,,,,,
4735,04/21/22 03:00:00 AM,728.6,753.0,8.60,,,,,
4736,04/21/22 03:30:00 AM,718.4,738.2,8.61,,,,,
4737,04/21/22 04:00:00 AM,707.6,731.9,8.61,,,,,
4738,04/21/22 04:30:00 AM,731.0,761.2,8.61,,,,,
4739,04/21/22 05:00:00 AM,713.8,734.7,8.61,,,,,
4740,04/21/22 05:30:00 AM,717.2,742.5,8.63,,,,,
4741,04/21/22 06:00:00 AM,707.9,729.7,8.54,,,,,
4742,04/21/22 06:30:00 AM,705.6,730.1,8.53,,,,,
4743,04/21/22 07:00:00 AM,712.5,732.4,8.50,,,,,
4744,04/21/22 07:30:00 AM,695.1,716.1,8.41,,,,,
4745,04/21/22 08:00:00 AM,697.1,717.6,8.49,,,,,
4746,04/21/22 08:30:00 AM,708.4,726.6,8.48,,,,,
4747,04/21/22 09:00:00 AM,688.8,706.7,8.54,,,,,
4748,04/21/22 09:30:00 AM,692.0,719.1,8.57,,,,,
4749,04/21/22 10:00:00 AM,682.2,702.6,8.74,,,,,
4750,04/21/22 10:30:00 AM,668.6,673.2,8.56,,,,,
4751,04/21/22 11:00:00 AM,668.3,692.2,8.59,,,,,
4752,04/21/22 11:30:00 AM,666.0,685.9,8.65,,,,,
4753,04/21/22 12:00:00 PM,672.0,686.3,8.71,,,,,
4754,04/21/22 12:30:00 PM,679.9,708.0,8.87,,,,,
4755,04/21/22 01:00:00 PM,675.0,700.5,8.92,,,,,
4756,04/21/22 01:30:00 PM,694.5,717.7,8.91,,,,,
4757,04/21/22 02:00:00 PM,691.1,710.6,8.93,,,,,
4758,04/21/22 02:30:00 PM,681.2,701.2,9.04,,,,,
4759,04/21/22 03:00:00 PM,690.0,711.3,9.16,,,,,
4760,04/21/22 03:30:00 PM,684.8,705.2,8.87,,,,,
4761,04/21/22 04:00:00 PM,687.9,709.3,9.21,,,,,
4762,04/21/22 04:30:00 PM,697.6,717.5,9.09,,,,,
4763,04/21/22 05:00:00 PM,691.6,707.6,8.81,,,,,
4764,04/21/22 05:30:00 PM,697.2,718.3,9.09,,,,,
4765,04/21/22 06:00:00 PM,698.9,720.0,8.95,,,,,
4766,04/21/22 06:30:00 PM,708.1,730.5,9.03,,,,,
4767,04/21/22 07:00:00 PM,714.6,736.5,9.22,,,,,
4768,04/21/22 07:30:00 PM,711.7,734.4,9.02,,,,,
4769,04/21/22 08:00:00 PM,711.0,733.3,8.91,,,,,
4770,04/21/22 08:30:00 PM,710.8,734.0,9.04,,,,,
4771,04/21/22 09:00:00 PM,713.2,736.6,9.16,,,,,
4772,04/21/22 09:30:00 PM,719.6,743.3,9.02,,,,,
4773,04/21/22 10:00:00 PM,717.4,741.3,9.11,,,,,
4774,04/21/22 10:30:00 PM,716.9,740.2,9.08,,,,,
4775,04/21/22 11:00:00 PM,720.8,745.6,9.10,,,,,
4776,04/21/22 11:30:00 PM,721.6,746.3,9.24,,,,,
4777,04/22/22 12:00:00 AM,716.9,741.3,9.11,,,,,
4778,04/22/22 12:30:00 AM,716.1,739.0,9.11,,,,,
4779,04/22/22 01:00:00 AM,722.4,745.6,9.17,,,,,
4780,04/22/22 01:30:00 AM,729.2,753.7,9.24,,,,,
4781,04/22/22 02:00:00 AM,723.8,744.0,9.13,,,,,
