"Plot Title: HP_Winter22"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20758339, SEN S/N: 20758339)","Full Range, μS/cm (LGR S/N: 20758339, SEN S/N: 20758339)","Temp, °C (LGR S/N: 20758339, SEN S/N: 20758339)","Coupler Detached (LGR S/N: 20758339)","Coupler Attached (LGR S/N: 20758339)","Host Connected (LGR S/N: 20758339)","Stopped (LGR S/N: 20758339)","End Of File (LGR S/N: 20758339)"
1360,02/09/22 07:30:00 PM,1145.4,1146.3,4.48,,,,,
1361,02/09/22 08:00:00 PM,1146.6,1147.5,4.49,,,,,
1362,02/09/22 08:30:00 PM,1148.4,1148.6,4.51,,,,,
1363,02/09/22 09:00:00 PM,1147.2,1147.5,4.48,,,,,
1364,02/09/22 09:30:00 PM,1148.7,1149.4,4.52,,,,,
1365,02/09/22 10:00:00 PM,1148.0,1148.6,4.50,,,,,
1366,02/09/22 10:30:00 PM,1149.0,1149.4,4.52,,,,,
1367,02/09/22 11:00:00 PM,1150.8,1151.4,4.56,,,,,
1368,02/09/22 11:30:00 PM,1150.3,1151.0,4.55,,,,,
1369,02/10/22 12:00:00 AM,1149.6,1150.6,4.56,,,,,
1370,02/10/22 12:30:00 AM,1154.2,1155.3,4.62,,,,,
1371,02/10/22 01:00:00 AM,1157.5,1158.1,4.65,,,,,
1372,02/10/22 01:30:00 AM,1158.6,1159.3,4.68,,,,,
1373,02/10/22 02:00:00 AM,1158.5,1159.3,4.68,,,,,
1374,02/10/22 02:30:00 AM,1158.7,1159.3,4.67,,,,,
1375,02/10/22 03:00:00 AM,1157.0,1158.1,4.67,,,,,
1376,02/10/22 03:30:00 AM,1151.2,1151.9,4.50,,,,,
1377,02/10/22 04:00:00 AM,1144.7,1146.3,4.44,,,,,
1378,02/10/22 04:30:00 AM,1144.5,1145.1,4.44,,,,,
1379,02/10/22 05:00:00 AM,1143.8,1144.3,4.43,,,,,
1380,02/10/22 05:30:00 AM,1143.2,1144.7,4.44,,,,,
1381,02/10/22 06:00:00 AM,1142.7,1143.9,4.43,,,,,
1382,02/10/22 06:30:00 AM,1143.3,1144.7,4.45,,,,,
1383,02/10/22 07:00:00 AM,1145.4,1146.3,4.45,,,,,
1384,02/10/22 07:30:00 AM,1144.9,1145.5,4.44,,,,,
1385,02/10/22 08:00:00 AM,1144.2,1145.1,4.40,,,,,
1386,02/10/22 08:30:00 AM,1146.3,1147.1,4.48,,,,,
1387,02/10/22 09:00:00 AM,1144.3,1144.7,4.42,,,,,
1388,02/10/22 09:30:00 AM,1144.9,1145.8,4.51,,,,,
1389,02/10/22 10:00:00 AM,1146.2,1147.3,4.57,,,,,
1390,02/10/22 10:30:00 AM,1140.7,1142.2,4.54,,,,,
1391,02/10/22 11:00:00 AM,1140.2,1140.8,4.64,,,,,
1392,02/10/22 11:30:00 AM,1144.9,1146.3,4.74,,,,,
1393,02/10/22 12:00:00 PM,1144.0,1144.5,4.94,,,,,
1394,02/10/22 12:30:00 PM,1145.9,1147.0,4.86,,,,,
1395,02/10/22 01:00:00 PM,1146.1,1147.0,4.83,,,,,
1396,02/10/22 01:30:00 PM,1143.0,1144.6,4.82,,,,,
1397,02/10/22 02:00:00 PM,1140.8,1142.2,4.81,,,,,
1398,02/10/22 02:30:00 PM,1140.2,1141.5,4.75,,,,,
1399,02/10/22 03:00:00 PM,1142.6,1143.5,4.77,,,,,
1400,02/10/22 03:30:00 PM,1135.6,1136.5,4.57,,,,,
1401,02/10/22 04:00:00 PM,1133.8,1134.5,4.54,,,,,
1402,02/10/22 04:30:00 PM,1132.6,1133.4,4.48,,,,,
1403,02/10/22 05:00:00 PM,1135.6,1137.0,4.49,,,,,
1404,02/10/22 05:30:00 PM,1138.9,1140.2,4.55,,,,,
1405,02/10/22 06:00:00 PM,1141.7,1142.9,4.59,,,,,
1406,02/10/22 06:30:00 PM,1145.2,1146.0,4.65,,,,,
1407,02/10/22 07:00:00 PM,1149.2,1150.3,4.75,,,,,
1408,02/10/22 07:30:00 PM,1147.2,1148.0,4.69,,,,,
1409,02/10/22 08:00:00 PM,1145.5,1146.4,4.65,,,,,
1410,02/10/22 08:30:00 PM,1144.3,1145.3,4.64,,,,,
1411,02/10/22 09:00:00 PM,1145.7,1146.1,4.64,,,,,
1412,02/10/22 09:30:00 PM,1145.9,1146.4,4.65,,,,,
1413,02/10/22 10:00:00 PM,1145.5,1146.1,4.63,,,,,
1414,02/10/22 10:30:00 PM,1145.7,1146.1,4.63,,,,,
1415,02/10/22 11:00:00 PM,1144.8,1145.3,4.62,,,,,
1416,02/10/22 11:30:00 PM,1144.9,1145.7,4.63,,,,,
1417,02/11/22 12:00:00 AM,1145.8,1146.5,4.64,,,,,
1418,02/11/22 12:30:00 AM,1145.1,1146.1,4.63,,,,,
1419,02/11/22 01:00:00 AM,1146.9,1147.2,4.67,,,,,
1420,02/11/22 01:30:00 AM,1149.4,1150.4,4.71,,,,,
1421,02/11/22 02:00:00 AM,1149.0,1149.6,4.71,,,,,
1422,02/11/22 02:30:00 AM,1149.0,1149.6,4.70,,,,,
1423,02/11/22 03:00:00 AM,1149.5,1150.4,4.73,,,,,
1424,02/11/22 03:30:00 AM,1150.5,1151.2,4.74,,,,,
1425,02/11/22 04:00:00 AM,1150.9,1151.5,4.75,,,,,
1426,02/11/22 04:30:00 AM,1149.5,1151.1,4.75,,,,,
1427,02/11/22 05:00:00 AM,1148.4,1150.3,4.75,,,,,
1428,02/11/22 05:30:00 AM,1149.8,1151.2,4.74,,,,,
1429,02/11/22 06:00:00 AM,1150.0,1151.5,4.76,,,,,
1430,02/11/22 06:30:00 AM,1152.1,1152.7,4.76,,,,,
1431,02/11/22 07:00:00 AM,1151.5,1152.7,4.77,,,,,
1432,02/11/22 07:30:00 AM,1151.2,1152.3,4.79,,,,,
1433,02/11/22 08:00:00 AM,1153.8,1154.7,4.81,,,,,
1434,02/11/22 08:30:00 AM,1154.6,1155.4,4.86,,,,,
1435,02/11/22 09:00:00 AM,1155.0,1155.8,4.89,,,,,
1436,02/11/22 09:30:00 AM,1156.2,1156.9,4.97,,,,,
1437,02/11/22 10:00:00 AM,1155.3,1156.1,4.98,,,,,
1438,02/11/22 10:30:00 AM,1156.9,1158.0,5.06,,,,,
1439,02/11/22 11:00:00 AM,1155.8,1157.2,5.07,,,,,
1440,02/11/22 11:30:00 AM,1156.7,1157.5,5.11,,,,,
1441,02/11/22 12:00:00 PM,1154.4,1155.5,5.16,,,,,
1442,02/11/22 12:30:00 PM,1153.5,1154.6,5.23,,,,,
1443,02/11/22 01:00:00 PM,1150.8,1151.7,4.99,,,,,
1444,02/11/22 01:30:00 PM,1154.8,1155.6,5.06,,,,,
1445,02/11/22 02:00:00 PM,1153.4,1154.4,5.03,,,,,
1446,02/11/22 02:30:00 PM,1156.0,1156.9,4.99,,,,,
1447,02/11/22 03:00:00 PM,1155.6,1156.5,5.00,,,,,
1448,02/11/22 03:30:00 PM,1156.6,1158.0,5.01,,,,,
1449,02/11/22 04:00:00 PM,1156.0,1157.2,5.01,,,,,
1450,02/11/22 04:30:00 PM,1151.3,1153.7,4.97,,,,,
1451,02/11/22 05:00:00 PM,1153.0,1154.5,4.94,,,,,
1452,02/11/22 05:30:00 PM,1153.5,1154.5,4.95,,,,,
1453,02/11/22 06:00:00 PM,1155.3,1156.1,4.98,,,,,
1454,02/11/22 06:30:00 PM,1153.9,1155.3,4.98,,,,,
1455,02/11/22 07:00:00 PM,1155.9,1157.3,5.00,,,,,
1456,02/11/22 07:30:00 PM,1151.2,1153.7,4.97,,,,,
1457,02/11/22 08:00:00 PM,1154.3,1155.7,4.99,,,,,
1458,02/11/22 08:30:00 PM,1148.2,1149.4,4.88,,,,,
1459,02/11/22 09:00:00 PM,1141.6,1143.1,4.75,,,,,
1460,02/11/22 09:30:00 PM,1130.9,1132.2,4.52,,,,,
1461,02/11/22 10:00:00 PM,1125.1,1127.8,4.48,,,,,
1462,02/11/22 10:30:00 PM,1124.8,1126.3,4.43,,,,,
1463,02/11/22 11:00:00 PM,1126.8,1127.9,4.40,,,,,
1464,02/11/22 11:30:00 PM,1127.4,1128.7,4.40,,,,,
1465,02/12/22 12:00:00 AM,1128.2,1129.1,4.42,,,,,
1466,02/12/22 12:30:00 AM,1127.4,1129.1,4.40,,,,,
1467,02/12/22 01:00:00 AM,1128.9,1130.2,4.45,,,,,
1468,02/12/22 01:30:00 AM,1122.9,1124.0,4.31,,,,,
1469,02/12/22 02:00:00 AM,1121.6,1122.0,4.26,,,,,
1470,02/12/22 02:30:00 AM,1120.5,1122.0,4.26,,,,,
1471,02/12/22 03:00:00 AM,1119.5,1120.5,4.22,,,,,
1472,02/12/22 03:30:00 AM,1125.5,1126.7,4.38,,,,,
1473,02/12/22 04:00:00 AM,1121.2,1122.1,4.25,,,,,
1474,02/12/22 04:30:00 AM,1116.6,1117.8,4.14,,,,,
1475,02/12/22 05:00:00 AM,1117.9,1118.9,4.19,,,,,
1476,02/12/22 05:30:00 AM,1116.6,1117.7,4.16,,,,,
1477,02/12/22 06:00:00 AM,1110.5,1111.5,4.00,,,,,
1478,02/12/22 06:30:00 AM,1109.7,1110.8,3.97,,,,,
1479,02/12/22 07:00:00 AM,1106.8,1108.0,3.90,,,,,
1480,02/12/22 07:30:00 AM,1102.7,1103.3,3.79,,,,,
1481,02/12/22 08:00:00 AM,1110.3,1111.5,4.03,,,,,
1482,02/12/22 08:30:00 AM,1106.2,1107.6,3.94,,,,,
1483,02/12/22 09:00:00 AM,1105.7,1106.8,3.95,,,,,
1484,02/12/22 09:30:00 AM,1114.2,1115.2,4.27,,,,,
1485,02/12/22 10:00:00 AM,1111.3,1112.4,4.31,,,,,
1486,02/12/22 10:30:00 AM,1111.5,1113.0,4.45,,,,,
1487,02/12/22 11:00:00 AM,1107.5,1109.1,4.37,,,,,
1488,02/12/22 11:30:00 AM,1111.0,1111.8,4.48,,,,,
1489,02/12/22 12:00:00 PM,1112.1,1113.1,4.71,,,,,
1490,02/12/22 12:30:00 PM,1123.2,1123.9,4.75,,,,,
1491,02/12/22 01:00:00 PM,1109.2,1110.5,4.56,,,,,
1492,02/12/22 01:30:00 PM,1100.4,1101.4,4.43,,,,,
1493,02/12/22 02:00:00 PM,1101.3,1101.7,4.18,,,,,
1494,02/12/22 02:30:00 PM,1108.4,1109.5,4.38,,,,,
1495,02/12/22 03:00:00 PM,1109.0,1110.1,4.51,,,,,
1496,02/12/22 03:30:00 PM,1100.7,1102.7,4.37,,,,,
1497,02/12/22 04:00:00 PM,1086.6,1087.3,4.18,,,,,
1498,02/12/22 04:30:00 PM,1091.9,1092.6,4.10,,,,,
1499,02/12/22 05:00:00 PM,1092.6,1093.8,4.09,,,,,
1500,02/12/22 05:30:00 PM,1097.5,1098.6,4.04,,,,,
1501,02/12/22 06:00:00 PM,1103.2,1104.1,4.16,,,,,
1502,02/12/22 06:30:00 PM,1103.6,1104.2,4.09,,,,,
1503,02/12/22 07:00:00 PM,1102.4,1103.2,3.96,,,,,
1504,02/12/22 07:30:00 PM,1101.5,1102.4,3.92,,,,,
1505,02/12/22 08:00:00 PM,1102.4,1103.2,3.94,,,,,
1506,02/12/22 08:30:00 PM,1104.9,1105.9,4.00,,,,,
1507,02/12/22 09:00:00 PM,1103.0,1104.0,3.92,,,,,
1508,02/12/22 09:30:00 PM,1105.2,1106.3,3.97,,,,,
1509,02/12/22 10:00:00 PM,1106.3,1107.5,3.98,,,,,
1510,02/12/22 10:30:00 PM,1107.4,1108.7,4.01,,,,,
1511,02/12/22 11:00:00 PM,1104.1,1104.8,3.90,,,,,
1512,02/12/22 11:30:00 PM,1106.4,1107.6,3.95,,,,,
1513,02/13/22 12:00:00 AM,1105.5,1106.8,3.91,,,,,
1514,02/13/22 12:30:00 AM,1107.4,1108.7,3.98,,,,,
1515,02/13/22 01:00:00 AM,1106.2,1107.6,3.95,,,,,
1516,02/13/22 01:30:00 AM,1107.1,1108.3,3.97,,,,,
1517,02/13/22 02:00:00 AM,1107.9,1109.5,4.00,,,,,
1518,02/13/22 02:30:00 AM,1104.5,1105.7,3.88,,,,,
1519,02/13/22 03:00:00 AM,1105.3,1106.4,3.90,,,,,
1520,02/13/22 03:30:00 AM,1107.6,1108.7,3.97,,,,,
1521,02/13/22 04:00:00 AM,1107.5,1108.8,3.95,,,,,
1522,02/13/22 04:30:00 AM,1107.8,1109.2,3.95,,,,,
1523,02/13/22 05:00:00 AM,1109.8,1110.7,4.01,,,,,
1524,02/13/22 05:30:00 AM,1109.0,1110.4,3.97,,,,,
1525,02/13/22 06:00:00 AM,1104.7,1105.7,3.84,,,,,
1526,02/13/22 06:30:00 AM,1101.9,1103.0,3.74,,,,,
1527,02/13/22 07:00:00 AM,1102.0,1103.0,3.76,,,,,
1528,02/13/22 07:30:00 AM,1100.0,1101.1,3.70,,,,,
1529,02/13/22 08:00:00 AM,1102.8,1104.1,3.79,,,,,
1530,02/13/22 08:30:00 AM,1104.2,1105.3,3.84,,,,,
1531,02/13/22 09:00:00 AM,1108.1,1109.2,3.97,,,,,
1532,02/13/22 09:30:00 AM,1114.4,1115.2,4.26,,,,,
1533,02/13/22 10:00:00 AM,1114.9,1116.3,4.39,,,,,
1534,02/13/22 10:30:00 AM,1113.6,1114.1,4.50,,,,,
1535,02/13/22 11:00:00 AM,1099.4,1101.0,4.40,,,,,
1536,02/13/22 11:30:00 AM,1095.9,1096.8,4.22,,,,,
1537,02/13/22 12:00:00 PM,1098.4,1099.6,4.30,,,,,
1538,02/13/22 12:30:00 PM,1095.2,1097.1,4.34,,,,,
1539,02/13/22 01:00:00 PM,1103.2,1104.9,4.51,,,,,
1540,02/13/22 01:30:00 PM,1107.5,1108.7,4.65,,,,,
1541,02/13/22 02:00:00 PM,1103.7,1104.7,4.68,,,,,
1542,02/13/22 02:30:00 PM,1106.3,1109.2,4.64,,,,,
1543,02/13/22 03:00:00 PM,1109.0,1110.5,4.56,,,,,
1544,02/13/22 03:30:00 PM,1103.5,1105.0,4.45,,,,,
1545,02/13/22 04:00:00 PM,1096.6,1098.2,4.39,,,,,
1546,02/13/22 04:30:00 PM,1101.9,1103.6,4.25,,,,,
1547,02/13/22 05:00:00 PM,1101.4,1102.9,4.14,,,,,
1548,02/13/22 05:30:00 PM,1103.0,1104.2,4.07,,,,,
1549,02/13/22 06:00:00 PM,1102.4,1103.5,4.04,,,,,
1550,02/13/22 06:30:00 PM,1104.6,1105.4,4.06,,,,,
1551,02/13/22 07:00:00 PM,1107.3,1108.2,4.07,,,,,
1552,02/13/22 07:30:00 PM,1109.3,1110.6,4.09,,,,,
1553,02/13/22 08:00:00 PM,1111.6,1112.2,4.13,,,,,
1554,02/13/22 08:30:00 PM,1113.1,1114.2,4.14,,,,,
1555,02/13/22 09:00:00 PM,1113.3,1114.2,4.14,,,,,
1556,02/13/22 09:30:00 PM,1113.8,1114.6,4.14,,,,,
1557,02/13/22 10:00:00 PM,1114.4,1115.4,4.13,,,,,
1558,02/13/22 10:30:00 PM,1115.5,1116.6,4.14,,,,,
1559,02/13/22 11:00:00 PM,1116.3,1117.8,4.15,,,,,
1560,02/13/22 11:30:00 PM,1117.0,1117.8,4.15,,,,,
1561,02/14/22 12:00:00 AM,1118.8,1120.1,4.21,,,,,
1562,02/14/22 12:30:00 AM,1119.9,1120.9,4.22,,,,,
1563,02/14/22 01:00:00 AM,1120.3,1122.1,4.24,,,,,
1564,02/14/22 01:30:00 AM,1121.3,1122.1,4.22,,,,,
1565,02/14/22 02:00:00 AM,1120.8,1122.1,4.19,,,,,
1566,02/14/22 02:30:00 AM,1120.8,1121.7,4.18,,,,,
1567,02/14/22 03:00:00 AM,1121.9,1122.9,4.21,,,,,
1568,02/14/22 03:30:00 AM,1122.3,1123.7,4.25,,,,,
1569,02/14/22 04:00:00 AM,1123.3,1124.5,4.25,,,,,
1570,02/14/22 04:30:00 AM,1123.3,1124.5,4.25,,,,,
1571,02/14/22 05:00:00 AM,1123.4,1124.5,4.25,,,,,
1572,02/14/22 05:30:00 AM,1122.3,1123.3,4.19,,,,,
1573,02/14/22 06:00:00 AM,1122.9,1124.1,4.19,,,,,
1574,02/14/22 06:30:00 AM,1123.9,1124.9,4.20,,,,,
1575,02/14/22 07:00:00 AM,1123.1,1124.6,4.15,,,,,
1576,02/14/22 07:30:00 AM,1123.6,1124.5,4.18,,,,,
1577,02/14/22 08:00:00 AM,1123.8,1125.0,4.16,,,,,
1578,02/14/22 08:30:00 AM,1124.5,1125.7,4.19,,,,,
1579,02/14/22 09:00:00 AM,1126.9,1128.0,4.27,,,,,
1580,02/14/22 09:30:00 AM,1128.7,1130.0,4.36,,,,,
1581,02/14/22 10:00:00 AM,1128.6,1129.9,4.40,,,,,
1582,02/14/22 10:30:00 AM,1125.7,1126.7,4.43,,,,,
1583,02/14/22 11:00:00 AM,1118.4,1119.8,4.46,,,,,
1584,02/14/22 11:30:00 AM,1110.6,1111.6,4.63,,,,,
1585,02/14/22 12:00:00 PM,1087.8,1088.7,4.70,,,,,
1586,02/14/22 12:30:00 PM,1095.1,1096.3,4.73,,,,,
1587,02/14/22 01:00:00 PM,1104.1,1105.5,4.70,,,,,
1588,02/14/22 01:30:00 PM,1099.6,1101.5,4.71,,,,,
1589,02/14/22 02:00:00 PM,1105.7,1107.0,4.79,,,,,
1590,02/14/22 02:30:00 PM,1104.1,1105.1,4.68,,,,,
1591,02/14/22 03:00:00 PM,1097.6,1098.3,4.64,,,,,
1592,02/14/22 03:30:00 PM,1082.9,1086.0,4.62,,,,,
1593,02/14/22 04:00:00 PM,1092.7,1093.6,4.58,,,,,
1594,02/14/22 04:30:00 PM,1095.7,1097.0,4.42,,,,,
1595,02/14/22 05:00:00 PM,1106.2,1107.1,4.36,,,,,
1596,02/14/22 05:30:00 PM,1112.4,1113.2,4.31,,,,,
1597,02/14/22 06:00:00 PM,1114.9,1116.0,4.27,,,,,
1598,02/14/22 06:30:00 PM,1118.4,1119.2,4.27,,,,,
1599,02/14/22 07:00:00 PM,1119.4,1120.8,4.27,,,,,
1600,02/14/22 07:30:00 PM,1121.4,1122.4,4.26,,,,,
1601,02/14/22 08:00:00 PM,1122.8,1123.6,4.26,,,,,
1602,02/14/22 08:30:00 PM,1123.8,1124.5,4.25,,,,,
1603,02/14/22 09:00:00 PM,1124.7,1126.1,4.25,,,,,
1604,02/14/22 09:30:00 PM,1125.4,1126.9,4.26,,,,,
1605,02/14/22 10:00:00 PM,1126.5,1127.7,4.25,,,,,
1606,02/14/22 10:30:00 PM,1126.9,1128.0,4.27,,,,,
1607,02/14/22 11:00:00 PM,1127.6,1128.8,4.28,,,,,
1608,02/14/22 11:30:00 PM,1127.5,1129.2,4.27,,,,,
1609,02/15/22 12:00:00 AM,1127.6,1129.3,4.26,,,,,
1610,02/15/22 12:30:00 AM,1129.0,1130.0,4.28,,,,,
1611,02/15/22 01:00:00 AM,1129.4,1130.8,4.28,,,,,
1612,02/15/22 01:30:00 AM,1130.8,1132.0,4.31,,,,,
1613,02/15/22 02:00:00 AM,1130.7,1132.0,4.31,,,,,
1614,02/15/22 02:30:00 AM,1131.1,1132.4,4.32,,,,,
1615,02/15/22 03:00:00 AM,1131.5,1132.8,4.33,,,,,
1616,02/15/22 03:30:00 AM,1132.1,1133.6,4.31,,,,,
1617,02/15/22 04:00:00 AM,1132.7,1133.6,4.32,,,,,
1618,02/15/22 04:30:00 AM,1132.5,1133.6,4.30,,,,,
1619,02/15/22 05:00:00 AM,1132.9,1134.0,4.30,,,,,
1620,02/15/22 05:30:00 AM,1132.9,1134.4,4.30,,,,,
1621,02/15/22 06:00:00 AM,1133.3,1134.4,4.30,,,,,
1622,02/15/22 06:30:00 AM,1133.3,1134.4,4.30,,,,,
1623,02/15/22 07:00:00 AM,1133.6,1135.3,4.28,,,,,
1624,02/15/22 07:30:00 AM,1134.0,1135.6,4.32,,,,,
1625,02/15/22 08:00:00 AM,1135.1,1136.4,4.34,,,,,
1626,02/15/22 08:30:00 AM,1136.6,1137.9,4.39,,,,,
1627,02/15/22 09:00:00 AM,1138.1,1139.4,4.48,,,,,
1628,02/15/22 09:30:00 AM,1134.2,1136.4,4.64,,,,,
1629,02/15/22 10:00:00 AM,1137.8,1138.7,4.73,,,,,
1630,02/15/22 10:30:00 AM,1126.8,1128.1,4.86,,,,,
1631,02/15/22 11:00:00 AM,1121.9,1122.9,4.91,,,,,
1632,02/15/22 11:30:00 AM,1113.6,1114.4,4.95,,,,,
1633,02/15/22 12:00:00 PM,1109.3,1110.8,4.97,,,,,
1634,02/15/22 12:30:00 PM,1100.2,1101.1,5.00,,,,,
1635,02/15/22 01:00:00 PM,1110.9,1112.3,5.06,,,,,
1636,02/15/22 01:30:00 PM,1110.6,1113.9,5.01,,,,,
1637,02/15/22 02:00:00 PM,1112.8,1113.6,4.98,,,,,
1638,02/15/22 02:30:00 PM,1113.2,1114.3,5.00,,,,,
1639,02/15/22 03:00:00 PM,1114.5,1115.6,4.98,,,,,
1640,02/15/22 03:30:00 PM,1122.8,1124.1,4.92,,,,,
1641,02/15/22 04:00:00 PM,1125.8,1126.6,4.80,,,,,
1642,02/15/22 04:30:00 PM,1126.3,1127.6,4.61,,,,,
1643,02/15/22 05:00:00 PM,1124.5,1125.4,4.49,,,,,
1644,02/15/22 05:30:00 PM,1122.9,1123.9,4.42,,,,,
1645,02/15/22 06:00:00 PM,1122.3,1123.1,4.38,,,,,
1646,02/15/22 06:30:00 PM,1123.7,1124.7,4.38,,,,,
1647,02/15/22 07:00:00 PM,1124.6,1125.5,4.39,,,,,
1648,02/15/22 07:30:00 PM,1124.4,1125.5,4.38,,,,,
1649,02/15/22 08:00:00 PM,1125.4,1126.7,4.40,,,,,
1650,02/15/22 08:30:00 PM,1126.5,1127.9,4.38,,,,,
1651,02/15/22 09:00:00 PM,1127.5,1128.7,4.37,,,,,
1652,02/15/22 09:30:00 PM,1128.2,1129.5,4.36,,,,,
1653,02/15/22 10:00:00 PM,1128.3,1129.6,4.34,,,,,
1654,02/15/22 10:30:00 PM,1128.8,1130.0,4.36,,,,,
1655,02/15/22 11:00:00 PM,1129.4,1130.7,4.37,,,,,
1656,02/15/22 11:30:00 PM,1130.3,1131.1,4.39,,,,,
1657,02/16/22 12:00:00 AM,1130.3,1131.5,4.39,,,,,
1658,02/16/22 12:30:00 AM,1130.9,1131.9,4.39,,,,,
1659,02/16/22 01:00:00 AM,1131.7,1132.7,4.40,,,,,
1660,02/16/22 01:30:00 AM,1131.8,1133.5,4.40,,,,,
1661,02/16/22 02:00:00 AM,1132.7,1133.9,4.42,,,,,
1662,02/16/22 02:30:00 AM,1132.8,1134.7,4.42,,,,,
1663,02/16/22 03:00:00 AM,1132.3,1133.9,4.44,,,,,
1664,02/16/22 03:30:00 AM,1134.4,1135.5,4.44,,,,,
1665,02/16/22 04:00:00 AM,1134.8,1135.9,4.44,,,,,
1666,02/16/22 04:30:00 AM,1134.5,1135.9,4.44,,,,,
1667,02/16/22 05:00:00 AM,1134.5,1135.9,4.44,,,,,
1668,02/16/22 05:30:00 AM,1134.4,1135.5,4.43,,,,,
1669,02/16/22 06:00:00 AM,1133.8,1134.7,4.42,,,,,
1670,02/16/22 06:30:00 AM,1132.0,1134.7,4.40,,,,,
1671,02/16/22 07:00:00 AM,1133.0,1133.9,4.42,,,,,
1672,02/16/22 07:30:00 AM,1133.3,1134.7,4.44,,,,,
1673,02/16/22 08:00:00 AM,1133.9,1135.0,4.50,,,,,
1674,02/16/22 08:30:00 AM,1134.5,1135.8,4.54,,,,,
1675,02/16/22 09:00:00 AM,1134.4,1135.8,4.52,,,,,
1676,02/16/22 09:30:00 AM,1133.9,1135.0,4.52,,,,,
1677,02/16/22 10:00:00 AM,1133.7,1135.3,4.56,,,,,
1678,02/16/22 10:30:00 AM,1132.5,1134.1,4.58,,,,,
1679,02/16/22 11:00:00 AM,1130.6,1132.1,4.61,,,,,
1680,02/16/22 11:30:00 AM,1129.9,1131.7,4.59,,,,,
1681,02/16/22 12:00:00 PM,1130.4,1131.7,4.61,,,,,
1682,02/16/22 12:30:00 PM,1126.4,1127.8,4.51,,,,,
1683,02/16/22 01:00:00 PM,1122.7,1123.7,4.52,,,,,
1684,02/16/22 01:30:00 PM,1121.3,1122.5,4.51,,,,,
1685,02/16/22 02:00:00 PM,1122.8,1124.1,4.54,,,,,
1686,02/16/22 02:30:00 PM,1121.5,1122.9,4.54,,,,,
1687,02/16/22 03:00:00 PM,1123.0,1124.5,4.55,,,,,
1688,02/16/22 03:30:00 PM,1123.0,1124.1,4.54,,,,,
1689,02/16/22 04:00:00 PM,1124.7,1126.2,4.49,,,,,
1690,02/16/22 04:30:00 PM,1124.4,1126.2,4.48,,,,,
1691,02/16/22 05:00:00 PM,1125.7,1127.0,4.45,,,,,
1692,02/16/22 05:30:00 PM,1127.4,1128.6,4.46,,,,,
1693,02/16/22 06:00:00 PM,1126.3,1127.8,4.45,,,,,
1694,02/16/22 06:30:00 PM,1128.8,1129.8,4.45,,,,,
1695,02/16/22 07:00:00 PM,1130.1,1131.0,4.45,,,,,
1696,02/16/22 07:30:00 PM,1130.8,1132.2,4.45,,,,,
1697,02/16/22 08:00:00 PM,1132.0,1133.4,4.45,,,,,
1698,02/16/22 08:30:00 PM,1126.9,1129.0,4.44,,,,,
1699,02/16/22 09:00:00 PM,1132.5,1133.4,4.45,,,,,
1700,02/16/22 09:30:00 PM,1132.8,1134.2,4.48,,,,,
1701,02/16/22 10:00:00 PM,1131.8,1133.4,4.45,,,,,
1702,02/16/22 10:30:00 PM,1133.5,1135.1,4.45,,,,,
1703,02/16/22 11:00:00 PM,1133.6,1135.1,4.45,,,,,
1704,02/16/22 11:30:00 PM,1134.0,1135.5,4.45,,,,,
1705,02/17/22 12:00:00 AM,1134.0,1135.1,4.45,,,,,
1706,02/17/22 12:30:00 AM,1134.7,1135.8,4.46,,,,,
1707,02/17/22 01:00:00 AM,1135.2,1136.6,4.48,,,,,
1708,02/17/22 01:30:00 AM,1135.4,1136.7,4.45,,,,,
1709,02/17/22 02:00:00 AM,1135.6,1137.0,4.46,,,,,
1710,02/17/22 02:30:00 AM,1136.0,1137.4,4.46,,,,,
1711,02/17/22 03:00:00 AM,1136.0,1137.4,4.46,,,,,
1712,02/17/22 03:30:00 AM,1136.1,1137.4,4.46,,,,,
1713,02/17/22 04:00:00 AM,1136.0,1137.4,4.46,,,,,
1714,02/17/22 04:30:00 AM,1136.0,1137.1,4.45,,,,,
1715,02/17/22 05:00:00 AM,1135.8,1137.4,4.46,,,,,
1716,02/17/22 05:30:00 AM,1136.2,1137.5,4.45,,,,,
1717,02/17/22 06:00:00 AM,1135.8,1137.1,4.45,,,,,
1718,02/17/22 06:30:00 AM,1136.0,1137.0,4.46,,,,,
1719,02/17/22 07:00:00 AM,1136.0,1137.1,4.45,,,,,
1720,02/17/22 07:30:00 AM,1137.1,1138.2,4.51,,,,,
1721,02/17/22 08:00:00 AM,1138.3,1139.7,4.57,,,,,
1722,02/17/22 08:30:00 AM,1137.7,1139.3,4.61,,,,,
1723,02/17/22 09:00:00 AM,1138.9,1140.0,4.67,,,,,
1724,02/17/22 09:30:00 AM,1139.0,1140.0,4.70,,,,,
1725,02/17/22 10:00:00 AM,1137.5,1138.7,4.74,,,,,
1726,02/17/22 10:30:00 AM,1130.2,1131.9,4.77,,,,,
1727,02/17/22 11:00:00 AM,1122.3,1123.8,4.81,,,,,
1728,02/17/22 11:30:00 AM,1113.7,1114.9,4.86,,,,,
1729,02/17/22 12:00:00 PM,1109.9,1111.4,4.79,,,,,
1730,02/17/22 12:30:00 PM,1110.3,1111.5,4.67,,,,,
1731,02/17/22 01:00:00 PM,1111.2,1112.4,4.64,,,,,
