"Plot Title: UM-ARB_Winter22"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20758340, SEN S/N: 20758340)","Full Range, μS/cm (LGR S/N: 20758340, SEN S/N: 20758340)","Temp, °F (LGR S/N: 20758340, SEN S/N: 20758340)","Coupler Detached (LGR S/N: 20758340)","Coupler Attached (LGR S/N: 20758340)","Host Connected (LGR S/N: 20758340)","Stopped (LGR S/N: 20758340)","End Of File (LGR S/N: 20758340)"
1,01/12/22 12:00:00 PM,0.9,-1.4,44.51,Logged,,,,
2,01/12/22 12:30:00 PM,2.2,-1.4,47.93,,,,,
3,01/12/22 01:00:00 PM,1.1,-1.5,49.64,,,,,
4,01/12/22 01:30:00 PM,1.1,-1.5,51.22,,,,,
5,01/12/22 02:00:00 PM,2.3,-1.4,47.82,,,,,
6,01/12/22 02:30:00 PM,475.9,468.7,36.45,,,,,
7,01/12/22 03:00:00 PM,475.9,468.3,36.50,,,,,
8,01/12/22 03:30:00 PM,477.0,469.8,36.55,,,,,
9,01/12/22 04:00:00 PM,475.6,468.3,36.55,,,,,
10,01/12/22 04:30:00 PM,477.4,469.8,36.64,,,,,
11,01/12/22 05:00:00 PM,474.9,467.5,36.46,,,,,
12,01/12/22 05:30:00 PM,475.2,467.9,36.55,,,,,
13,01/12/22 06:00:00 PM,477.4,469.8,36.59,,,,,
14,01/12/22 06:30:00 PM,477.0,471.3,36.68,,,,,
15,01/12/22 07:00:00 PM,475.0,467.5,36.57,,,,,
16,01/12/22 07:30:00 PM,474.2,466.7,36.54,,,,,
17,01/12/22 08:00:00 PM,474.9,467.5,36.59,,,,,
18,01/12/22 08:30:00 PM,474.3,467.9,36.57,,,,,
19,01/12/22 09:00:00 PM,475.7,468.2,36.61,,,,,
20,01/12/22 09:30:00 PM,475.9,468.2,36.59,,,,,
21,01/12/22 10:00:00 PM,476.4,470.2,36.55,,,,,
22,01/12/22 10:30:00 PM,475.0,468.6,36.57,,,,,
23,01/12/22 11:00:00 PM,476.5,470.2,36.45,,,,,
24,01/12/22 11:30:00 PM,477.0,469.4,36.37,,,,,
25,01/13/22 12:00:00 AM,480.2,475.2,36.32,,,,,
26,01/13/22 12:30:00 AM,479.3,471.7,36.45,,,,,
27,01/13/22 01:00:00 AM,479.5,471.7,36.57,,,,,
28,01/13/22 01:30:00 AM,478.9,471.7,36.39,,,,,
29,01/13/22 02:00:00 AM,481.5,474.7,36.54,,,,,
30,01/13/22 02:30:00 AM,482.9,475.8,36.64,,,,,
31,01/13/22 03:00:00 AM,482.1,475.1,36.61,,,,,
32,01/13/22 03:30:00 AM,484.0,477.7,36.61,,,,,
33,01/13/22 04:00:00 AM,481.2,474.0,36.50,,,,,
34,01/13/22 04:30:00 AM,481.4,473.6,36.54,,,,,
35,01/13/22 05:00:00 AM,482.1,474.3,36.55,,,,,
36,01/13/22 05:30:00 AM,482.0,474.4,36.48,,,,,
37,01/13/22 06:00:00 AM,481.4,473.6,36.39,,,,,
38,01/13/22 06:30:00 AM,482.0,474.4,36.39,,,,,
39,01/13/22 07:00:00 AM,481.0,474.4,36.21,,,,,
40,01/13/22 07:30:00 AM,479.9,471.8,35.94,,,,,
41,01/13/22 08:00:00 AM,483.1,475.6,36.07,,,,,
42,01/13/22 08:30:00 AM,485.2,477.5,36.10,,,,,
43,01/13/22 09:00:00 AM,485.6,477.9,36.05,,,,,
44,01/13/22 09:30:00 AM,485.6,477.9,35.94,,,,,
45,01/13/22 10:00:00 AM,483.8,476.4,35.96,,,,,
46,01/13/22 10:30:00 AM,484.5,476.8,36.05,,,,,
47,01/13/22 11:00:00 AM,484.1,476.7,36.10,,,,,
48,01/13/22 11:30:00 AM,485.6,477.9,36.10,,,,,
49,01/13/22 12:00:00 PM,486.5,478.6,36.14,,,,,
50,01/13/22 12:30:00 PM,486.2,478.6,36.23,,,,,
51,01/13/22 01:00:00 PM,488.6,480.9,36.23,,,,,
52,01/13/22 01:30:00 PM,486.8,479.3,36.34,,,,,
53,01/13/22 02:00:00 PM,486.6,480.1,36.18,,,,,
54,01/13/22 02:30:00 PM,486.1,478.2,36.27,,,,,
55,01/13/22 03:00:00 PM,485.8,478.2,36.25,,,,,
56,01/13/22 03:30:00 PM,485.8,477.9,36.18,,,,,
57,01/13/22 04:00:00 PM,487.2,479.3,36.32,,,,,
58,01/13/22 04:30:00 PM,490.2,482.7,36.55,,,,,
59,01/13/22 05:00:00 PM,489.6,482.0,36.48,,,,,
60,01/13/22 05:30:00 PM,490.8,482.7,36.57,,,,,
61,01/13/22 06:00:00 PM,493.5,485.8,36.50,,,,,
62,01/13/22 06:30:00 PM,491.8,483.9,36.54,,,,,
63,01/13/22 07:00:00 PM,491.0,482.7,36.46,,,,,
64,01/13/22 07:30:00 PM,491.5,483.9,36.45,,,,,
65,01/13/22 08:00:00 PM,496.3,489.2,36.50,,,,,
66,01/13/22 08:30:00 PM,499.1,491.1,36.43,,,,,
67,01/13/22 09:00:00 PM,497.5,489.2,36.37,,,,,
68,01/13/22 09:30:00 PM,493.9,486.1,36.50,,,,,
69,01/13/22 10:00:00 PM,492.5,484.5,36.88,,,,,
70,01/13/22 10:30:00 PM,491.2,483.4,36.79,,,,,
71,01/13/22 11:00:00 PM,490.0,482.2,36.86,,,,,
72,01/13/22 11:30:00 PM,491.8,483.8,36.77,,,,,
73,01/14/22 12:00:00 AM,495.4,487.2,36.72,,,,,
74,01/14/22 12:30:00 AM,495.2,487.3,36.46,,,,,
75,01/14/22 01:00:00 AM,496.2,488.4,36.75,,,,,
76,01/14/22 01:30:00 AM,498.1,490.2,36.88,,,,,
77,01/14/22 02:00:00 AM,496.6,488.8,36.61,,,,,
78,01/14/22 02:30:00 AM,496.3,488.4,36.66,,,,,
79,01/14/22 03:00:00 AM,499.6,491.5,36.55,,,,,
80,01/14/22 03:30:00 AM,498.7,490.3,36.46,,,,,
81,01/14/22 04:00:00 AM,523.0,514.1,36.18,,,,,
82,01/14/22 04:30:00 AM,502.9,494.6,36.36,,,,,
83,01/14/22 05:00:00 AM,502.5,494.2,36.39,,,,,
84,01/14/22 05:30:00 AM,499.4,491.5,36.43,,,,,
85,01/14/22 06:00:00 AM,498.6,490.4,36.43,,,,,
86,01/14/22 06:30:00 AM,499.8,491.5,36.54,,,,,
87,01/14/22 07:00:00 AM,498.0,490.0,36.50,,,,,
88,01/14/22 07:30:00 AM,499.8,491.9,36.50,,,,,
89,01/14/22 08:00:00 AM,505.9,497.6,36.34,,,,,
90,01/14/22 08:30:00 AM,505.0,496.5,36.39,,,,,
91,01/14/22 09:00:00 AM,506.5,498.4,36.45,,,,,
92,01/14/22 09:30:00 AM,509.7,501.4,36.37,,,,,
93,01/14/22 10:00:00 AM,503.6,495.4,36.10,,,,,
94,01/14/22 10:30:00 AM,530.6,521.8,35.74,,,,,
95,01/14/22 11:00:00 AM,531.2,522.5,36.16,,,,,
96,01/14/22 11:30:00 AM,545.4,536.2,36.03,,,,,
97,01/14/22 12:00:00 PM,545.4,536.0,35.71,,,,,
98,01/14/22 12:30:00 PM,556.2,546.7,35.58,,,,,
99,01/14/22 01:00:00 PM,557.9,548.2,35.69,,,,,
100,01/14/22 01:30:00 PM,543.5,534.1,35.55,,,,,
101,01/14/22 02:00:00 PM,541.9,532.6,35.55,,,,,
102,01/14/22 02:30:00 PM,551.0,541.3,35.69,,,,,
103,01/14/22 03:00:00 PM,547.6,538.3,35.64,,,,,
104,01/14/22 03:30:00 PM,539.8,530.3,35.44,,,,,
105,01/14/22 04:00:00 PM,542.9,533.7,35.62,,,,,
106,01/14/22 04:30:00 PM,544.2,534.5,35.55,,,,,
107,01/14/22 05:00:00 PM,541.9,533.0,35.47,,,,,
108,01/14/22 05:30:00 PM,546.5,537.2,35.47,,,,,
109,01/14/22 06:00:00 PM,548.1,538.7,35.44,,,,,
110,01/14/22 06:30:00 PM,544.5,535.3,35.37,,,,,
111,01/14/22 07:00:00 PM,544.3,534.6,35.29,,,,,
112,01/14/22 07:30:00 PM,540.9,531.5,35.31,,,,,
113,01/14/22 08:00:00 PM,552.3,542.6,35.20,,,,,
114,01/14/22 08:30:00 PM,554.3,544.6,34.97,,,,,
115,01/14/22 09:00:00 PM,557.9,547.7,34.95,,,,,
116,01/14/22 09:30:00 PM,561.2,551.5,34.90,,,,,
117,01/14/22 10:00:00 PM,553.7,544.2,34.97,,,,,
118,01/14/22 10:30:00 PM,552.2,542.7,34.97,,,,,
119,01/14/22 11:00:00 PM,553.4,543.8,34.99,,,,,
120,01/14/22 11:30:00 PM,542.6,533.1,35.08,,,,,
121,01/15/22 12:00:00 AM,537.7,528.5,35.28,,,,,
122,01/15/22 12:30:00 AM,535.9,526.9,35.28,,,,,
123,01/15/22 01:00:00 AM,549.0,539.6,35.19,,,,,
124,01/15/22 01:30:00 AM,564.0,554.2,34.97,,,,,
125,01/15/22 02:00:00 AM,546.8,537.3,34.99,,,,,
126,01/15/22 02:30:00 AM,554.9,545.0,34.95,,,,,
127,01/15/22 03:00:00 AM,553.5,543.9,34.92,,,,,
128,01/15/22 03:30:00 AM,546.7,537.3,34.99,,,,,
129,01/15/22 04:00:00 AM,548.6,539.6,35.02,,,,,
130,01/15/22 04:30:00 AM,547.6,538.1,34.95,,,,,
131,01/15/22 05:00:00 AM,542.1,533.1,35.20,,,,,
132,01/15/22 05:30:00 AM,542.3,533.1,35.20,,,,,
133,01/15/22 06:00:00 AM,523.8,515.4,35.47,,,,,
134,01/15/22 06:30:00 AM,528.5,519.6,35.53,,,,,
135,01/15/22 07:00:00 AM,527.1,518.4,35.62,,,,,
136,01/15/22 07:30:00 AM,527.1,518.4,35.64,,,,,
137,01/15/22 08:00:00 AM,533.1,523.9,35.28,,,,,
138,01/15/22 08:30:00 AM,531.0,522.0,35.26,,,,,
139,01/15/22 09:00:00 AM,520.0,511.2,35.49,,,,,
140,01/15/22 09:30:00 AM,529.0,520.0,35.58,,,,,
141,01/15/22 10:00:00 AM,519.2,510.8,35.65,,,,,
142,01/15/22 10:30:00 AM,532.0,523.0,35.58,,,,,
143,01/15/22 11:00:00 AM,531.2,522.3,35.53,,,,,
144,01/15/22 11:30:00 AM,522.4,513.9,35.53,,,,,
145,01/15/22 12:00:00 PM,537.5,528.1,35.13,,,,,
146,01/15/22 12:30:00 PM,529.6,520.8,35.29,,,,,
147,01/15/22 01:00:00 PM,528.9,520.4,35.33,,,,,
148,01/15/22 01:30:00 PM,524.2,515.4,35.44,,,,,
149,01/15/22 02:00:00 PM,534.5,525.7,35.44,,,,,
150,01/15/22 02:30:00 PM,559.4,549.9,35.13,,,,,
151,01/15/22 03:00:00 PM,535.5,526.6,35.08,,,,,
152,01/15/22 03:30:00 PM,534.3,525.4,35.20,,,,,
153,01/15/22 04:00:00 PM,534.6,527.3,35.19,,,,,
154,01/15/22 04:30:00 PM,533.6,525.0,35.33,,,,,
155,01/15/22 05:00:00 PM,535.0,526.1,35.33,,,,,
156,01/15/22 05:30:00 PM,535.3,526.5,35.42,,,,,
157,01/15/22 06:00:00 PM,535.3,526.2,35.29,,,,,
158,01/15/22 06:30:00 PM,531.4,522.7,35.40,,,,,
159,01/15/22 07:00:00 PM,532.7,523.8,35.38,,,,,
160,01/15/22 07:30:00 PM,532.2,523.4,35.55,,,,,
161,01/15/22 08:00:00 PM,530.3,521.5,35.71,,,,,
162,01/15/22 08:30:00 PM,525.8,517.2,35.80,,,,,
163,01/15/22 09:00:00 PM,525.1,516.8,35.82,,,,,
164,01/15/22 09:30:00 PM,524.7,516.1,35.80,,,,,
165,01/15/22 10:00:00 PM,523.8,514.9,35.82,,,,,
166,01/15/22 10:30:00 PM,525.5,516.8,35.83,,,,,
167,01/15/22 11:00:00 PM,525.9,517.2,35.82,,,,,
168,01/15/22 11:30:00 PM,524.5,516.1,35.80,,,,,
169,01/16/22 12:00:00 AM,524.3,515.7,35.80,,,,,
170,01/16/22 12:30:00 AM,523.8,515.3,35.82,,,,,
171,01/16/22 01:00:00 AM,523.9,515.3,35.80,,,,,
172,01/16/22 01:30:00 AM,524.8,516.8,35.80,,,,,
173,01/16/22 02:00:00 AM,536.0,526.8,35.58,,,,,
174,01/16/22 02:30:00 AM,527.9,519.2,35.69,,,,,
175,01/16/22 03:00:00 AM,527.0,518.8,35.71,,,,,
176,01/16/22 03:30:00 AM,541.3,532.3,35.31,,,,,
177,01/16/22 04:00:00 AM,536.5,527.6,35.42,,,,,
178,01/16/22 04:30:00 AM,535.2,526.4,35.60,,,,,
179,01/16/22 05:00:00 AM,531.2,522.6,35.64,,,,,
180,01/16/22 05:30:00 AM,531.8,523.0,35.64,,,,,
181,01/16/22 06:00:00 AM,529.0,520.0,35.49,,,,,
182,01/16/22 06:30:00 AM,531.0,521.9,35.38,,,,,
183,01/16/22 07:00:00 AM,533.1,524.2,35.40,,,,,
184,01/16/22 07:30:00 AM,533.3,524.6,35.47,,,,,
185,01/16/22 08:00:00 AM,534.1,525.4,35.42,,,,,
186,01/16/22 08:30:00 AM,536.5,528.0,35.44,,,,,
187,01/16/22 09:00:00 AM,535.9,526.9,35.40,,,,,
188,01/16/22 09:30:00 AM,534.6,525.8,35.33,,,,,
189,01/16/22 10:00:00 AM,536.9,528.0,35.38,,,,,
190,01/16/22 10:30:00 AM,540.6,531.1,35.31,,,,,
191,01/16/22 11:00:00 AM,543.8,535.4,35.17,,,,,
192,01/16/22 11:30:00 AM,544.0,535.4,35.13,,,,,
193,01/16/22 12:00:00 PM,542.5,535.7,35.22,,,,,
194,01/16/22 12:30:00 PM,549.7,540.0,35.08,,,,,
195,01/16/22 01:00:00 PM,547.1,537.7,35.19,,,,,
196,01/16/22 01:30:00 PM,547.1,537.7,35.17,,,,,
197,01/16/22 02:00:00 PM,548.7,539.6,35.13,,,,,
198,01/16/22 02:30:00 PM,543.5,534.2,35.20,,,,,
199,01/16/22 03:00:00 PM,543.8,535.4,35.20,,,,,
200,01/16/22 03:30:00 PM,545.4,536.5,35.19,,,,,
201,01/16/22 04:00:00 PM,546.8,537.3,35.13,,,,,
202,01/16/22 04:30:00 PM,546.0,537.3,35.19,,,,,
203,01/16/22 05:00:00 PM,543.7,534.2,35.26,,,,,
204,01/16/22 05:30:00 PM,545.3,535.8,35.11,,,,,
205,01/16/22 06:00:00 PM,547.1,537.3,35.22,,,,,
206,01/16/22 06:30:00 PM,545.4,536.1,35.31,,,,,
207,01/16/22 07:00:00 PM,543.6,534.2,35.33,,,,,
208,01/16/22 07:30:00 PM,542.4,533.0,35.44,,,,,
209,01/16/22 08:00:00 PM,541.4,532.3,35.37,,,,,
210,01/16/22 08:30:00 PM,557.9,548.4,35.22,,,,,
211,01/16/22 09:00:00 PM,553.6,543.8,35.01,,,,,
212,01/16/22 09:30:00 PM,551.1,541.5,35.13,,,,,
213,01/16/22 10:00:00 PM,546.2,536.5,35.20,,,,,
214,01/16/22 10:30:00 PM,543.1,533.8,35.28,,,,,
215,01/16/22 11:00:00 PM,541.8,533.0,35.38,,,,,
216,01/16/22 11:30:00 PM,537.0,528.0,35.51,,,,,
217,01/17/22 12:00:00 AM,536.1,526.9,35.51,,,,,
218,01/17/22 12:30:00 AM,533.8,525.3,35.51,,,,,
219,01/17/22 01:00:00 AM,541.4,532.3,35.37,,,,,
220,01/17/22 01:30:00 AM,538.5,529.2,35.49,,,,,
221,01/17/22 02:00:00 AM,534.4,525.7,35.49,,,,,
222,01/17/22 02:30:00 AM,543.5,534.2,35.20,,,,,
223,01/17/22 03:00:00 AM,552.9,543.4,35.17,,,,,
224,01/17/22 03:30:00 AM,549.9,540.8,35.08,,,,,
225,01/17/22 04:00:00 AM,546.8,537.3,35.22,,,,,
226,01/17/22 04:30:00 AM,544.7,535.4,35.22,,,,,
227,01/17/22 05:00:00 AM,551.5,541.8,35.29,,,,,
228,01/17/22 05:30:00 AM,536.8,528.0,35.40,,,,,
229,01/17/22 06:00:00 AM,535.7,527.3,35.44,,,,,
230,01/17/22 06:30:00 AM,536.3,527.6,35.44,,,,,
231,01/17/22 07:00:00 AM,541.2,532.3,35.37,,,,,
232,01/17/22 07:30:00 AM,535.7,527.3,35.42,,,,,
233,01/17/22 08:00:00 AM,532.3,523.4,35.53,,,,,
234,01/17/22 08:30:00 AM,537.4,528.0,35.37,,,,,
235,01/17/22 09:00:00 AM,536.1,526.9,35.33,,,,,
236,01/17/22 09:30:00 AM,538.6,529.6,35.29,,,,,
237,01/17/22 10:00:00 AM,539.9,530.8,35.19,,,,,
238,01/17/22 10:30:00 AM,538.3,529.2,35.26,,,,,
239,01/17/22 11:00:00 AM,543.7,534.5,35.44,,,,,
240,01/17/22 11:30:00 AM,534.1,525.7,35.55,,,,,
241,01/17/22 12:00:00 PM,535.4,526.4,35.60,,,,,
242,01/17/22 12:30:00 PM,534.9,526.1,35.53,,,,,
243,01/17/22 01:00:00 PM,536.0,527.2,35.58,,,,,
244,01/17/22 01:30:00 PM,536.1,528.7,35.58,,,,,
245,01/17/22 02:00:00 PM,535.2,526.1,35.58,,,,,
246,01/17/22 02:30:00 PM,536.5,527.6,35.62,,,,,
247,01/17/22 03:00:00 PM,538.5,529.2,35.49,,,,,
248,01/17/22 03:30:00 PM,539.2,529.9,35.51,,,,,
249,01/17/22 04:00:00 PM,534.3,525.5,34.95,,,,,
250,01/17/22 04:30:00 PM,545.2,535.7,35.33,,,,,
251,01/17/22 05:00:00 PM,541.2,532.6,35.42,,,,,
252,01/17/22 05:30:00 PM,541.1,531.9,35.42,,,,,
253,01/17/22 06:00:00 PM,541.1,531.9,35.42,,,,,
254,01/17/22 06:30:00 PM,543.3,533.9,35.08,,,,,
255,01/17/22 07:00:00 PM,549.5,540.4,35.10,,,,,
256,01/17/22 07:30:00 PM,543.2,534.2,35.33,,,,,
257,01/17/22 08:00:00 PM,540.8,531.9,35.29,,,,,
258,01/17/22 08:30:00 PM,541.9,532.6,35.31,,,,,
259,01/17/22 09:00:00 PM,537.7,528.8,35.37,,,,,
260,01/17/22 09:30:00 PM,539.7,531.5,35.37,,,,,
261,01/17/22 10:00:00 PM,540.3,531.9,35.37,,,,,
262,01/17/22 10:30:00 PM,540.7,531.5,35.38,,,,,
263,01/17/22 11:00:00 PM,539.6,530.3,35.37,,,,,
264,01/17/22 11:30:00 PM,538.4,529.2,35.42,,,,,
265,01/18/22 12:00:00 AM,538.9,530.0,35.38,,,,,
266,01/18/22 12:30:00 AM,540.9,532.2,35.44,,,,,
267,01/18/22 01:00:00 AM,538.1,529.6,35.44,,,,,
268,01/18/22 01:30:00 AM,537.4,528.8,35.49,,,,,
269,01/18/22 02:00:00 AM,536.1,527.6,35.55,,,,,
270,01/18/22 02:30:00 AM,535.0,526.1,35.60,,,,,
271,01/18/22 03:00:00 AM,534.6,526.8,35.60,,,,,
272,01/18/22 03:30:00 AM,540.8,531.8,35.60,,,,,
273,01/18/22 04:00:00 AM,545.9,536.4,35.42,,,,,
274,01/18/22 04:30:00 AM,537.3,528.0,35.58,,,,,
275,01/18/22 05:00:00 AM,535.5,526.8,35.62,,,,,
276,01/18/22 05:30:00 AM,533.8,524.9,35.65,,,,,
277,01/18/22 06:00:00 AM,533.6,524.9,35.71,,,,,
278,01/18/22 06:30:00 AM,533.6,525.3,35.69,,,,,
279,01/18/22 07:00:00 AM,533.1,524.5,35.71,,,,,
280,01/18/22 07:30:00 AM,533.9,524.9,35.71,,,,,
281,01/18/22 08:00:00 AM,534.4,525.7,35.71,,,,,
282,01/18/22 08:30:00 AM,536.3,528.3,35.64,,,,,
283,01/18/22 09:00:00 AM,534.8,526.8,35.65,,,,,
284,01/18/22 09:30:00 AM,539.1,530.0,35.38,,,,,
285,01/18/22 10:00:00 AM,534.8,526.5,35.58,,,,,
286,01/18/22 10:30:00 AM,536.3,527.6,35.60,,,,,
287,01/18/22 11:00:00 AM,537.2,528.8,35.47,,,,,
288,01/18/22 11:30:00 AM,540.6,531.8,35.47,,,,,
289,01/18/22 12:00:00 PM,542.6,533.7,35.51,,,,,
290,01/18/22 12:30:00 PM,550.1,540.7,35.31,,,,,
291,01/18/22 01:00:00 PM,548.3,539.1,35.42,,,,,
292,01/18/22 01:30:00 PM,546.2,536.9,35.31,,,,,
293,01/18/22 02:00:00 PM,544.4,535.3,35.42,,,,,
294,01/18/22 02:30:00 PM,547.8,538.3,35.49,,,,,
295,01/18/22 03:00:00 PM,546.4,537.2,35.53,,,,,
296,01/18/22 03:30:00 PM,547.8,538.3,35.55,,,,,
297,01/18/22 04:00:00 PM,547.3,538.0,35.44,,,,,
298,01/18/22 04:30:00 PM,549.0,539.5,35.31,,,,,
299,01/18/22 05:00:00 PM,551.8,542.5,35.49,,,,,
300,01/18/22 05:30:00 PM,549.8,540.6,35.49,,,,,
301,01/18/22 06:00:00 PM,551.5,541.9,35.13,,,,,
302,01/18/22 06:30:00 PM,556.7,547.3,35.01,,,,,
303,01/18/22 07:00:00 PM,546.4,537.2,35.53,,,,,
304,01/18/22 07:30:00 PM,545.8,536.8,35.49,,,,,
305,01/18/22 08:00:00 PM,546.6,537.5,35.55,,,,,
306,01/18/22 08:30:00 PM,545.8,536.8,35.55,,,,,
307,01/18/22 09:00:00 PM,544.5,536.0,35.53,,,,,
308,01/18/22 09:30:00 PM,552.8,545.2,35.47,,,,,
309,01/18/22 10:00:00 PM,549.2,541.0,35.64,,,,,
310,01/18/22 10:30:00 PM,548.2,540.6,35.53,,,,,
311,01/18/22 11:00:00 PM,551.1,543.3,35.38,,,,,
312,01/18/22 11:30:00 PM,546.6,539.1,35.42,,,,,
313,01/19/22 12:00:00 AM,549.2,542.2,35.44,,,,,
314,01/19/22 12:30:00 AM,552.4,545.2,35.51,,,,,
315,01/19/22 01:00:00 AM,549.4,542.9,35.53,,,,,
316,01/19/22 01:30:00 AM,546.2,539.5,35.55,,,,,
317,01/19/22 02:00:00 AM,547.9,541.0,35.49,,,,,
318,01/19/22 02:30:00 AM,544.3,537.5,35.53,,,,,
319,01/19/22 03:00:00 AM,545.3,538.7,35.62,,,,,
320,01/19/22 03:30:00 AM,543.4,536.4,35.62,,,,,
321,01/19/22 04:00:00 AM,544.7,536.0,35.65,,,,,
322,01/19/22 04:30:00 AM,546.3,537.9,35.62,,,,,
323,01/19/22 05:00:00 AM,543.5,534.8,35.65,,,,,
324,01/19/22 05:30:00 AM,547.1,538.7,35.64,,,,,
325,01/19/22 06:00:00 AM,543.0,534.4,35.71,,,,,
326,01/19/22 06:30:00 AM,544.8,536.4,35.65,,,,,
327,01/19/22 07:00:00 AM,546.2,537.1,35.65,,,,,
328,01/19/22 07:30:00 AM,543.8,534.4,35.69,,,,,
329,01/19/22 08:00:00 AM,544.4,535.2,35.65,,,,,
330,01/19/22 08:30:00 AM,543.4,534.1,35.65,,,,,
331,01/19/22 09:00:00 AM,544.3,535.2,35.74,,,,,
332,01/19/22 09:30:00 AM,545.1,536.0,35.69,,,,,
333,01/19/22 10:00:00 AM,544.1,535.2,35.69,,,,,
334,01/19/22 10:30:00 AM,544.1,535.2,35.65,,,,,
335,01/19/22 11:00:00 AM,546.9,537.9,35.71,,,,,
336,01/19/22 11:30:00 AM,544.8,536.0,35.74,,,,,
337,01/19/22 12:00:00 PM,547.2,538.2,35.80,,,,,
338,01/19/22 12:30:00 PM,546.8,537.5,35.74,,,,,
339,01/19/22 01:00:00 PM,550.3,541.3,35.76,,,,,
340,01/19/22 01:30:00 PM,553.2,544.0,35.74,,,,,
341,01/19/22 02:00:00 PM,554.2,544.8,35.53,,,,,
342,01/19/22 02:30:00 PM,560.2,553.2,35.73,,,,,
343,01/19/22 03:00:00 PM,555.0,548.2,35.82,,,,,
344,01/19/22 03:30:00 PM,553.2,545.9,35.62,,,,,
345,01/19/22 04:00:00 PM,553.0,545.5,35.71,,,,,
346,01/19/22 04:30:00 PM,554.5,545.1,35.69,,,,,
347,01/19/22 05:00:00 PM,557.6,547.8,35.69,,,,,
348,01/19/22 05:30:00 PM,555.1,545.6,35.62,,,,,
349,01/19/22 06:00:00 PM,554.3,545.1,35.74,,,,,
350,01/19/22 06:30:00 PM,553.3,544.0,35.74,,,,,
351,01/19/22 07:00:00 PM,558.7,549.0,35.55,,,,,
352,01/19/22 07:30:00 PM,554.3,545.1,35.76,,,,,
353,01/19/22 08:00:00 PM,553.2,543.6,35.85,,,,,
354,01/19/22 08:30:00 PM,551.9,542.4,35.80,,,,,
355,01/19/22 09:00:00 PM,553.3,545.1,35.80,,,,,
356,01/19/22 09:30:00 PM,554.6,545.5,35.71,,,,,
357,01/19/22 10:00:00 PM,559.9,551.2,35.76,,,,,
358,01/19/22 10:30:00 PM,557.8,549.0,35.73,,,,,
359,01/19/22 11:00:00 PM,558.1,549.3,35.74,,,,,
360,01/19/22 11:30:00 PM,558.1,549.3,35.85,,,,,
361,01/20/22 12:00:00 AM,558.1,549.3,35.85,,,,,
362,01/20/22 12:30:00 AM,557.9,549.7,35.82,,,,,
363,01/20/22 01:00:00 AM,558.7,550.1,35.87,,,,,
364,01/20/22 01:30:00 AM,558.6,550.8,35.80,,,,,
365,01/20/22 02:00:00 AM,560.2,552.0,35.83,,,,,
366,01/20/22 02:30:00 AM,558.0,548.5,35.83,,,,,
367,01/20/22 03:00:00 AM,558.4,548.9,35.82,,,,,
368,01/20/22 03:30:00 AM,558.5,549.0,35.71,,,,,
369,01/20/22 04:00:00 AM,560.1,550.9,35.76,,,,,
370,01/20/22 04:30:00 AM,561.0,551.2,35.76,,,,,
371,01/20/22 05:00:00 AM,561.8,554.3,35.69,,,,,
372,01/20/22 05:30:00 AM,563.5,556.2,35.71,,,,,
373,01/20/22 06:00:00 AM,563.0,556.2,35.71,,,,,
374,01/20/22 06:30:00 AM,564.1,557.0,35.71,,,,,
375,01/20/22 07:00:00 AM,564.9,557.8,35.64,,,,,
376,01/20/22 07:30:00 AM,565.7,558.2,35.64,,,,,
377,01/20/22 08:00:00 AM,565.1,557.8,35.58,,,,,
378,01/20/22 08:30:00 AM,565.7,558.2,35.51,,,,,
379,01/20/22 09:00:00 AM,567.1,560.1,35.60,,,,,
380,01/20/22 09:30:00 AM,566.0,557.0,35.58,,,,,
381,01/20/22 10:00:00 AM,565.8,556.7,35.58,,,,,
382,01/20/22 10:30:00 AM,566.1,556.3,35.51,,,,,
383,01/20/22 11:00:00 AM,567.6,558.2,35.62,,,,,
384,01/20/22 11:30:00 AM,567.4,557.4,35.58,,,,,
385,01/20/22 12:00:00 PM,568.4,558.6,35.62,,,,,
386,01/20/22 12:30:00 PM,569.1,559.3,35.65,,,,,
387,01/20/22 01:00:00 PM,569.4,560.1,35.69,,,,,
388,01/20/22 01:30:00 PM,570.4,560.5,35.64,,,,,
389,01/20/22 02:00:00 PM,571.0,561.2,35.65,,,,,
390,01/20/22 02:30:00 PM,571.3,561.2,35.62,,,,,
391,01/20/22 03:00:00 PM,571.3,561.2,35.62,,,,,
392,01/20/22 03:30:00 PM,571.9,562.0,35.62,,,,,
393,01/20/22 04:00:00 PM,572.8,563.1,35.65,,,,,
394,01/20/22 04:30:00 PM,572.4,562.4,35.62,,,,,
395,01/20/22 05:00:00 PM,573.1,563.1,35.64,,,,,
396,01/20/22 05:30:00 PM,575.2,565.1,35.62,,,,,
397,01/20/22 06:00:00 PM,576.6,566.6,35.55,,,,,
398,01/20/22 06:30:00 PM,576.0,566.3,35.31,,,,,
399,01/20/22 07:00:00 PM,579.6,569.4,35.40,,,,,
400,01/20/22 07:30:00 PM,581.9,572.4,35.53,,,,,
401,01/20/22 08:00:00 PM,577.3,567.1,35.38,,,,,
402,01/20/22 08:30:00 PM,578.7,568.6,35.22,,,,,
403,01/20/22 09:00:00 PM,581.8,571.7,35.38,,,,,
404,01/20/22 09:30:00 PM,581.3,571.3,35.40,,,,,
