"Plot Title: UM-ARB_Winter22"
"#","Date Time, GMT-06:00","Low Range, μS/cm (LGR S/N: 20758340, SEN S/N: 20758340)","Full Range, μS/cm (LGR S/N: 20758340, SEN S/N: 20758340)","Temp, °F (LGR S/N: 20758340, SEN S/N: 20758340)","Coupler Detached (LGR S/N: 20758340)","Coupler Attached (LGR S/N: 20758340)","Host Connected (LGR S/N: 20758340)","Stopped (LGR S/N: 20758340)","End Of File (LGR S/N: 20758340)"
926,01/31/22 06:30:00 PM,587.1,578.2,35.26,,,,,
927,01/31/22 07:00:00 PM,586.5,578.2,35.17,,,,,
928,01/31/22 07:30:00 PM,588.8,580.5,35.33,,,,,
929,01/31/22 08:00:00 PM,589.1,580.5,35.37,,,,,
930,01/31/22 08:30:00 PM,588.2,579.4,35.28,,,,,
931,01/31/22 09:00:00 PM,590.7,581.6,35.49,,,,,
932,01/31/22 09:30:00 PM,587.4,578.6,35.17,,,,,
933,01/31/22 10:00:00 PM,586.8,577.9,35.13,,,,,
934,01/31/22 10:30:00 PM,587.0,578.2,35.20,,,,,
935,01/31/22 11:00:00 PM,586.4,577.5,35.19,,,,,
936,01/31/22 11:30:00 PM,587.1,579.0,35.26,,,,,
937,02/01/22 12:00:00 AM,586.7,577.8,35.26,,,,,
938,02/01/22 12:30:00 AM,586.2,577.5,35.19,,,,,
939,02/01/22 01:00:00 AM,586.8,578.2,35.17,,,,,
940,02/01/22 01:30:00 AM,586.3,577.5,35.19,,,,,
941,02/01/22 02:00:00 AM,588.1,579.8,35.22,,,,,
942,02/01/22 02:30:00 AM,586.5,579.0,35.17,,,,,
943,02/01/22 03:00:00 AM,582.9,574.5,34.86,,,,,
944,02/01/22 03:30:00 AM,585.5,577.2,34.99,,,,,
945,02/01/22 04:00:00 AM,586.5,578.3,34.95,,,,,
946,02/01/22 04:30:00 AM,587.3,578.7,34.90,,,,,
947,02/01/22 05:00:00 AM,587.8,579.1,34.92,,,,,
948,02/01/22 05:30:00 AM,587.8,579.1,34.90,,,,,
949,02/01/22 06:00:00 AM,586.8,578.7,34.90,,,,,
950,02/01/22 06:30:00 AM,587.0,578.3,34.95,,,,,
951,02/01/22 07:00:00 AM,588.6,579.8,35.01,,,,,
952,02/01/22 07:30:00 AM,586.6,578.3,35.08,,,,,
953,02/01/22 08:00:00 AM,587.1,578.6,35.17,,,,,
954,02/01/22 08:30:00 AM,586.4,578.2,35.22,,,,,
955,02/01/22 09:00:00 AM,586.6,577.8,35.28,,,,,
956,02/01/22 09:30:00 AM,585.5,577.1,35.22,,,,,
957,02/01/22 10:00:00 AM,585.7,577.1,35.28,,,,,
958,02/01/22 10:30:00 AM,586.5,578.2,35.38,,,,,
959,02/01/22 11:00:00 AM,587.3,578.5,35.44,,,,,
960,02/01/22 11:30:00 AM,587.9,579.7,35.49,,,,,
961,02/01/22 12:00:00 PM,586.9,578.2,35.42,,,,,
962,02/01/22 12:30:00 PM,588.2,578.9,35.53,,,,,
963,02/01/22 01:00:00 PM,588.9,580.4,35.62,,,,,
964,02/01/22 01:30:00 PM,590.0,581.1,35.65,,,,,
965,02/01/22 02:00:00 PM,589.2,579.6,35.58,,,,,
966,02/01/22 02:30:00 PM,590.7,581.9,35.65,,,,,
967,02/01/22 03:00:00 PM,592.1,583.0,35.74,,,,,
968,02/01/22 03:30:00 PM,590.7,581.5,35.64,,,,,
969,02/01/22 04:00:00 PM,596.3,587.6,35.96,,,,,
970,02/01/22 04:30:00 PM,600.2,591.7,36.27,,,,,
971,02/01/22 05:00:00 PM,603.4,595.1,36.39,,,,,
972,02/01/22 05:30:00 PM,606.2,597.4,36.34,,,,,
973,02/01/22 06:00:00 PM,613.7,604.9,36.79,,,,,
974,02/01/22 06:30:00 PM,617.0,607.6,36.91,,,,,
975,02/01/22 07:00:00 PM,611.2,602.0,36.45,,,,,
976,02/01/22 07:30:00 PM,614.0,605.8,36.54,,,,,
977,02/01/22 08:00:00 PM,614.2,605.7,35.71,,,,,
978,02/01/22 08:30:00 PM,612.8,603.5,35.42,,,,,
979,02/01/22 09:00:00 PM,611.3,601.6,35.42,,,,,
980,02/01/22 09:30:00 PM,606.9,597.3,35.58,,,,,
981,02/01/22 10:00:00 PM,607.7,598.4,35.53,,,,,
982,02/01/22 10:30:00 PM,606.6,598.1,35.42,,,,,
983,02/01/22 11:00:00 PM,605.8,596.6,35.37,,,,,
984,02/01/22 11:30:00 PM,604.5,595.4,35.38,,,,,
985,02/02/22 12:00:00 AM,607.5,598.1,35.47,,,,,
986,02/02/22 12:30:00 AM,605.6,595.7,35.71,,,,,
987,02/02/22 01:00:00 AM,607.5,597.6,35.74,,,,,
988,02/02/22 01:30:00 AM,605.2,596.1,35.76,,,,,
989,02/02/22 02:00:00 AM,604.8,595.3,35.82,,,,,
990,02/02/22 02:30:00 AM,610.7,601.4,35.91,,,,,
991,02/02/22 03:00:00 AM,607.9,598.7,35.87,,,,,
992,02/02/22 03:30:00 AM,608.2,598.8,35.71,,,,,
993,02/02/22 04:00:00 AM,607.4,598.1,35.55,,,,,
994,02/02/22 04:30:00 AM,608.5,599.2,35.62,,,,,
995,02/02/22 05:00:00 AM,605.1,596.5,35.51,,,,,
996,02/02/22 05:30:00 AM,608.2,598.8,35.58,,,,,
997,02/02/22 06:00:00 AM,614.5,604.6,35.60,,,,,
998,02/02/22 06:30:00 AM,606.7,597.3,35.62,,,,,
999,02/02/22 07:00:00 AM,615.5,605.7,35.60,,,,,
1000,02/02/22 07:30:00 AM,613.5,603.8,35.60,,,,,
1001,02/02/22 08:00:00 AM,610.1,600.3,35.60,,,,,
1002,02/02/22 08:30:00 AM,608.9,598.8,35.53,,,,,
1003,02/02/22 09:00:00 AM,615.7,605.3,35.60,,,,,
1004,02/02/22 09:30:00 AM,604.5,594.6,35.58,,,,,
1005,02/02/22 10:00:00 AM,600.7,591.1,35.64,,,,,
1006,02/02/22 10:30:00 AM,616.7,607.3,35.58,,,,,
1007,02/02/22 11:00:00 AM,609.3,601.1,35.65,,,,,
1008,02/02/22 11:30:00 AM,613.7,604.2,35.64,,,,,
1009,02/02/22 12:00:00 PM,616.4,607.2,35.64,,,,,
1010,02/02/22 12:30:00 PM,615.6,606.5,35.62,,,,,
1011,02/02/22 01:00:00 PM,617.0,607.6,35.60,,,,,
1012,02/02/22 01:30:00 PM,618.0,609.1,35.71,,,,,
1013,02/02/22 02:00:00 PM,618.2,608.8,35.65,,,,,
1014,02/02/22 02:30:00 PM,617.1,607.7,35.53,,,,,
1015,02/02/22 03:00:00 PM,623.3,613.8,35.49,,,,,
1016,02/02/22 03:30:00 PM,619.2,609.6,35.62,,,,,
1017,02/02/22 04:00:00 PM,614.8,605.7,35.62,,,,,
1018,02/02/22 04:30:00 PM,612.1,602.7,35.58,,,,,
1019,02/02/22 05:00:00 PM,616.0,606.1,35.62,,,,,
1020,02/02/22 05:30:00 PM,616.4,607.6,35.58,,,,,
1021,02/02/22 06:00:00 PM,615.2,605.4,35.40,,,,,
1022,02/02/22 06:30:00 PM,616.8,606.9,35.42,,,,,
1023,02/02/22 07:00:00 PM,619.7,609.6,35.37,,,,,
1024,02/02/22 07:30:00 PM,620.7,611.6,35.31,,,,,
1025,02/02/22 08:00:00 PM,627.8,618.2,35.11,,,,,
1026,02/02/22 08:30:00 PM,623.4,613.9,35.22,,,,,
1027,02/02/22 09:00:00 PM,626.4,616.7,34.88,,,,,
1028,02/02/22 09:30:00 PM,633.1,623.6,34.95,,,,,
1029,02/02/22 10:00:00 PM,626.5,617.1,35.06,,,,,
1030,02/02/22 10:30:00 PM,624.4,615.2,34.95,,,,,
1031,02/02/22 11:00:00 PM,626.1,616.3,34.95,,,,,
1032,02/02/22 11:30:00 PM,624.2,615.6,34.95,,,,,
1033,02/03/22 12:00:00 AM,624.7,615.5,35.06,,,,,
1034,02/03/22 12:30:00 AM,624.6,615.1,35.02,,,,,
1035,02/03/22 01:00:00 AM,623.8,614.4,34.99,,,,,
1036,02/03/22 01:30:00 AM,617.7,607.8,35.01,,,,,
1037,02/03/22 02:00:00 AM,622.9,614.0,34.97,,,,,
1038,02/03/22 02:30:00 AM,624.8,615.9,35.02,,,,,
1039,02/03/22 03:00:00 AM,623.8,614.8,34.97,,,,,
1040,02/03/22 03:30:00 AM,625.6,615.9,35.01,,,,,
1041,02/03/22 04:00:00 AM,625.1,615.9,35.08,,,,,
1042,02/03/22 04:30:00 AM,624.5,616.6,35.17,,,,,
1043,02/03/22 05:00:00 AM,623.9,614.7,35.17,,,,,
1044,02/03/22 05:30:00 AM,620.4,610.9,35.11,,,,,
1045,02/03/22 06:00:00 AM,621.4,611.7,35.06,,,,,
1046,02/03/22 06:30:00 AM,623.8,614.4,34.99,,,,,
1047,02/03/22 07:00:00 AM,626.2,616.7,34.99,,,,,
1048,02/03/22 07:30:00 AM,619.7,610.1,35.10,,,,,
1049,02/03/22 08:00:00 AM,621.0,610.9,35.06,,,,,
1050,02/03/22 08:30:00 AM,617.0,607.4,35.10,,,,,
1051,02/03/22 09:00:00 AM,619.0,609.0,35.11,,,,,
1052,02/03/22 09:30:00 AM,618.9,609.0,35.06,,,,,
1053,02/03/22 10:00:00 AM,620.1,610.5,35.26,,,,,
1054,02/03/22 10:30:00 AM,620.4,610.5,35.20,,,,,
1055,02/03/22 11:00:00 AM,620.1,610.9,35.19,,,,,
1056,02/03/22 11:30:00 AM,620.2,610.8,35.29,,,,,
1057,02/03/22 12:00:00 PM,620.4,610.9,35.20,,,,,
1058,02/03/22 12:30:00 PM,622.4,612.3,35.37,,,,,
1059,02/03/22 01:00:00 PM,622.2,612.7,35.37,,,,,
1060,02/03/22 01:30:00 PM,622.6,612.8,35.22,,,,,
1061,02/03/22 02:00:00 PM,636.4,626.6,35.19,,,,,
1062,02/03/22 02:30:00 PM,639.2,629.7,35.17,,,,,
1063,02/03/22 03:00:00 PM,639.3,630.5,35.02,,,,,
1064,02/03/22 03:30:00 PM,646.8,637.4,35.17,,,,,
1065,02/03/22 04:00:00 PM,650.9,642.1,35.08,,,,,
1066,02/03/22 04:30:00 PM,657.4,648.1,35.28,,,,,
1067,02/03/22 05:00:00 PM,657.1,647.0,35.31,,,,,
1068,02/03/22 05:30:00 PM,668.8,658.6,35.13,,,,,
1069,02/03/22 06:00:00 PM,666.8,657.1,35.13,,,,,
1070,02/03/22 06:30:00 PM,666.9,656.7,35.11,,,,,
1071,02/03/22 07:00:00 PM,672.6,662.9,34.95,,,,,
1072,02/03/22 07:30:00 PM,673.5,663.6,35.13,,,,,
1073,02/03/22 08:00:00 PM,671.8,661.7,35.17,,,,,
1074,02/03/22 08:30:00 PM,677.0,667.4,35.31,,,,,
1075,02/03/22 09:00:00 PM,675.6,665.0,35.40,,,,,
1076,02/03/22 09:30:00 PM,678.1,667.4,35.29,,,,,
1077,02/03/22 10:00:00 PM,676.8,666.7,35.20,,,,,
1078,02/03/22 10:30:00 PM,680.8,670.1,35.29,,,,,
1079,02/03/22 11:00:00 PM,673.4,663.2,35.20,,,,,
1080,02/03/22 11:30:00 PM,678.3,668.2,35.19,,,,,
1081,02/04/22 12:00:00 AM,674.1,663.6,35.08,,,,,
1082,02/04/22 12:30:00 AM,668.7,658.1,35.31,,,,,
1083,02/04/22 01:00:00 AM,659.7,649.6,35.42,,,,,
1084,02/04/22 01:30:00 AM,664.1,653.5,35.37,,,,,
1085,02/04/22 02:00:00 AM,659.3,649.3,35.38,,,,,
1086,02/04/22 02:30:00 AM,660.7,650.8,35.37,,,,,
1087,02/04/22 03:00:00 AM,659.6,649.2,35.40,,,,,
1088,02/04/22 03:30:00 AM,661.2,651.1,35.47,,,,,
1089,02/04/22 04:00:00 AM,665.4,655.5,35.29,,,,,
1090,02/04/22 04:30:00 AM,666.1,656.2,35.22,,,,,
1091,02/04/22 05:00:00 AM,665.9,655.5,35.20,,,,,
1092,02/04/22 05:30:00 AM,663.2,652.8,35.19,,,,,
1093,02/04/22 06:00:00 AM,661.5,650.8,35.28,,,,,
1094,02/04/22 06:30:00 AM,656.5,646.2,35.37,,,,,
1095,02/04/22 07:00:00 AM,656.9,646.7,35.06,,,,,
1096,02/04/22 07:30:00 AM,664.9,654.0,34.97,,,,,
1097,02/04/22 08:00:00 AM,667.6,657.5,34.88,,,,,
1098,02/04/22 08:30:00 AM,664.8,653.7,34.74,,,,,
1099,02/04/22 09:00:00 AM,671.7,661.3,35.02,,,,,
1100,02/04/22 09:30:00 AM,669.8,659.1,34.86,,,,,
1101,02/04/22 10:00:00 AM,670.1,659.4,35.10,,,,,
1102,02/04/22 10:30:00 AM,659.6,649.3,35.38,,,,,
1103,02/04/22 11:00:00 AM,659.3,648.8,35.47,,,,,
1104,02/04/22 11:30:00 AM,657.9,647.3,35.44,,,,,
1105,02/04/22 12:00:00 PM,659.0,648.6,35.20,,,,,
1106,02/04/22 12:30:00 PM,663.0,652.7,35.40,,,,,
1107,02/04/22 01:00:00 PM,677.8,667.1,35.19,,,,,
1108,02/04/22 01:30:00 PM,674.6,664.0,35.02,,,,,
1109,02/04/22 02:00:00 PM,675.6,665.1,35.19,,,,,
1110,02/04/22 02:30:00 PM,685.9,674.5,34.88,,,,,
1111,02/04/22 03:00:00 PM,689.4,678.3,34.99,,,,,
1112,02/04/22 03:30:00 PM,695.6,684.0,35.17,,,,,
1113,02/04/22 04:00:00 PM,702.1,690.5,35.31,,,,,
1114,02/04/22 04:30:00 PM,701.0,689.9,35.11,,,,,
1115,02/04/22 05:00:00 PM,708.8,697.2,35.02,,,,,
1116,02/04/22 05:30:00 PM,713.7,701.9,35.01,,,,,
1117,02/04/22 06:00:00 PM,709.0,696.9,34.92,,,,,
1118,02/04/22 06:30:00 PM,697.1,685.8,34.75,,,,,
1119,02/04/22 07:00:00 PM,695.1,683.4,34.75,,,,,
1120,02/04/22 07:30:00 PM,698.4,686.5,34.70,,,,,
1121,02/04/22 08:00:00 PM,692.2,680.8,34.65,,,,,
1122,02/04/22 08:30:00 PM,693.2,681.2,34.65,,,,,
1123,02/04/22 09:00:00 PM,703.3,691.6,34.66,,,,,
1124,02/04/22 09:30:00 PM,705.3,693.5,34.59,,,,,
1125,02/04/22 10:00:00 PM,697.1,685.4,34.63,,,,,
1126,02/04/22 10:30:00 PM,694.9,682.6,34.79,,,,,
1127,02/04/22 11:00:00 PM,697.3,685.7,34.88,,,,,
1128,02/04/22 11:30:00 PM,696.4,684.1,34.90,,,,,
1129,02/05/22 12:00:00 AM,693.9,683.0,34.95,,,,,
1130,02/05/22 12:30:00 AM,695.7,684.1,34.92,,,,,
1131,02/05/22 01:00:00 AM,692.8,681.9,34.65,,,,,
1132,02/05/22 01:30:00 AM,693.5,681.9,34.65,,,,,
1133,02/05/22 02:00:00 AM,692.1,680.8,34.63,,,,,
1134,02/05/22 02:30:00 AM,691.5,680.5,34.48,,,,,
1135,02/05/22 03:00:00 AM,693.0,681.6,34.48,,,,,
1136,02/05/22 03:30:00 AM,691.6,680.4,34.65,,,,,
1137,02/05/22 04:00:00 AM,692.1,680.8,34.66,,,,,
1138,02/05/22 04:30:00 AM,691.9,680.8,34.70,,,,,
1139,02/05/22 05:00:00 AM,690.7,679.6,34.75,,,,,
1140,02/05/22 05:30:00 AM,692.5,681.1,34.86,,,,,
1141,02/05/22 06:00:00 AM,692.7,681.5,34.86,,,,,
1142,02/05/22 06:30:00 AM,693.1,681.8,34.88,,,,,
1143,02/05/22 07:00:00 AM,694.1,682.6,34.88,,,,,
1144,02/05/22 07:30:00 AM,694.2,682.6,34.92,,,,,
1145,02/05/22 08:00:00 AM,692.6,681.4,34.95,,,,,
1146,02/05/22 08:30:00 AM,691.5,680.2,35.01,,,,,
1147,02/05/22 09:00:00 AM,691.1,679.8,35.11,,,,,
1148,02/05/22 09:30:00 AM,694.9,683.3,34.99,,,,,
1149,02/05/22 10:00:00 AM,693.1,681.5,34.70,,,,,
1150,02/05/22 10:30:00 AM,695.8,686.2,34.70,,,,,
1151,02/05/22 11:00:00 AM,700.4,690.1,34.39,,,,,
1152,02/05/22 11:30:00 AM,699.2,688.6,34.34,,,,,
1153,02/05/22 12:00:00 PM,702.3,690.9,34.32,,,,,
1154,02/05/22 12:30:00 PM,703.9,692.0,34.70,,,,,
1155,02/05/22 01:00:00 PM,701.1,689.6,34.79,,,,,
1156,02/05/22 01:30:00 PM,698.7,687.4,34.47,,,,,
1157,02/05/22 02:00:00 PM,705.9,694.3,34.59,,,,,
1158,02/05/22 02:30:00 PM,703.7,692.0,34.65,,,,,
1159,02/05/22 03:00:00 PM,707.4,696.2,34.65,,,,,
1160,02/05/22 03:30:00 PM,708.6,697.0,34.75,,,,,
1161,02/05/22 04:00:00 PM,714.3,702.8,34.56,,,,,
1162,02/05/22 04:30:00 PM,714.8,703.3,34.29,,,,,
1163,02/05/22 05:00:00 PM,710.3,698.2,34.43,,,,,
1164,02/05/22 05:30:00 PM,710.9,699.1,34.34,,,,,
1165,02/05/22 06:00:00 PM,718.0,706.4,34.34,,,,,
1166,02/05/22 06:30:00 PM,715.7,704.5,34.32,,,,,
1167,02/05/22 07:00:00 PM,722.1,710.3,34.18,,,,,
1168,02/05/22 07:30:00 PM,724.8,712.7,34.07,,,,,
1169,02/05/22 08:00:00 PM,721.2,709.6,34.11,,,,,
1170,02/05/22 08:30:00 PM,718.3,706.5,34.16,,,,,
1171,02/05/22 09:00:00 PM,717.7,705.7,34.23,,,,,
1172,02/05/22 09:30:00 PM,715.0,703.3,34.32,,,,,
1173,02/05/22 10:00:00 PM,715.3,703.3,34.36,,,,,
1174,02/05/22 10:30:00 PM,715.2,703.3,34.38,,,,,
1175,02/05/22 11:00:00 PM,715.8,704.1,34.39,,,,,
1176,02/05/22 11:30:00 PM,714.1,701.8,34.34,,,,,
1177,02/06/22 12:00:00 AM,716.9,704.5,34.32,,,,,
1178,02/06/22 12:30:00 AM,717.1,705.4,34.07,,,,,
1179,02/06/22 01:00:00 AM,715.9,703.8,33.96,,,,,
1180,02/06/22 01:30:00 AM,715.4,703.4,34.07,,,,,
1181,02/06/22 02:00:00 AM,718.0,706.5,34.07,,,,,
1182,02/06/22 02:30:00 AM,715.3,703.4,34.05,,,,,
1183,02/06/22 03:00:00 AM,716.7,704.9,34.12,,,,,
1184,02/06/22 03:30:00 AM,720.0,707.7,33.96,,,,,
1185,02/06/22 04:00:00 AM,717.1,705.0,34.03,,,,,
1186,02/06/22 04:30:00 AM,719.0,706.9,34.03,,,,,
1187,02/06/22 05:00:00 AM,719.4,707.7,34.12,,,,,
1188,02/06/22 05:30:00 AM,714.3,702.2,34.12,,,,,
1189,02/06/22 06:00:00 AM,713.9,702.2,34.18,,,,,
1190,02/06/22 06:30:00 AM,715.6,703.4,34.11,,,,,
1191,02/06/22 07:00:00 AM,718.1,706.1,34.11,,,,,
1192,02/06/22 07:30:00 AM,718.7,706.9,34.03,,,,,
1193,02/06/22 08:00:00 AM,720.3,708.1,34.02,,,,,
1194,02/06/22 08:30:00 AM,722.9,710.8,34.05,,,,,
1195,02/06/22 09:00:00 AM,715.6,703.3,34.34,,,,,
1196,02/06/22 09:30:00 AM,716.0,704.5,34.25,,,,,
1197,02/06/22 10:00:00 AM,721.3,709.4,34.47,,,,,
1198,02/06/22 10:30:00 AM,718.3,706.4,34.43,,,,,
1199,02/06/22 11:00:00 AM,715.1,703.3,34.34,,,,,
1200,02/06/22 11:30:00 AM,716.9,704.9,34.16,,,,,
1201,02/06/22 12:00:00 PM,720.3,708.4,34.14,,,,,
1202,02/06/22 12:30:00 PM,720.9,708.9,34.02,,,,,
1203,02/06/22 01:00:00 PM,724.0,711.9,34.03,,,,,
1204,02/06/22 01:30:00 PM,723.6,711.6,34.03,,,,,
1205,02/06/22 02:00:00 PM,724.0,711.9,34.16,,,,,
1206,02/06/22 02:30:00 PM,723.7,711.9,34.21,,,,,
1207,02/06/22 03:00:00 PM,723.2,711.5,34.25,,,,,
1208,02/06/22 03:30:00 PM,723.8,711.8,34.27,,,,,
1209,02/06/22 04:00:00 PM,725.0,713.0,34.34,,,,,
1210,02/06/22 04:30:00 PM,726.0,713.8,34.34,,,,,
1211,02/06/22 05:00:00 PM,723.6,711.5,34.18,,,,,
1212,02/06/22 05:30:00 PM,724.5,712.6,34.27,,,,,
1213,02/06/22 06:00:00 PM,723.5,711.5,34.23,,,,,
1214,02/06/22 06:30:00 PM,722.7,710.7,34.23,,,,,
1215,02/06/22 07:00:00 PM,721.8,709.9,34.21,,,,,
1216,02/06/22 07:30:00 PM,722.0,709.6,34.16,,,,,
1217,02/06/22 08:00:00 PM,716.9,705.4,33.94,,,,,
1218,02/06/22 08:30:00 PM,724.5,712.7,34.07,,,,,
1219,02/06/22 09:00:00 PM,721.8,709.8,34.45,,,,,
1220,02/06/22 09:30:00 PM,723.6,711.5,34.16,,,,,
1221,02/06/22 10:00:00 PM,720.3,708.5,34.05,,,,,
1222,02/06/22 10:30:00 PM,725.2,713.2,33.91,,,,,
1223,02/06/22 11:00:00 PM,724.8,713.2,33.91,,,,,
1224,02/06/22 11:30:00 PM,721.3,709.6,34.00,,,,,
1225,02/07/22 12:00:00 AM,723.1,711.2,33.96,,,,,
1226,02/07/22 12:30:00 AM,721.7,709.6,34.07,,,,,
1227,02/07/22 01:00:00 AM,722.5,710.7,34.23,,,,,
1228,02/07/22 01:30:00 AM,721.8,710.0,34.14,,,,,
1229,02/07/22 02:00:00 AM,722.9,710.7,34.21,,,,,
1230,02/07/22 02:30:00 AM,723.7,711.9,34.23,,,,,
1231,02/07/22 03:00:00 AM,723.7,711.9,34.23,,,,,
1232,02/07/22 03:30:00 AM,723.7,711.9,34.18,,,,,
1233,02/07/22 04:00:00 AM,723.7,711.9,34.18,,,,,
1234,02/07/22 04:30:00 AM,724.1,711.8,34.27,,,,,
1235,02/07/22 05:00:00 AM,722.4,710.3,34.18,,,,,
1236,02/07/22 05:30:00 AM,724.4,712.6,34.25,,,,,
1237,02/07/22 06:00:00 AM,725.0,713.0,34.25,,,,,
1238,02/07/22 06:30:00 AM,724.7,713.0,34.21,,,,,
1239,02/07/22 07:00:00 AM,724.2,712.6,34.23,,,,,
1240,02/07/22 07:30:00 AM,724.2,712.3,34.23,,,,,
1241,02/07/22 08:00:00 AM,725.1,713.4,34.29,,,,,
1242,02/07/22 08:30:00 AM,723.5,711.4,34.32,,,,,
1243,02/07/22 09:00:00 AM,720.8,709.1,34.39,,,,,
1244,02/07/22 09:30:00 AM,723.2,711.3,34.63,,,,,
1245,02/07/22 10:00:00 AM,723.3,712.0,34.75,,,,,
1246,02/07/22 10:30:00 AM,720.1,708.5,34.81,,,,,
1247,02/07/22 11:00:00 AM,724.1,712.5,34.66,,,,,
1248,02/07/22 11:30:00 AM,725.3,713.6,34.79,,,,,
1249,02/07/22 12:00:00 PM,724.7,712.8,34.86,,,,,
1250,02/07/22 12:30:00 PM,720.6,709.0,34.56,,,,,
1251,02/07/22 01:00:00 PM,724.2,716.3,34.74,,,,,
1252,02/07/22 01:30:00 PM,718.3,710.2,34.57,,,,,
1253,02/07/22 02:00:00 PM,720.1,712.0,34.74,,,,,
1254,02/07/22 02:30:00 PM,719.2,711.3,34.59,,,,,
1255,02/07/22 03:00:00 PM,727.7,716.0,34.54,,,,,
1256,02/07/22 03:30:00 PM,728.5,716.7,34.59,,,,,
1257,02/07/22 04:00:00 PM,729.0,717.5,34.68,,,,,
1258,02/07/22 04:30:00 PM,725.7,714.0,34.75,,,,,
1259,02/07/22 05:00:00 PM,724.8,713.6,34.77,,,,,
1260,02/07/22 05:30:00 PM,722.8,712.0,34.84,,,,,
1261,02/07/22 06:00:00 PM,723.1,711.2,34.90,,,,,
1262,02/07/22 06:30:00 PM,722.6,711.2,34.92,,,,,
1263,02/07/22 07:00:00 PM,722.9,711.6,34.84,,,,,
1264,02/07/22 07:30:00 PM,724.3,712.4,34.86,,,,,
1265,02/07/22 08:00:00 PM,724.4,712.8,34.81,,,,,
1266,02/07/22 08:30:00 PM,723.0,711.3,34.74,,,,,
1267,02/07/22 09:00:00 PM,720.5,708.8,35.10,,,,,
1268,02/07/22 09:30:00 PM,719.6,708.1,34.86,,,,,
1269,02/07/22 10:00:00 PM,719.8,708.3,34.56,,,,,
1270,02/07/22 10:30:00 PM,724.7,712.9,34.43,,,,,
1271,02/07/22 11:00:00 PM,727.5,716.0,34.52,,,,,
1272,02/07/22 11:30:00 PM,727.8,716.4,34.57,,,,,
1273,02/08/22 12:00:00 AM,726.4,714.4,34.74,,,,,
1274,02/08/22 12:30:00 AM,724.4,712.8,34.84,,,,,
1275,02/08/22 01:00:00 AM,724.7,713.2,34.86,,,,,
1276,02/08/22 01:30:00 AM,726.3,714.4,34.66,,,,,
1277,02/08/22 02:00:00 AM,729.4,717.9,34.70,,,,,
1278,02/08/22 02:30:00 AM,728.1,716.7,34.68,,,,,
1279,02/08/22 03:00:00 AM,727.6,715.9,34.66,,,,,
1280,02/08/22 03:30:00 AM,729.7,717.9,34.66,,,,,
1281,02/08/22 04:00:00 AM,728.4,716.8,34.52,,,,,
1282,02/08/22 04:30:00 AM,728.4,716.8,34.38,,,,,
1283,02/08/22 05:00:00 AM,731.5,719.9,34.56,,,,,
1284,02/08/22 05:30:00 AM,730.5,719.1,34.54,,,,,
1285,02/08/22 06:00:00 AM,730.4,718.7,34.54,,,,,
1286,02/08/22 06:30:00 AM,730.6,718.7,34.56,,,,,
1287,02/08/22 07:00:00 AM,731.5,719.8,34.66,,,,,
1288,02/08/22 07:30:00 AM,730.9,719.0,34.75,,,,,
1289,02/08/22 08:00:00 AM,734.0,722.1,34.70,,,,,
1290,02/08/22 08:30:00 AM,733.4,722.1,34.74,,,,,
1291,02/08/22 09:00:00 AM,733.2,721.8,34.52,,,,,
1292,02/08/22 09:30:00 AM,735.2,723.3,34.70,,,,,
1293,02/08/22 10:00:00 AM,732.1,720.2,34.56,,,,,
1294,02/08/22 10:30:00 AM,732.2,720.2,34.66,,,,,
1295,02/08/22 11:00:00 AM,732.3,720.6,34.70,,,,,
1296,02/08/22 11:30:00 AM,732.6,721.0,34.59,,,,,
1297,02/08/22 12:00:00 PM,736.0,724.1,34.59,,,,,
1298,02/08/22 12:30:00 PM,734.4,722.3,34.38,,,,,
1299,02/08/22 01:00:00 PM,737.1,724.5,34.66,,,,,
1300,02/08/22 01:30:00 PM,737.5,725.3,34.47,,,,,
1301,02/08/22 02:00:00 PM,739.0,726.5,34.45,,,,,
1302,02/08/22 02:30:00 PM,739.4,726.9,34.27,,,,,
1303,02/08/22 03:00:00 PM,741.1,728.5,34.36,,,,,
1304,02/08/22 03:30:00 PM,740.9,728.4,34.47,,,,,
1305,02/08/22 04:00:00 PM,739.6,726.9,34.36,,,,,
1306,02/08/22 04:30:00 PM,742.3,730.0,34.39,,,,,
1307,02/08/22 05:00:00 PM,744.5,731.9,34.39,,,,,
1308,02/08/22 05:30:00 PM,743.8,731.2,34.39,,,,,
1309,02/08/22 06:00:00 PM,744.0,731.5,34.39,,,,,
1310,02/08/22 06:30:00 PM,743.2,730.8,34.39,,,,,
1311,02/08/22 07:00:00 PM,742.4,730.0,34.32,,,,,
1312,02/08/22 07:30:00 PM,744.7,732.3,34.36,,,,,
1313,02/08/22 08:00:00 PM,744.2,731.6,34.21,,,,,
1314,02/08/22 08:30:00 PM,745.9,733.5,34.29,,,,,
1315,02/08/22 09:00:00 PM,740.9,728.5,34.29,,,,,
1316,02/08/22 09:30:00 PM,740.6,728.1,34.18,,,,,
1317,02/08/22 10:00:00 PM,740.2,727.8,34.05,,,,,
1318,02/08/22 10:30:00 PM,742.9,730.6,33.96,,,,,
1319,02/08/22 11:00:00 PM,746.0,733.6,34.11,,,,,
1320,02/08/22 11:30:00 PM,745.1,732.5,33.96,,,,,
