"Plot Title: UM-ARB_Winter22"
"#","Date Time, GMT-06:00","Abs Pres, psi (LGR S/N: 21230008, SEN S/N: 21230008)","Temp, °F (LGR S/N: 21230008, SEN S/N: 21230008)","Coupler Detached (LGR S/N: 21230008)","Coupler Attached (LGR S/N: 21230008)","Host Connected (LGR S/N: 21230008)","Stopped (LGR S/N: 21230008)","End Of File (LGR S/N: 21230008)"
1801,02/19/22 12:00:00 AM,14.9849,34.981,,,,,
1802,02/19/22 12:30:00 AM,14.9915,35.175,,,,,
1803,02/19/22 01:00:00 AM,15.0050,35.564,,,,,
1804,02/19/22 01:30:00 AM,15.0165,35.758,,,,,
1805,02/19/22 02:00:00 AM,15.0285,35.758,,,,,
1806,02/19/22 02:30:00 AM,15.0453,35.758,,,,,
1807,02/19/22 03:00:00 AM,15.0598,35.758,,,,,
1808,02/19/22 03:30:00 AM,15.0719,35.758,,,,,
1809,02/19/22 04:00:00 AM,15.0820,35.564,,,,,
1810,02/19/22 04:30:00 AM,15.0965,35.564,,,,,
1811,02/19/22 05:00:00 AM,15.1067,35.370,,,,,
1812,02/19/22 05:30:00 AM,15.1164,35.370,,,,,
1813,02/19/22 06:00:00 AM,15.1285,35.370,,,,,
1814,02/19/22 06:30:00 AM,15.1386,35.175,,,,,
1815,02/19/22 07:00:00 AM,15.1459,35.175,,,,,
1816,02/19/22 07:30:00 AM,15.1579,35.175,,,,,
1817,02/19/22 08:00:00 AM,15.1675,35.175,,,,,
1818,02/19/22 08:30:00 AM,15.1704,34.981,,,,,
1819,02/19/22 09:00:00 AM,15.1728,34.981,,,,,
1820,02/19/22 09:30:00 AM,15.1820,35.175,,,,,
1821,02/19/22 10:00:00 AM,15.1795,35.175,,,,,
1822,02/19/22 10:30:00 AM,15.1795,35.175,,,,,
1823,02/19/22 11:00:00 AM,15.1892,35.175,,,,,
1824,02/19/22 11:30:00 AM,15.1917,35.175,,,,,
1825,02/19/22 12:00:00 PM,15.1795,35.175,,,,,
1826,02/19/22 12:30:00 PM,15.1743,35.370,,,,,
1827,02/19/22 01:00:00 PM,15.1670,35.370,,,,,
1828,02/19/22 01:30:00 PM,15.1573,35.370,,,,,
1829,02/19/22 02:00:00 PM,15.1531,35.175,,,,,
1830,02/19/22 02:30:00 PM,15.1482,35.175,,,,,
1831,02/19/22 03:00:00 PM,15.1409,35.175,,,,,
1832,02/19/22 03:30:00 PM,15.1314,35.175,,,,,
1833,02/19/22 04:00:00 PM,15.1266,35.175,,,,,
1834,02/19/22 04:30:00 PM,15.1187,35.370,,,,,
1835,02/19/22 05:00:00 PM,15.1115,35.370,,,,,
1836,02/19/22 05:30:00 PM,15.1044,35.370,,,,,
1837,02/19/22 06:00:00 PM,15.0994,35.370,,,,,
1838,02/19/22 06:30:00 PM,15.0976,35.175,,,,,
1839,02/19/22 07:00:00 PM,15.0861,34.981,,,,,
1840,02/19/22 07:30:00 PM,15.0745,34.786,,,,,
1841,02/19/22 08:00:00 PM,15.0606,34.590,,,,,
1842,02/19/22 08:30:00 PM,15.0533,34.590,,,,,
1843,02/19/22 09:00:00 PM,15.0436,34.590,,,,,
1844,02/19/22 09:30:00 PM,15.0316,34.590,,,,,
1845,02/19/22 10:00:00 PM,15.0316,34.590,,,,,
1846,02/19/22 10:30:00 PM,15.0172,34.590,,,,,
1847,02/19/22 11:00:00 PM,15.0147,34.590,,,,,
1848,02/19/22 11:30:00 PM,15.0046,34.786,,,,,
1849,02/20/22 12:00:00 AM,14.9897,34.981,,,,,
1850,02/20/22 12:30:00 AM,14.9770,35.175,,,,,
1851,02/20/22 01:00:00 AM,14.9722,35.175,,,,,
1852,02/20/22 01:30:00 AM,14.9650,35.175,,,,,
1853,02/20/22 02:00:00 AM,14.9559,34.981,,,,,
1854,02/20/22 02:30:00 AM,14.9438,34.981,,,,,
1855,02/20/22 03:00:00 AM,14.9324,34.786,,,,,
1856,02/20/22 03:30:00 AM,14.9155,34.786,,,,,
1857,02/20/22 04:00:00 AM,14.9077,34.981,,,,,
1858,02/20/22 04:30:00 AM,14.8933,34.981,,,,,
1859,02/20/22 05:00:00 AM,14.8861,34.981,,,,,
1860,02/20/22 05:30:00 AM,14.8788,34.981,,,,,
1861,02/20/22 06:00:00 AM,14.8693,34.981,,,,,
1862,02/20/22 06:30:00 AM,14.8614,35.175,,,,,
1863,02/20/22 07:00:00 AM,14.8542,35.175,,,,,
1864,02/20/22 07:30:00 AM,14.8500,34.981,,,,,
1865,02/20/22 08:00:00 AM,14.8523,34.981,,,,,
1866,02/20/22 08:30:00 AM,14.8500,34.981,,,,,
1867,02/20/22 09:00:00 AM,14.8432,34.786,,,,,
1868,02/20/22 09:30:00 AM,14.8346,34.394,,,,,
1869,02/20/22 10:00:00 AM,14.8226,34.394,,,,,
1870,02/20/22 10:30:00 AM,14.8231,34.198,,,,,
1871,02/20/22 11:00:00 AM,14.8255,34.198,,,,,
1872,02/20/22 11:30:00 AM,14.8260,34.002,,,,,
1873,02/20/22 12:00:00 PM,14.8188,34.002,,,,,
1874,02/20/22 12:30:00 PM,14.8211,34.002,,,,,
1875,02/20/22 01:00:00 PM,14.8381,34.002,,,,,
1876,02/20/22 01:30:00 PM,14.8495,34.198,,,,,
1877,02/20/22 02:00:00 PM,14.8423,34.198,,,,,
1878,02/20/22 02:30:00 PM,14.8278,35.175,,,,,
1879,02/20/22 03:00:00 PM,14.8205,35.175,,,,,
1880,02/20/22 03:30:00 PM,14.8187,34.981,,,,,
1881,02/20/22 04:00:00 PM,14.8189,35.758,,,,,
1882,02/20/22 04:30:00 PM,14.8259,34.981,,,,,
1883,02/20/22 05:00:00 PM,14.8330,34.981,,,,,
1884,02/20/22 05:30:00 PM,14.8437,34.590,,,,,
1885,02/20/22 06:00:00 PM,14.8510,34.590,,,,,
1886,02/20/22 06:30:00 PM,14.8630,34.590,,,,,
1887,02/20/22 07:00:00 PM,14.8726,34.590,,,,,
1888,02/20/22 07:30:00 PM,14.8799,34.590,,,,,
1889,02/20/22 08:00:00 PM,14.8884,34.981,,,,,
1890,02/20/22 08:30:00 PM,14.8928,35.175,,,,,
1891,02/20/22 09:00:00 PM,14.9019,35.370,,,,,
1892,02/20/22 09:30:00 PM,14.9092,35.370,,,,,
1893,02/20/22 10:00:00 PM,14.9168,35.175,,,,,
1894,02/20/22 10:30:00 PM,14.9241,35.175,,,,,
1895,02/20/22 11:00:00 PM,14.9318,34.981,,,,,
1896,02/20/22 11:30:00 PM,14.9371,34.786,,,,,
1897,02/21/22 12:00:00 AM,14.9377,34.590,,,,,
1898,02/21/22 12:30:00 AM,14.9425,34.590,,,,,
1899,02/21/22 01:00:00 AM,14.9492,34.786,,,,,
1900,02/21/22 01:30:00 AM,14.9487,34.981,,,,,
1901,02/21/22 02:00:00 AM,14.9554,35.175,,,,,
1902,02/21/22 02:30:00 AM,14.9579,35.175,,,,,
1903,02/21/22 03:00:00 AM,14.9579,35.175,,,,,
1904,02/21/22 03:30:00 AM,14.9554,35.175,,,,,
1905,02/21/22 04:00:00 AM,14.9602,35.175,,,,,
1906,02/21/22 04:30:00 AM,14.9612,34.786,,,,,
1907,02/21/22 05:00:00 AM,14.9612,34.786,,,,,
1908,02/21/22 05:30:00 AM,14.9612,34.786,,,,,
1909,02/21/22 06:00:00 AM,14.9660,34.786,,,,,
1910,02/21/22 06:30:00 AM,14.9709,34.786,,,,,
1911,02/21/22 07:00:00 AM,14.9685,34.786,,,,,
1912,02/21/22 07:30:00 AM,14.9780,34.786,,,,,
1913,02/21/22 08:00:00 AM,14.9780,34.786,,,,,
1914,02/21/22 08:30:00 AM,14.9733,34.786,,,,,
1915,02/21/22 09:00:00 AM,14.9680,34.981,,,,,
1916,02/21/22 09:30:00 AM,14.9631,34.981,,,,,
1917,02/21/22 10:00:00 AM,14.9631,34.981,,,,,
1918,02/21/22 10:30:00 AM,14.9608,34.981,,,,,
1919,02/21/22 11:00:00 AM,14.9559,34.981,,,,,
1920,02/21/22 11:30:00 AM,14.9511,34.981,,,,,
1921,02/21/22 12:00:00 PM,14.9438,34.981,,,,,
1922,02/21/22 12:30:00 PM,14.9342,34.981,,,,,
1923,02/21/22 01:00:00 PM,14.9270,34.981,,,,,
1924,02/21/22 01:30:00 PM,14.9197,34.981,,,,,
1925,02/21/22 02:00:00 PM,14.9174,34.981,,,,,
1926,02/21/22 02:30:00 PM,14.9125,34.981,,,,,
1927,02/21/22 03:00:00 PM,14.9125,34.981,,,,,
1928,02/21/22 03:30:00 PM,14.9102,34.981,,,,,
1929,02/21/22 04:00:00 PM,14.9102,34.981,,,,,
1930,02/21/22 04:30:00 PM,14.9102,34.981,,,,,
1931,02/21/22 05:00:00 PM,14.9077,34.981,,,,,
1932,02/21/22 05:30:00 PM,14.9077,34.981,,,,,
1933,02/21/22 06:00:00 PM,14.9010,34.786,,,,,
1934,02/21/22 06:30:00 PM,14.8986,34.786,,,,,
1935,02/21/22 07:00:00 PM,14.9010,34.786,,,,,
1936,02/21/22 07:30:00 PM,14.9083,34.786,,,,,
1937,02/21/22 08:00:00 PM,14.9083,34.786,,,,,
1938,02/21/22 08:30:00 PM,14.9083,34.786,,,,,
1939,02/21/22 09:00:00 PM,14.9010,34.786,,,,,
1940,02/21/22 09:30:00 PM,14.9083,34.786,,,,,
1941,02/21/22 10:00:00 PM,14.9035,34.786,,,,,
1942,02/21/22 10:30:00 PM,14.8938,34.786,,,,,
1943,02/21/22 11:00:00 PM,14.8957,34.981,,,,,
1944,02/21/22 11:30:00 PM,14.8957,34.981,,,,,
1945,02/22/22 12:00:00 AM,14.8915,34.786,,,,,
1946,02/22/22 12:30:00 AM,14.8944,34.590,,,,,
1947,02/22/22 01:00:00 AM,14.8919,34.590,,,,,
1948,02/22/22 01:30:00 AM,14.8828,34.394,,,,,
1949,02/22/22 02:00:00 AM,14.8823,34.590,,,,,
1950,02/22/22 02:30:00 AM,14.8865,34.786,,,,,
1951,02/22/22 03:00:00 AM,14.8871,34.590,,,,,
1952,02/22/22 03:30:00 AM,14.8900,34.394,,,,,
1953,02/22/22 04:00:00 AM,14.8948,34.394,,,,,
1954,02/22/22 04:30:00 AM,14.8894,34.590,,,,,
1955,02/22/22 05:00:00 AM,14.8871,34.590,,,,,
1956,02/22/22 05:30:00 AM,14.8919,34.590,,,,,
1957,02/22/22 06:00:00 AM,14.8938,34.786,,,,,
1958,02/22/22 06:30:00 AM,14.8836,34.981,,,,,
1959,02/22/22 07:00:00 AM,14.8741,34.981,,,,,
1960,02/22/22 07:30:00 AM,14.8861,34.981,,,,,
1961,02/22/22 08:00:00 AM,14.8832,35.175,,,,,
1962,02/22/22 08:30:00 AM,14.8681,35.370,,,,,
1963,02/22/22 09:00:00 AM,14.8729,35.370,,,,,
1964,02/22/22 09:30:00 AM,14.8658,35.370,,,,,
1965,02/22/22 10:00:00 AM,14.8681,35.370,,,,,
1966,02/22/22 10:30:00 AM,14.8633,35.370,,,,,
1967,02/22/22 11:00:00 AM,14.8484,35.564,,,,,
1968,02/22/22 11:30:00 AM,14.8484,35.564,,,,,
1969,02/22/22 12:00:00 PM,14.8435,35.564,,,,,
1970,02/22/22 12:30:00 PM,14.8532,35.564,,,,,
1971,02/22/22 01:00:00 PM,14.8646,35.758,,,,,
1972,02/22/22 01:30:00 PM,14.8646,35.758,,,,,
1973,02/22/22 02:00:00 PM,14.8797,35.564,,,,,
1974,02/22/22 02:30:00 PM,14.8868,35.564,,,,,
1975,02/22/22 03:00:00 PM,14.8990,35.564,,,,,
1976,02/22/22 03:30:00 PM,14.9158,35.564,,,,,
1977,02/22/22 04:00:00 PM,14.9235,35.370,,,,,
1978,02/22/22 04:30:00 PM,14.9284,35.370,,,,,
1979,02/22/22 05:00:00 PM,14.9380,35.370,,,,,
1980,02/22/22 05:30:00 PM,14.9428,35.370,,,,,
1981,02/22/22 06:00:00 PM,14.9669,35.370,,,,,
1982,02/22/22 06:30:00 PM,14.9718,35.370,,,,,
1983,02/22/22 07:00:00 PM,14.9814,35.370,,,,,
1984,02/22/22 07:30:00 PM,14.9953,35.564,,,,,
1985,02/22/22 08:00:00 PM,15.0026,35.564,,,,,
1986,02/22/22 08:30:00 PM,15.0121,35.564,,,,,
1987,02/22/22 09:00:00 PM,15.0314,35.564,,,,,
1988,02/22/22 09:30:00 PM,15.0339,35.564,,,,,
1989,02/22/22 10:00:00 PM,15.0435,35.564,,,,,
1990,02/22/22 10:30:00 PM,15.0507,35.564,,,,,
1991,02/22/22 11:00:00 PM,15.0598,35.758,,,,,
1992,02/22/22 11:30:00 PM,15.0719,35.758,,,,,
1993,02/23/22 12:00:00 AM,15.0864,35.758,,,,,
1994,02/23/22 12:30:00 AM,15.0936,35.758,,,,,
1995,02/23/22 01:00:00 AM,15.1057,35.758,,,,,
1996,02/23/22 01:30:00 AM,15.1154,35.758,,,,,
1997,02/23/22 02:00:00 AM,15.1250,35.758,,,,,
1998,02/23/22 02:30:00 AM,15.1322,35.758,,,,,
1999,02/23/22 03:00:00 AM,15.1395,35.758,,,,,
2000,02/23/22 03:30:00 AM,15.1395,35.758,,,,,
2001,02/23/22 04:00:00 AM,15.1467,35.758,,,,,
2002,02/23/22 04:30:00 AM,15.1611,35.758,,,,,
2003,02/23/22 05:00:00 AM,15.1708,35.758,,,,,
2004,02/23/22 05:30:00 AM,15.1708,35.758,,,,,
2005,02/23/22 06:00:00 AM,15.1756,35.758,,,,,
2006,02/23/22 06:30:00 AM,15.1756,35.758,,,,,
2007,02/23/22 07:00:00 AM,15.1805,35.758,,,,,
2008,02/23/22 07:30:00 AM,15.1926,35.758,,,,,
2009,02/23/22 08:00:00 AM,15.2046,35.758,,,,,
2010,02/23/22 08:30:00 AM,15.2118,35.758,,,,,
2011,02/23/22 09:00:00 AM,15.2118,35.758,,,,,
2012,02/23/22 09:30:00 AM,15.2123,35.564,,,,,
2013,02/23/22 10:00:00 AM,15.2147,35.564,,,,,
2014,02/23/22 10:30:00 AM,15.2129,35.370,,,,,
2015,02/23/22 11:00:00 AM,15.2104,35.370,,,,,
2016,02/23/22 11:30:00 AM,15.2075,35.564,,,,,
2017,02/23/22 12:00:00 PM,15.2100,35.564,,,,,
2018,02/23/22 12:30:00 PM,15.2075,35.564,,,,,
2019,02/23/22 01:00:00 PM,15.2100,35.564,,,,,
2020,02/23/22 01:30:00 PM,15.2123,35.564,,,,,
2021,02/23/22 02:00:00 PM,15.2075,35.564,,,,,
2022,02/23/22 02:30:00 PM,15.2027,35.564,,,,,
2023,02/23/22 03:00:00 PM,15.1973,35.758,,,,,
2024,02/23/22 03:30:00 PM,15.2017,35.951,,,,,
2025,02/23/22 04:00:00 PM,15.2021,35.758,,,,,
2026,02/23/22 04:30:00 PM,15.2027,35.564,,,,,
2027,02/23/22 05:00:00 PM,15.2046,35.758,,,,,
2028,02/23/22 05:30:00 PM,15.2094,35.758,,,,,
2029,02/23/22 06:00:00 PM,15.2137,35.951,,,,,
2030,02/23/22 06:30:00 PM,15.2137,35.951,,,,,
2031,02/23/22 07:00:00 PM,15.2088,35.951,,,,,
2032,02/23/22 07:30:00 PM,15.2161,35.951,,,,,
2033,02/23/22 08:00:00 PM,15.2123,35.564,,,,,
2034,02/23/22 08:30:00 PM,15.2147,35.564,,,,,
2035,02/23/22 09:00:00 PM,15.2152,35.370,,,,,
2036,02/23/22 09:30:00 PM,15.2162,34.981,,,,,
2037,02/23/22 10:00:00 PM,15.2191,34.786,,,,,
2038,02/23/22 10:30:00 PM,15.2124,34.590,,,,,
2039,02/23/22 11:00:00 PM,15.2081,34.394,,,,,
2040,02/23/22 11:30:00 PM,15.2004,34.590,,,,,
2041,02/24/22 12:00:00 AM,15.1955,34.590,,,,,
2042,02/24/22 12:30:00 AM,15.1984,34.394,,,,,
2043,02/24/22 01:00:00 AM,15.1998,34.786,,,,,
2044,02/24/22 01:30:00 AM,15.2004,34.590,,,,,
2045,02/24/22 02:00:00 AM,15.2004,34.590,,,,,
2046,02/24/22 02:30:00 AM,15.2023,34.786,,,,,
2047,02/24/22 03:00:00 AM,15.1950,34.786,,,,,
2048,02/24/22 03:30:00 AM,15.1921,34.981,,,,,
2049,02/24/22 04:00:00 AM,15.1868,35.175,,,,,
2050,02/24/22 04:30:00 AM,15.1868,35.175,,,,,
2051,02/24/22 05:00:00 AM,15.1863,35.370,,,,,
2052,02/24/22 05:30:00 AM,15.1815,35.370,,,,,
2053,02/24/22 06:00:00 AM,15.1714,35.564,,,,,
2054,02/24/22 06:30:00 AM,15.1617,35.564,,,,,
2055,02/24/22 07:00:00 AM,15.1617,35.564,,,,,
2056,02/24/22 07:30:00 AM,15.1636,35.758,,,,,
2057,02/24/22 08:00:00 AM,15.1660,35.758,,,,,
2058,02/24/22 08:30:00 AM,15.1708,35.758,,,,,
2059,02/24/22 09:00:00 AM,15.1737,35.564,,,,,
2060,02/24/22 09:30:00 AM,15.1714,35.564,,,,,
2061,02/24/22 10:00:00 AM,15.1714,35.564,,,,,
2062,02/24/22 10:30:00 AM,15.1665,35.564,,,,,
2063,02/24/22 11:00:00 AM,15.1617,35.564,,,,,
2064,02/24/22 11:30:00 AM,15.1573,35.370,,,,,
2065,02/24/22 12:00:00 PM,15.1430,35.370,,,,,
2066,02/24/22 12:30:00 PM,15.1308,35.370,,,,,
2067,02/24/22 01:00:00 PM,15.1260,35.370,,,,,
2068,02/24/22 01:30:00 PM,15.1048,35.175,,,,,
2069,02/24/22 02:00:00 PM,15.1096,35.175,,,,,
2070,02/24/22 02:30:00 PM,15.1048,35.175,,,,,
2071,02/24/22 03:00:00 PM,15.1073,35.175,,,,,
2072,02/24/22 03:30:00 PM,15.1073,35.175,,,,,
2073,02/24/22 04:00:00 PM,15.1025,35.175,,,,,
2074,02/24/22 04:30:00 PM,15.0903,35.175,,,,,
2075,02/24/22 05:00:00 PM,15.0880,35.175,,,,,
2076,02/24/22 05:30:00 PM,15.0836,34.981,,,,,
2077,02/24/22 06:00:00 PM,15.0764,34.981,,,,,
2078,02/24/22 06:30:00 PM,15.0807,35.175,,,,,
2079,02/24/22 07:00:00 PM,15.0783,35.175,,,,,
2080,02/24/22 07:30:00 PM,15.0691,34.981,,,,,
2081,02/24/22 08:00:00 PM,15.0643,34.981,,,,,
2082,02/24/22 08:30:00 PM,15.0710,35.175,,,,,
2083,02/24/22 09:00:00 PM,15.0687,35.175,,,,,
2084,02/24/22 09:30:00 PM,15.0614,35.175,,,,,
2085,02/24/22 10:00:00 PM,15.0639,35.175,,,,,
2086,02/24/22 10:30:00 PM,15.0639,35.175,,,,,
2087,02/24/22 11:00:00 PM,15.0691,34.981,,,,,
2088,02/24/22 11:30:00 PM,15.0716,34.981,,,,,
2089,02/25/22 12:00:00 AM,15.0741,34.981,,,,,
2090,02/25/22 12:30:00 AM,15.0764,34.981,,,,,
2091,02/25/22 01:00:00 AM,15.0807,35.175,,,,,
2092,02/25/22 01:30:00 AM,15.0783,35.175,,,,,
2093,02/25/22 02:00:00 AM,15.0778,35.370,,,,,
2094,02/25/22 02:30:00 AM,15.0802,35.370,,,,,
2095,02/25/22 03:00:00 AM,15.0851,35.370,,,,,
2096,02/25/22 03:30:00 AM,15.0870,35.564,,,,,
2097,02/25/22 04:00:00 AM,15.0893,35.564,,,,,
2098,02/25/22 04:30:00 AM,15.1013,35.564,,,,,
2099,02/25/22 05:00:00 AM,15.1086,35.564,,,,,
2100,02/25/22 05:30:00 AM,15.1206,35.564,,,,,
2101,02/25/22 06:00:00 AM,15.1328,35.564,,,,,
2102,02/25/22 06:30:00 AM,15.1376,35.564,,,,,
2103,02/25/22 07:00:00 AM,15.1472,35.564,,,,,
2104,02/25/22 07:30:00 AM,15.1569,35.564,,,,,
2105,02/25/22 08:00:00 AM,15.1617,35.564,,,,,
2106,02/25/22 08:30:00 AM,15.1641,35.564,,,,,
2107,02/25/22 09:00:00 AM,15.1714,35.564,,,,,
2108,02/25/22 09:30:00 AM,15.1785,35.564,,,,,
2109,02/25/22 10:00:00 AM,15.1791,35.370,,,,,
2110,02/25/22 10:30:00 AM,15.1863,35.370,,,,,
2111,02/25/22 11:00:00 AM,15.1888,35.370,,,,,
2112,02/25/22 11:30:00 AM,15.1936,35.370,,,,,
2113,02/25/22 12:00:00 PM,15.1911,35.370,,,,,
2114,02/25/22 12:30:00 PM,15.1911,35.370,,,,,
2115,02/25/22 01:00:00 PM,15.1882,35.564,,,,,
2116,02/25/22 01:30:00 PM,15.1839,35.370,,,,,
2117,02/25/22 02:00:00 PM,15.1791,35.370,,,,,
2118,02/25/22 02:30:00 PM,15.1815,35.370,,,,,
2119,02/25/22 03:00:00 PM,15.1820,35.175,,,,,
2120,02/25/22 03:30:00 PM,15.1801,34.981,,,,,
2121,02/25/22 04:00:00 PM,15.1826,34.981,,,,,
2122,02/25/22 04:30:00 PM,15.1849,34.981,,,,,
2123,02/25/22 05:00:00 PM,15.1830,34.786,,,,,
2124,02/25/22 05:30:00 PM,15.1855,34.786,,,,,
2125,02/25/22 06:00:00 PM,15.1902,34.786,,,,,
2126,02/25/22 06:30:00 PM,15.1926,34.786,,,,,
2127,02/25/22 07:00:00 PM,15.1902,34.786,,,,,
2128,02/25/22 07:30:00 PM,15.1926,34.786,,,,,
2129,02/25/22 08:00:00 PM,15.1931,34.590,,,,,
2130,02/25/22 08:30:00 PM,15.1955,34.590,,,,,
2131,02/25/22 09:00:00 PM,15.1931,34.590,,,,,
2132,02/25/22 09:30:00 PM,15.1979,34.590,,,,,
2133,02/25/22 10:00:00 PM,15.1960,34.394,,,,,
2134,02/25/22 10:30:00 PM,15.1979,34.590,,,,,
2135,02/25/22 11:00:00 PM,15.1955,34.590,,,,,
2136,02/25/22 11:30:00 PM,15.1931,34.590,,,,,
2137,02/26/22 12:00:00 AM,15.1931,34.590,,,,,
2138,02/26/22 12:30:00 AM,15.1955,34.590,,,,,
2139,02/26/22 01:00:00 AM,15.1931,34.590,,,,,
2140,02/26/22 01:30:00 AM,15.1931,34.590,,,,,
2141,02/26/22 02:00:00 AM,15.1931,34.590,,,,,
2142,02/26/22 02:30:00 AM,15.1907,34.590,,,,,
2143,02/26/22 03:00:00 AM,15.1859,34.590,,,,,
2144,02/26/22 03:30:00 AM,15.1811,34.590,,,,,
2145,02/26/22 04:00:00 AM,15.1786,34.590,,,,,
2146,02/26/22 04:30:00 AM,15.1786,34.590,,,,,
2147,02/26/22 05:00:00 AM,15.1811,34.590,,,,,
2148,02/26/22 05:30:00 AM,15.1762,34.590,,,,,
2149,02/26/22 06:00:00 AM,15.1738,34.590,,,,,
2150,02/26/22 06:30:00 AM,15.1738,34.590,,,,,
2151,02/26/22 07:00:00 AM,15.1691,34.590,,,,,
2152,02/26/22 07:30:00 AM,15.1714,34.590,,,,,
2153,02/26/22 08:00:00 AM,15.1714,34.590,,,,,
2154,02/26/22 08:30:00 AM,15.1691,34.590,,,,,
2155,02/26/22 09:00:00 AM,15.1666,34.590,,,,,
2156,02/26/22 09:30:00 AM,15.1618,34.590,,,,,
2157,02/26/22 10:00:00 AM,15.1618,34.590,,,,,
2158,02/26/22 10:30:00 AM,15.1527,34.394,,,,,
2159,02/26/22 11:00:00 AM,15.1527,34.394,,,,,
2160,02/26/22 11:30:00 AM,15.1454,34.394,,,,,
2161,02/26/22 12:00:00 PM,15.1425,34.590,,,,,
2162,02/26/22 12:30:00 PM,15.1309,34.394,,,,,
2163,02/26/22 01:00:00 PM,15.1261,34.394,,,,,
2164,02/26/22 01:30:00 PM,15.1164,34.394,,,,,
2165,02/26/22 02:00:00 PM,15.1121,34.198,,,,,
2166,02/26/22 02:30:00 PM,15.1025,34.198,,,,,
2167,02/26/22 03:00:00 PM,15.0977,34.198,,,,,
2168,02/26/22 03:30:00 PM,15.0996,34.394,,,,,
2169,02/26/22 04:00:00 PM,15.0923,34.394,,,,,
2170,02/26/22 04:30:00 PM,15.0900,34.394,,,,,
2171,02/26/22 05:00:00 PM,15.0828,34.394,,,,,
2172,02/26/22 05:30:00 PM,15.0828,34.394,,,,,
2173,02/26/22 06:00:00 PM,15.0803,34.394,,,,,
2174,02/26/22 06:30:00 PM,15.0803,34.394,,,,,
2175,02/26/22 07:00:00 PM,15.0807,34.198,,,,,
2176,02/26/22 07:30:00 PM,15.0745,33.805,,,,,
2177,02/26/22 08:00:00 PM,15.0720,33.805,,,,,
2178,02/26/22 08:30:00 PM,15.0672,33.805,,,,,
2179,02/26/22 09:00:00 PM,15.0649,33.805,,,,,
2180,02/26/22 09:30:00 PM,15.0600,33.805,,,,,
2181,02/26/22 10:00:00 PM,15.0596,34.002,,,,,
2182,02/26/22 10:30:00 PM,15.0572,34.002,,,,,
2183,02/26/22 11:00:00 PM,15.0572,34.002,,,,,
2184,02/26/22 11:30:00 PM,15.0523,34.002,,,,,
2185,02/27/22 12:00:00 AM,15.0427,34.002,,,,,
2186,02/27/22 12:30:00 AM,15.0403,34.002,,,,,
2187,02/27/22 01:00:00 AM,15.0446,34.198,,,,,
2188,02/27/22 01:30:00 AM,15.0490,34.394,,,,,
2189,02/27/22 02:00:00 AM,15.0490,34.394,,,,,
2190,02/27/22 02:30:00 AM,15.0490,34.394,,,,,
2191,02/27/22 03:00:00 AM,15.0465,34.394,,,,,
2192,02/27/22 03:30:00 AM,15.0417,34.394,,,,,
2193,02/27/22 04:00:00 AM,15.0465,34.394,,,,,
2194,02/27/22 04:30:00 AM,15.0442,34.394,,,,,
2195,02/27/22 05:00:00 AM,15.0465,34.394,,,,,
2196,02/27/22 05:30:00 AM,15.0514,34.394,,,,,
2197,02/27/22 06:00:00 AM,15.0465,34.394,,,,,
2198,02/27/22 06:30:00 AM,15.0514,34.394,,,,,
2199,02/27/22 07:00:00 AM,15.0562,34.394,,,,,
2200,02/27/22 07:30:00 AM,15.0610,34.394,,,,,
2201,02/27/22 08:00:00 AM,15.0635,34.394,,,,,
2202,02/27/22 08:30:00 AM,15.0664,34.198,,,,,
2203,02/27/22 09:00:00 AM,15.0664,34.198,,,,,
2204,02/27/22 09:30:00 AM,15.0658,34.394,,,,,
2205,02/27/22 10:00:00 AM,15.0614,34.198,,,,,
2206,02/27/22 10:30:00 AM,15.0683,34.394,,,,,
2207,02/27/22 11:00:00 AM,15.0701,34.590,,,,,
2208,02/27/22 11:30:00 AM,15.0697,34.786,,,,,
2209,02/27/22 12:00:00 PM,15.0687,35.175,,,,,
2210,02/27/22 12:30:00 PM,15.0619,34.981,,,,,
2211,02/27/22 01:00:00 PM,15.0552,34.786,,,,,
2212,02/27/22 01:30:00 PM,15.0523,34.981,,,,,
2213,02/27/22 02:00:00 PM,15.0533,34.590,,,,,
2214,02/27/22 02:30:00 PM,15.0562,34.394,,,,,
2215,02/27/22 03:00:00 PM,15.0620,34.002,,,,,
2216,02/27/22 03:30:00 PM,15.0639,34.198,,,,,
2217,02/27/22 04:00:00 PM,15.0683,34.394,,,,,
2218,02/27/22 04:30:00 PM,15.0707,34.394,,,,,
2219,02/27/22 05:00:00 PM,15.0643,34.981,,,,,
2220,02/27/22 05:30:00 PM,15.0678,34.590,,,,,
2221,02/27/22 06:00:00 PM,15.0736,34.198,,,,,
2222,02/27/22 06:30:00 PM,15.0716,34.002,,,,,
2223,02/27/22 07:00:00 PM,15.0741,34.002,,,,,
2224,02/27/22 07:30:00 PM,15.0693,34.002,,,,,
2225,02/27/22 08:00:00 PM,15.0687,34.198,,,,,
2226,02/27/22 08:30:00 PM,15.0726,34.590,,,,,
2227,02/27/22 09:00:00 PM,15.0759,35.175,,,,,
2228,02/27/22 09:30:00 PM,15.0778,35.370,,,,,
2229,02/27/22 10:00:00 PM,15.0773,35.564,,,,,
2230,02/27/22 10:30:00 PM,15.0700,35.564,,,,,
2231,02/27/22 11:00:00 PM,15.0681,35.370,,,,,
