"Plot Title: HP_Winter22"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21086715, SEN S/N: 21086715)","Intensity, lum/ft² (LGR S/N: 21086715, SEN S/N: 21086715)","Coupler Attached (LGR S/N: 21086715)","Host Connected (LGR S/N: 21086715)","Stopped (LGR S/N: 21086715)","End Of File (LGR S/N: 21086715)"
2233,02/28/22 12:00:00 AM,4.934,0.0,,,,
2234,02/28/22 12:30:00 AM,4.934,0.0,,,,
2235,02/28/22 01:00:00 AM,4.934,0.0,,,,
2236,02/28/22 01:30:00 AM,4.934,0.0,,,,
2237,02/28/22 02:00:00 AM,4.934,0.0,,,,
2238,02/28/22 02:30:00 AM,4.934,0.0,,,,
2239,02/28/22 03:00:00 AM,4.934,0.0,,,,
2240,02/28/22 03:30:00 AM,4.934,0.0,,,,
2241,02/28/22 04:00:00 AM,4.934,0.0,,,,
2242,02/28/22 04:30:00 AM,4.934,0.0,,,,
2243,02/28/22 05:00:00 AM,4.934,0.0,,,,
2244,02/28/22 05:30:00 AM,4.934,0.0,,,,
2245,02/28/22 06:00:00 AM,4.934,0.0,,,,
2246,02/28/22 06:30:00 AM,4.934,0.0,,,,
2247,02/28/22 07:00:00 AM,4.934,3.0,,,,
2248,02/28/22 07:30:00 AM,4.934,4.0,,,,
2249,02/28/22 08:00:00 AM,4.934,22.0,,,,
2250,02/28/22 08:30:00 AM,5.037,34.0,,,,
2251,02/28/22 09:00:00 AM,5.037,32.0,,,,
2252,02/28/22 09:30:00 AM,5.037,45.0,,,,
2253,02/28/22 10:00:00 AM,5.141,95.0,,,,
2254,02/28/22 10:30:00 AM,5.141,100.0,,,,
2255,02/28/22 11:00:00 AM,5.244,119.0,,,,
2256,02/28/22 11:30:00 AM,5.347,126.0,,,,
2257,02/28/22 12:00:00 PM,5.244,128.0,,,,
2258,02/28/22 12:30:00 PM,5.347,136.0,,,,
2259,02/28/22 01:00:00 PM,5.347,144.0,,,,
2260,02/28/22 01:30:00 PM,5.347,144.0,,,,
2261,02/28/22 02:00:00 PM,5.450,144.0,,,,
2262,02/28/22 02:30:00 PM,5.450,128.0,,,,
2263,02/28/22 03:00:00 PM,5.450,94.0,,,,
2264,02/28/22 03:30:00 PM,5.450,84.0,,,,
2265,02/28/22 04:00:00 PM,5.450,74.0,,,,
2266,02/28/22 04:30:00 PM,5.347,17.0,,,,
2267,02/28/22 05:00:00 PM,5.347,10.0,,,,
2268,02/28/22 05:30:00 PM,5.244,1.0,,,,
2269,02/28/22 06:00:00 PM,5.244,0.0,,,,
2270,02/28/22 06:30:00 PM,5.244,0.0,,,,
2271,02/28/22 07:00:00 PM,5.244,0.0,,,,
2272,02/28/22 07:30:00 PM,5.244,0.0,,,,
2273,02/28/22 08:00:00 PM,5.244,0.0,,,,
2274,02/28/22 08:30:00 PM,5.141,0.0,,,,
2275,02/28/22 09:00:00 PM,5.141,0.0,,,,
2276,02/28/22 09:30:00 PM,5.141,0.0,,,,
2277,02/28/22 10:00:00 PM,5.141,0.0,,,,
2278,02/28/22 10:30:00 PM,5.244,0.0,,,,
2279,02/28/22 11:00:00 PM,5.244,0.0,,,,
2280,02/28/22 11:30:00 PM,5.244,0.0,,,,
2281,03/01/22 12:00:00 AM,5.244,0.0,,,,
2282,03/01/22 12:30:00 AM,5.244,0.0,,,,
2283,03/01/22 01:00:00 AM,5.244,0.0,,,,
2284,03/01/22 01:30:00 AM,5.244,0.0,,,,
2285,03/01/22 02:00:00 AM,5.244,0.0,,,,
2286,03/01/22 02:30:00 AM,5.244,0.0,,,,
2287,03/01/22 03:00:00 AM,5.244,0.0,,,,
2288,03/01/22 03:30:00 AM,5.244,0.0,,,,
2289,03/01/22 04:00:00 AM,5.141,0.0,,,,
2290,03/01/22 04:30:00 AM,5.141,0.0,,,,
2291,03/01/22 05:00:00 AM,5.244,0.0,,,,
2292,03/01/22 05:30:00 AM,5.244,0.0,,,,
2293,03/01/22 06:00:00 AM,5.244,0.0,,,,
2294,03/01/22 06:30:00 AM,5.244,0.0,,,,
2295,03/01/22 07:00:00 AM,5.244,7.0,,,,
2296,03/01/22 07:30:00 AM,5.244,22.0,,,,
2297,03/01/22 08:00:00 AM,5.244,27.0,,,,
2298,03/01/22 08:30:00 AM,5.347,32.0,,,,
2299,03/01/22 09:00:00 AM,5.347,51.0,,,,
2300,03/01/22 09:30:00 AM,5.347,49.0,,,,
2301,03/01/22 10:00:00 AM,5.450,81.0,,,,
2302,03/01/22 10:30:00 AM,5.450,100.0,,,,
2303,03/01/22 11:00:00 AM,5.552,94.0,,,,
2304,03/01/22 11:30:00 AM,5.655,168.0,,,,
2305,03/01/22 12:00:00 PM,5.655,168.0,,,,
2306,03/01/22 12:30:00 PM,5.757,232.0,,,,
2307,03/01/22 01:00:00 PM,5.757,200.0,,,,
2308,03/01/22 01:30:00 PM,5.757,184.0,,,,
2309,03/01/22 02:00:00 PM,5.757,128.0,,,,
2310,03/01/22 02:30:00 PM,5.757,144.0,,,,
2311,03/01/22 03:00:00 PM,5.757,69.0,,,,
2312,03/01/22 03:30:00 PM,5.757,43.0,,,,
2313,03/01/22 04:00:00 PM,5.757,26.0,,,,
2314,03/01/22 04:30:00 PM,5.757,17.0,,,,
2315,03/01/22 05:00:00 PM,5.757,11.0,,,,
2316,03/01/22 05:30:00 PM,5.757,1.0,,,,
2317,03/01/22 06:00:00 PM,5.655,0.0,,,,
2318,03/01/22 06:30:00 PM,5.655,0.0,,,,
2319,03/01/22 07:00:00 PM,5.655,0.0,,,,
2320,03/01/22 07:30:00 PM,5.655,0.0,,,,
2321,03/01/22 08:00:00 PM,5.655,0.0,,,,
2322,03/01/22 08:30:00 PM,5.655,0.0,,,,
2323,03/01/22 09:00:00 PM,5.655,0.0,,,,
2324,03/01/22 09:30:00 PM,5.655,0.0,,,,
2325,03/01/22 10:00:00 PM,5.655,0.0,,,,
2326,03/01/22 10:30:00 PM,5.655,0.0,,,,
2327,03/01/22 11:00:00 PM,5.655,0.0,,,,
2328,03/01/22 11:30:00 PM,5.655,0.0,,,,
2329,03/02/22 12:00:00 AM,5.655,0.0,,,,
2330,03/02/22 12:30:00 AM,5.655,0.0,,,,
2331,03/02/22 01:00:00 AM,5.655,0.0,,,,
2332,03/02/22 01:30:00 AM,5.655,0.0,,,,
2333,03/02/22 02:00:00 AM,5.655,0.0,,,,
2334,03/02/22 02:30:00 AM,5.655,0.0,,,,
2335,03/02/22 03:00:00 AM,5.655,0.0,,,,
2336,03/02/22 03:30:00 AM,5.655,0.0,,,,
2337,03/02/22 04:00:00 AM,5.655,0.0,,,,
2338,03/02/22 04:30:00 AM,5.655,0.0,,,,
2339,03/02/22 05:00:00 AM,5.655,0.0,,,,
2340,03/02/22 05:30:00 AM,5.655,0.0,,,,
2341,03/02/22 06:00:00 AM,5.757,0.0,,,,
2342,03/02/22 06:30:00 AM,5.757,0.0,,,,
2343,03/02/22 07:00:00 AM,5.757,3.0,,,,
2344,03/02/22 07:30:00 AM,5.757,9.0,,,,
2345,03/02/22 08:00:00 AM,5.757,15.0,,,,
2346,03/02/22 08:30:00 AM,5.757,20.0,,,,
2347,03/02/22 09:00:00 AM,5.757,20.0,,,,
2348,03/02/22 09:30:00 AM,5.757,26.0,,,,
2349,03/02/22 10:00:00 AM,5.757,29.0,,,,
2350,03/02/22 10:30:00 AM,5.860,38.0,,,,
2351,03/02/22 11:00:00 AM,5.962,69.0,,,,
2352,03/02/22 11:30:00 AM,5.962,54.0,,,,
2353,03/02/22 12:00:00 PM,6.064,92.0,,,,
2354,03/02/22 12:30:00 PM,6.064,168.0,,,,
2355,03/02/22 01:00:00 PM,6.064,62.0,,,,
2356,03/02/22 01:30:00 PM,6.166,128.0,,,,
2357,03/02/22 02:00:00 PM,6.166,95.0,,,,
2358,03/02/22 02:30:00 PM,6.064,46.0,,,,
2359,03/02/22 03:00:00 PM,6.064,46.0,,,,
2360,03/02/22 03:30:00 PM,6.064,23.0,,,,
2361,03/02/22 04:00:00 PM,6.064,19.0,,,,
2362,03/02/22 04:30:00 PM,6.064,13.0,,,,
2363,03/02/22 05:00:00 PM,6.064,5.0,,,,
2364,03/02/22 05:30:00 PM,6.064,0.0,,,,
2365,03/02/22 06:00:00 PM,6.064,0.0,,,,
2366,03/02/22 06:30:00 PM,6.064,0.0,,,,
2367,03/02/22 07:00:00 PM,6.064,0.0,,,,
2368,03/02/22 07:30:00 PM,6.064,0.0,,,,
2369,03/02/22 08:00:00 PM,6.064,0.0,,,,
2370,03/02/22 08:30:00 PM,6.064,0.0,,,,
2371,03/02/22 09:00:00 PM,6.064,0.0,,,,
2372,03/02/22 09:30:00 PM,6.064,0.0,,,,
2373,03/02/22 10:00:00 PM,6.064,0.0,,,,
2374,03/02/22 10:30:00 PM,6.064,0.0,,,,
2375,03/02/22 11:00:00 PM,6.064,0.0,,,,
2376,03/02/22 11:30:00 PM,6.064,0.0,,,,
2377,03/03/22 12:00:00 AM,6.064,0.0,,,,
2378,03/03/22 12:30:00 AM,6.064,0.0,,,,
2379,03/03/22 01:00:00 AM,6.064,0.0,,,,
2380,03/03/22 01:30:00 AM,6.064,0.0,,,,
2381,03/03/22 02:00:00 AM,6.064,0.0,,,,
2382,03/03/22 02:30:00 AM,6.064,0.0,,,,
2383,03/03/22 03:00:00 AM,6.064,0.0,,,,
2384,03/03/22 03:30:00 AM,6.064,0.0,,,,
2385,03/03/22 04:00:00 AM,6.064,0.0,,,,
2386,03/03/22 04:30:00 AM,6.064,0.0,,,,
2387,03/03/22 05:00:00 AM,6.064,0.0,,,,
2388,03/03/22 05:30:00 AM,6.064,0.0,,,,
2389,03/03/22 06:00:00 AM,6.064,0.0,,,,
2390,03/03/22 06:30:00 AM,6.064,0.0,,,,
2391,03/03/22 07:00:00 AM,6.064,4.0,,,,
2392,03/03/22 07:30:00 AM,6.064,15.0,,,,
2393,03/03/22 08:00:00 AM,6.064,16.0,,,,
2394,03/03/22 08:30:00 AM,6.064,27.0,,,,
2395,03/03/22 09:00:00 AM,6.166,53.0,,,,
2396,03/03/22 09:30:00 AM,6.166,42.0,,,,
2397,03/03/22 10:00:00 AM,6.268,76.0,,,,
2398,03/03/22 10:30:00 AM,6.370,87.0,,,,
2399,03/03/22 11:00:00 AM,6.370,88.0,,,,
2400,03/03/22 11:30:00 AM,6.471,128.0,,,,
2401,03/03/22 12:00:00 PM,6.471,93.0,,,,
2402,03/03/22 12:30:00 PM,6.471,79.0,,,,
2403,03/03/22 01:00:00 PM,6.471,100.0,,,,
2404,03/03/22 01:30:00 PM,6.573,128.0,,,,
2405,03/03/22 02:00:00 PM,6.573,73.0,,,,
2406,03/03/22 02:30:00 PM,6.573,59.0,,,,
2407,03/03/22 03:00:00 PM,6.573,61.0,,,,
2408,03/03/22 03:30:00 PM,6.573,40.0,,,,
2409,03/03/22 04:00:00 PM,6.471,30.0,,,,
2410,03/03/22 04:30:00 PM,6.471,20.0,,,,
2411,03/03/22 05:00:00 PM,6.471,6.0,,,,
2412,03/03/22 05:30:00 PM,6.471,1.0,,,,
2413,03/03/22 06:00:00 PM,6.471,0.0,,,,
2414,03/03/22 06:30:00 PM,6.471,0.0,,,,
2415,03/03/22 07:00:00 PM,6.471,0.0,,,,
2416,03/03/22 07:30:00 PM,6.471,0.0,,,,
2417,03/03/22 08:00:00 PM,6.471,0.0,,,,
2418,03/03/22 08:30:00 PM,6.471,0.0,,,,
2419,03/03/22 09:00:00 PM,6.471,0.0,,,,
2420,03/03/22 09:30:00 PM,6.471,0.0,,,,
2421,03/03/22 10:00:00 PM,6.471,0.0,,,,
2422,03/03/22 10:30:00 PM,6.471,0.0,,,,
2423,03/03/22 11:00:00 PM,6.471,0.0,,,,
2424,03/03/22 11:30:00 PM,6.471,0.0,,,,
2425,03/04/22 12:00:00 AM,6.471,0.0,,,,
2426,03/04/22 12:30:00 AM,6.471,0.0,,,,
2427,03/04/22 01:00:00 AM,6.471,0.0,,,,
2428,03/04/22 01:30:00 AM,6.471,0.0,,,,
2429,03/04/22 02:00:00 AM,6.471,0.0,,,,
2430,03/04/22 02:30:00 AM,6.471,0.0,,,,
2431,03/04/22 03:00:00 AM,6.471,0.0,,,,
2432,03/04/22 03:30:00 AM,6.471,0.0,,,,
2433,03/04/22 04:00:00 AM,6.471,0.0,,,,
2434,03/04/22 04:30:00 AM,6.471,0.0,,,,
2435,03/04/22 05:00:00 AM,6.471,0.0,,,,
2436,03/04/22 05:30:00 AM,6.471,0.0,,,,
2437,03/04/22 06:00:00 AM,6.471,0.0,,,,
2438,03/04/22 06:30:00 AM,6.471,0.0,,,,
2439,03/04/22 07:00:00 AM,6.471,5.0,,,,
2440,03/04/22 07:30:00 AM,6.573,13.0,,,,
2441,03/04/22 08:00:00 AM,6.573,20.0,,,,
2442,03/04/22 08:30:00 AM,6.573,31.0,,,,
2443,03/04/22 09:00:00 AM,6.573,53.0,,,,
2444,03/04/22 09:30:00 AM,6.674,70.0,,,,
2445,03/04/22 10:00:00 AM,6.775,176.0,,,,
2446,03/04/22 10:30:00 AM,6.775,112.0,,,,
2447,03/04/22 11:00:00 AM,6.775,152.0,,,,
2448,03/04/22 11:30:00 AM,6.775,117.0,,,,
2449,03/04/22 12:00:00 PM,6.877,112.0,,,,
2450,03/04/22 12:30:00 PM,6.877,104.0,,,,
2451,03/04/22 01:00:00 PM,6.877,89.0,,,,
2452,03/04/22 01:30:00 PM,6.877,77.0,,,,
2453,03/04/22 02:00:00 PM,6.877,77.0,,,,
2454,03/04/22 02:30:00 PM,6.877,67.0,,,,
2455,03/04/22 03:00:00 PM,6.877,55.0,,,,
2456,03/04/22 03:30:00 PM,6.877,44.0,,,,
2457,03/04/22 04:00:00 PM,6.877,32.0,,,,
2458,03/04/22 04:30:00 PM,6.877,14.0,,,,
2459,03/04/22 05:00:00 PM,6.775,9.0,,,,
2460,03/04/22 05:30:00 PM,6.775,1.0,,,,
2461,03/04/22 06:00:00 PM,6.775,0.0,,,,
2462,03/04/22 06:30:00 PM,6.573,0.0,,,,
2463,03/04/22 07:00:00 PM,6.674,0.0,,,,
2464,03/04/22 07:30:00 PM,6.775,0.0,,,,
2465,03/04/22 08:00:00 PM,6.674,0.0,,,,
2466,03/04/22 08:30:00 PM,6.674,0.0,,,,
2467,03/04/22 09:00:00 PM,6.573,0.0,,,,
2468,03/04/22 09:30:00 PM,6.674,0.0,,,,
2469,03/04/22 10:00:00 PM,6.674,0.0,,,,
2470,03/04/22 10:30:00 PM,6.674,0.0,,,,
2471,03/04/22 11:00:00 PM,6.573,0.0,,,,
2472,03/04/22 11:30:00 PM,6.674,0.0,,,,
2473,03/05/22 12:00:00 AM,6.674,0.0,,,,
2474,03/05/22 12:30:00 AM,6.674,0.0,,,,
2475,03/05/22 01:00:00 AM,6.674,0.0,,,,
2476,03/05/22 01:30:00 AM,6.674,0.0,,,,
2477,03/05/22 02:00:00 AM,6.674,0.0,,,,
2478,03/05/22 02:30:00 AM,6.573,0.0,,,,
2479,03/05/22 03:00:00 AM,6.674,0.0,,,,
2480,03/05/22 03:30:00 AM,6.674,0.0,,,,
2481,03/05/22 04:00:00 AM,6.674,0.0,,,,
2482,03/05/22 04:30:00 AM,6.674,0.0,,,,
2483,03/05/22 05:00:00 AM,6.674,0.0,,,,
2484,03/05/22 05:30:00 AM,6.674,0.0,,,,
2485,03/05/22 06:00:00 AM,6.573,0.0,,,,
2486,03/05/22 06:30:00 AM,6.573,0.0,,,,
2487,03/05/22 07:00:00 AM,6.573,2.0,,,,
2488,03/05/22 07:30:00 AM,6.573,4.0,,,,
2489,03/05/22 08:00:00 AM,6.674,3.0,,,,
2490,03/05/22 08:30:00 AM,6.573,1.0,,,,
2491,03/05/22 09:00:00 AM,6.573,1.0,,,,
2492,03/05/22 09:30:00 AM,6.674,11.0,,,,
2493,03/05/22 10:00:00 AM,6.573,32.0,,,,
2494,03/05/22 10:30:00 AM,6.573,136.0,,,,
2495,03/05/22 11:00:00 AM,6.775,128.0,,,,
2496,03/05/22 11:30:00 AM,6.471,74.0,,,,
2497,03/05/22 12:00:00 PM,6.471,36.0,,,,
2498,03/05/22 12:30:00 PM,6.471,40.0,,,,
2499,03/05/22 01:00:00 PM,6.268,4.0,,,,
2500,03/05/22 01:30:00 PM,6.166,0.0,,,,
2501,03/05/22 02:00:00 PM,6.370,31.0,,,,
2502,03/05/22 02:30:00 PM,6.471,7.0,,,,
2503,03/05/22 03:00:00 PM,6.370,10.0,,,,
2504,03/05/22 03:30:00 PM,6.471,2.0,,,,
2505,03/05/22 04:00:00 PM,6.471,1.0,,,,
2506,03/05/22 04:30:00 PM,6.471,0.0,,,,
2507,03/05/22 05:00:00 PM,6.573,0.0,,,,
2508,03/05/22 05:30:00 PM,6.370,0.0,,,,
2509,03/05/22 06:00:00 PM,6.471,0.0,,,,
2510,03/05/22 06:30:00 PM,6.471,0.0,,,,
2511,03/05/22 07:00:00 PM,6.471,0.0,,,,
2512,03/05/22 07:30:00 PM,6.370,0.0,,,,
2513,03/05/22 08:00:00 PM,6.471,0.0,,,,
2514,03/05/22 08:30:00 PM,6.370,0.0,,,,
2515,03/05/22 09:00:00 PM,6.370,0.0,,,,
2516,03/05/22 09:30:00 PM,6.370,0.0,,,,
2517,03/05/22 10:00:00 PM,6.471,0.0,,,,
2518,03/05/22 10:30:00 PM,6.370,0.0,,,,
2519,03/05/22 11:00:00 PM,6.370,0.0,,,,
2520,03/05/22 11:30:00 PM,6.471,0.0,,,,
2521,03/06/22 12:00:00 AM,6.370,0.0,,,,
2522,03/06/22 12:30:00 AM,6.370,0.0,,,,
2523,03/06/22 01:00:00 AM,6.471,0.0,,,,
2524,03/06/22 01:30:00 AM,6.370,0.0,,,,
2525,03/06/22 02:00:00 AM,6.370,0.0,,,,
2526,03/06/22 02:30:00 AM,6.370,0.0,,,,
2527,03/06/22 03:00:00 AM,6.370,0.0,,,,
2528,03/06/22 03:30:00 AM,6.471,0.0,,,,
2529,03/06/22 04:00:00 AM,6.370,0.0,,,,
2530,03/06/22 04:30:00 AM,6.370,0.0,,,,
2531,03/06/22 05:00:00 AM,6.370,0.0,,,,
2532,03/06/22 05:30:00 AM,6.370,0.0,,,,
2533,03/06/22 06:00:00 AM,6.370,0.0,,,,
2534,03/06/22 06:30:00 AM,6.268,0.0,,,,
2535,03/06/22 07:00:00 AM,6.268,0.0,,,,
2536,03/06/22 07:30:00 AM,6.268,0.0,,,,
2537,03/06/22 08:00:00 AM,6.064,0.0,,,,
2538,03/06/22 08:30:00 AM,6.268,0.0,,,,
2539,03/06/22 09:00:00 AM,6.166,0.0,,,,
2540,03/06/22 09:30:00 AM,6.064,0.0,,,,
2541,03/06/22 10:00:00 AM,5.962,0.0,,,,
2542,03/06/22 10:30:00 AM,5.962,0.0,,,,
2543,03/06/22 11:00:00 AM,5.962,0.0,,,,
2544,03/06/22 11:30:00 AM,5.962,0.0,,,,
2545,03/06/22 12:00:00 PM,5.860,0.0,,,,
2546,03/06/22 12:30:00 PM,5.962,0.0,,,,
2547,03/06/22 01:00:00 PM,5.962,0.0,,,,
2548,03/06/22 01:30:00 PM,5.962,0.0,,,,
2549,03/06/22 02:00:00 PM,5.962,0.0,,,,
2550,03/06/22 02:30:00 PM,5.962,0.0,,,,
2551,03/06/22 03:00:00 PM,5.962,0.0,,,,
2552,03/06/22 03:30:00 PM,5.962,0.0,,,,
2553,03/06/22 04:00:00 PM,6.064,0.0,,,,
2554,03/06/22 04:30:00 PM,6.064,0.0,,,,
2555,03/06/22 05:00:00 PM,5.962,0.0,,,,
2556,03/06/22 05:30:00 PM,6.064,0.0,,,,
2557,03/06/22 06:00:00 PM,5.962,0.0,,,,
2558,03/06/22 06:30:00 PM,5.962,0.0,,,,
2559,03/06/22 07:00:00 PM,5.962,0.0,,,,
2560,03/06/22 07:30:00 PM,5.962,0.0,,,,
2561,03/06/22 08:00:00 PM,6.064,0.0,,,,
2562,03/06/22 08:30:00 PM,5.962,0.0,,,,
2563,03/06/22 09:00:00 PM,5.962,0.0,,,,
2564,03/06/22 09:30:00 PM,6.064,0.0,,,,
2565,03/06/22 10:00:00 PM,5.962,0.0,,,,
2566,03/06/22 10:30:00 PM,6.064,0.0,,,,
2567,03/06/22 11:00:00 PM,5.962,0.0,,,,
2568,03/06/22 11:30:00 PM,6.064,0.0,,,,
2569,03/07/22 12:00:00 AM,5.962,0.0,,,,
2570,03/07/22 12:30:00 AM,5.962,0.0,,,,
2571,03/07/22 01:00:00 AM,5.962,0.0,,,,
2572,03/07/22 01:30:00 AM,5.962,0.0,,,,
2573,03/07/22 02:00:00 AM,5.962,0.0,,,,
2574,03/07/22 02:30:00 AM,5.860,0.0,,,,
2575,03/07/22 03:00:00 AM,5.757,0.0,,,,
2576,03/07/22 03:30:00 AM,5.552,0.0,,,,
2577,03/07/22 04:00:00 AM,5.655,0.0,,,,
2578,03/07/22 04:30:00 AM,5.552,0.0,,,,
2579,03/07/22 05:00:00 AM,5.552,0.0,,,,
2580,03/07/22 05:30:00 AM,5.655,0.0,,,,
2581,03/07/22 06:00:00 AM,5.655,0.0,,,,
2582,03/07/22 06:30:00 AM,5.655,0.0,,,,
2583,03/07/22 07:00:00 AM,5.860,0.0,,,,
2584,03/07/22 07:30:00 AM,5.860,0.0,,,,
2585,03/07/22 08:00:00 AM,5.552,0.0,,,,
2586,03/07/22 08:30:00 AM,5.655,0.0,,,,
2587,03/07/22 09:00:00 AM,5.244,0.0,,,,
2588,03/07/22 09:30:00 AM,5.347,0.0,,,,
2589,03/07/22 10:00:00 AM,5.450,1.0,,,,
2590,03/07/22 10:30:00 AM,5.552,1.0,,,,
2591,03/07/22 11:00:00 AM,5.655,0.0,,,,
2592,03/07/22 11:30:00 AM,5.450,0.0,,,,
2593,03/07/22 12:00:00 PM,5.757,1.0,,,,
2594,03/07/22 12:30:00 PM,5.450,0.0,,,,
2595,03/07/22 01:00:00 PM,5.450,0.0,,,,
2596,03/07/22 01:30:00 PM,5.552,0.0,,,,
2597,03/07/22 02:00:00 PM,5.655,0.0,,,,
2598,03/07/22 02:30:00 PM,5.860,0.0,,,,
2599,03/07/22 03:00:00 PM,5.655,0.0,,,,
2600,03/07/22 03:30:00 PM,5.757,0.0,,,,
2601,03/07/22 04:00:00 PM,5.757,0.0,,,,
2602,03/07/22 04:30:00 PM,5.655,0.0,,,,
2603,03/07/22 05:00:00 PM,5.757,0.0,,,,
2604,03/07/22 05:30:00 PM,5.757,0.0,,,,
2605,03/07/22 06:00:00 PM,5.757,0.0,,,,
2606,03/07/22 06:30:00 PM,5.757,0.0,,,,
2607,03/07/22 07:00:00 PM,5.757,0.0,,,,
2608,03/07/22 07:30:00 PM,5.757,0.0,,,,
2609,03/07/22 08:00:00 PM,5.757,0.0,,,,
2610,03/07/22 08:30:00 PM,5.757,0.0,,,,
2611,03/07/22 09:00:00 PM,5.757,0.0,,,,
2612,03/07/22 09:30:00 PM,5.757,0.0,,,,
2613,03/07/22 10:00:00 PM,5.757,0.0,,,,
2614,03/07/22 10:30:00 PM,5.757,0.0,,,,
2615,03/07/22 11:00:00 PM,5.757,0.0,,,,
2616,03/07/22 11:30:00 PM,5.757,0.0,,,,
2617,03/08/22 12:00:00 AM,5.757,0.0,,,,
2618,03/08/22 12:30:00 AM,5.757,0.0,,,,
2619,03/08/22 01:00:00 AM,5.757,0.0,,,,
2620,03/08/22 01:30:00 AM,5.655,0.0,,,,
2621,03/08/22 02:00:00 AM,5.655,0.0,,,,
2622,03/08/22 02:30:00 AM,5.347,0.0,,,,
2623,03/08/22 03:00:00 AM,5.347,0.0,,,,
2624,03/08/22 03:30:00 AM,5.244,0.0,,,,
2625,03/08/22 04:00:00 AM,5.552,0.0,,,,
2626,03/08/22 04:30:00 AM,5.655,0.0,,,,
2627,03/08/22 05:00:00 AM,5.347,0.0,,,,
2628,03/08/22 05:30:00 AM,5.552,0.0,,,,
2629,03/08/22 06:00:00 AM,5.552,0.0,,,,
2630,03/08/22 06:30:00 AM,5.552,0.0,,,,
2631,03/08/22 07:00:00 AM,5.552,0.0,,,,
2632,03/08/22 07:30:00 AM,5.552,0.0,,,,
2633,03/08/22 08:00:00 AM,5.552,0.0,,,,
2634,03/08/22 08:30:00 AM,5.552,0.0,,,,
2635,03/08/22 09:00:00 AM,5.655,0.0,,,,
2636,03/08/22 09:30:00 AM,5.552,3.0,,,,
2637,03/08/22 10:00:00 AM,5.450,5.0,,,,
2638,03/08/22 10:30:00 AM,5.655,6.0,,,,
2639,03/08/22 11:00:00 AM,5.552,7.0,,,,
2640,03/08/22 11:30:00 AM,5.552,8.0,,,,
2641,03/08/22 12:00:00 PM,5.655,8.0,,,,
2642,03/08/22 12:30:00 PM,5.655,10.0,,,,
2643,03/08/22 01:00:00 PM,5.450,8.0,,,,
2644,03/08/22 01:30:00 PM,5.450,9.0,,,,
2645,03/08/22 02:00:00 PM,5.552,8.0,,,,
2646,03/08/22 02:30:00 PM,5.450,6.0,,,,
2647,03/08/22 03:00:00 PM,5.655,4.0,,,,
2648,03/08/22 03:30:00 PM,5.655,2.0,,,,
2649,03/08/22 04:00:00 PM,5.860,2.0,,,,
2650,03/08/22 04:30:00 PM,5.655,0.0,,,,
2651,03/08/22 05:00:00 PM,5.757,0.0,,,,
2652,03/08/22 05:30:00 PM,5.757,0.0,,,,
2653,03/08/22 06:00:00 PM,5.757,0.0,,,,
2654,03/08/22 06:30:00 PM,5.655,0.0,,,,
2655,03/08/22 07:00:00 PM,5.757,0.0,,,,
2656,03/08/22 07:30:00 PM,5.757,0.0,,,,
2657,03/08/22 08:00:00 PM,5.757,0.0,,,,
2658,03/08/22 08:30:00 PM,5.757,0.0,,,,
2659,03/08/22 09:00:00 PM,5.757,0.0,,,,
2660,03/08/22 09:30:00 PM,5.860,0.0,,,,
2661,03/08/22 10:00:00 PM,5.860,0.0,,,,
2662,03/08/22 10:30:00 PM,5.860,0.0,,,,
2663,03/08/22 11:00:00 PM,5.860,0.0,,,,
2664,03/08/22 11:30:00 PM,5.860,0.0,,,,
2665,03/09/22 12:00:00 AM,5.860,0.0,,,,
2666,03/09/22 12:30:00 AM,5.860,0.0,,,,
2667,03/09/22 01:00:00 AM,5.860,0.0,,,,
2668,03/09/22 01:30:00 AM,5.860,0.0,,,,
2669,03/09/22 02:00:00 AM,5.860,0.0,,,,
2670,03/09/22 02:30:00 AM,5.860,0.0,,,,
2671,03/09/22 03:00:00 AM,5.860,0.0,,,,
2672,03/09/22 03:30:00 AM,5.860,0.0,,,,
2673,03/09/22 04:00:00 AM,5.860,0.0,,,,
2674,03/09/22 04:30:00 AM,5.860,0.0,,,,
2675,03/09/22 05:00:00 AM,5.860,0.0,,,,
2676,03/09/22 05:30:00 AM,5.860,0.0,,,,
2677,03/09/22 06:00:00 AM,5.860,0.0,,,,
2678,03/09/22 06:30:00 AM,5.757,0.0,,,,
2679,03/09/22 07:00:00 AM,5.860,0.0,,,,
2680,03/09/22 07:30:00 AM,5.757,0.0,,,,
2681,03/09/22 08:00:00 AM,5.860,0.0,,,,
2682,03/09/22 08:30:00 AM,5.860,0.0,,,,
2683,03/09/22 09:00:00 AM,5.757,0.0,,,,
2684,03/09/22 09:30:00 AM,5.757,10.0,,,,
2685,03/09/22 10:00:00 AM,5.655,13.0,,,,
2686,03/09/22 10:30:00 AM,5.450,14.0,,,,
2687,03/09/22 11:00:00 AM,5.347,17.0,,,,
2688,03/09/22 11:30:00 AM,5.450,17.0,,,,
2689,03/09/22 12:00:00 PM,5.450,17.0,,,,
2690,03/09/22 12:30:00 PM,5.552,16.0,,,,
2691,03/09/22 01:00:00 PM,5.655,10.0,,,,
2692,03/09/22 01:30:00 PM,5.552,10.0,,,,
