Site ,Location,Type,Date,Temp,Cond ,O2,SatPer,Bact,pH,TSS,Tot P,DIP,NO2NO3,NH4,NtoP,Secchi,Month,Year
14,College Landing,Tidal Creek,13-Jul,31.8,700,18.7,200,100,8.03,104,11.07,12.28,1.8,6.3,1,7,7,2013
14,College Landing,Tidal Creek,13-Oct,11.6,3831,7.66,70,66,7.22,12.5,2.14,1.83,0.9,3.3,2,39,10,2013
14,College Landing,Tidal Creek,14-Jan,3.5,719,10.73,81,0,6.9,14.8,2.83,1.26,2.3,1.6,3,46,1,2014
14,College Landing,Tidal Creek,14-Apr,24.6,687,8.2,99,0,7.34,34,4.38,0.86,4.4,1.3,7,20,4,2014
14,College Landing,Tidal Creek,14-Jul,29.1,1569,6.61,85,0,7.63,21.6,3.84,2.19,3.8,0.7,2,28,7,2014
14,College Landing,Tidal Creek,14-Oct,23.5,5990,10.35,122,0,7.9,14.3,2.7,1.17,2.2,0.8,3,19,10,2014
14,College Landing,Tidal Creek,15-Jan,3.9,1044,10.73,82,0,7.45,10.3,2.66,0.97,3.4,2.6,6,39,1,2015
14,College Landing,Tidal Creek,15-Apr,15.7,698,8.05,85.2,0,7.31,16,2.08,1.81,0.9,1.9,2,41,4,2015
14,College Landing,Tidal Creek,15-Jul,23.6,1240,3.88,46,0,7.38,26.4,5.19,3.17,1.7,6.7,3,24,7,2015
14,College Landing,Tidal Creek,15-Oct,18.5,1877,8.28,88.5,0,8.09,7.142857143,1.78,2,17.5,0.6,9,40,10,2015
14,College Landing,Tidal Creek,16-Jan,8,752,10.34,88,0,7.62,9.6,1.03,0.84,3.6,0.1,4,29,1,2016
14,College Landing,Tidal Creek,16-Apr,18.5,380,8.44,91,0,7.02,125.5,1.78,1.99,34.6,0,17,18,4,2016
14,College Landing,Tidal Creek,16-Jul,30.4,809,9.73,132,33,7.71,17.3,0.69,2.33,2.2,0.2,1,29,7,2016
14,College Landing,Tidal Creek,16-Oct,16.5,1403,11.55,121,0,7.51,18.4,1.79,2.15,0.1,0.1,0,28,10,2016
14,College Landing,Tidal Creek,17-Jan,2.5,1587,13.46,100,0,7.84,17.8,0.42,1.24,0.6,0,0,43,1,2017
14,College Landing,Tidal Creek,17-Apr,15.2,2432,6.24,62,0,7.52,14,0.97,1.75,1.7,1.1,2,31,4,2017
14,College Landing,Tidal Creek,17-Jul,26.7,1377,2.84,35,0,7.24,10.8,2.49,3.34,0,0.8,0,26,7,2017
14,College Landing,Tidal Creek,17-Oct,18.6,6410,7.57,81,0,7.66,42,2.38,1.38,0.6,0,0,20,10,2017
14,College Landing,Tidal Creek,18-Jan,8.4,1102,14.22,122,0,8.15,61.2,2.3,2.12,1.6,0,1,25,1,2018
14,College Landing,Tidal Creek,18-Apr,18.2,1532,12.84,143,0,7.98,13.1,3.17,2.3,0.8,0,0,37,4,2018
14,College Landing,Tidal Creek,18-Jul,28.6,1030,7.3,94,0,7.55,31,2.09,2.83,6.1,2.2,3,22,7,2018
14,College Landing,Tidal Creek,18-Oct,10.8,703,10.42,94,33,7.08,27,2.58,1.11,1.2,0,1,22,10,2018
14,College Landing,Tidal Creek,19-Jan,6.2,568,13.48,109,0,7.32,7.7,2.3,2.12,6.92,0,3,56,1,2019
14,College Landing,Tidal Creek,19-Apr,16.8,548,5.7,59,33,7.69,23.7,0.53,0.91,12.1,0.1,13,42,4,2019
14,College Landing,Tidal Creek,19-Jul,26,726,3.5,43.1,0,7.17,7.7,2.3,2.86,5.6,10.2,6,28,7,2019
14,College Landing,Tidal Creek,19-Oct,19.5,3940,7.92,87,0,7.23,7.6,0.62,0.91,2.1,0,2,22,10,2019
14,College Landing,Tidal Creek,20-Jan,5.3,1700,10.18,81,0,7.71,14.3,0.12,0.88,3.8352,0.13,4,32,1,2020
14,College Landing,Tidal Creek,20-Apr,16.2,1138,8.3,85,100,7.34,13,0.89,0.97,7.8,0.51,9,30,4,2020
14,College Landing,Tidal Creek,20-Jul,32.1,1102,6.29,86,,7.59,19.8,0.67,1.5,15.7,3.27,12,25,7,2020
14,College Landing,Tidal Creek,20-Oct,17.8,658,6.04,62,,6.75,0.4,0.62,1.7,15,0.52,9,42,7,2020
14,College Landing,Tidal Creek,21-Jan,5.6,442,12.44,100,,7.17,5.6,3.84,0.77,1.9,1.8,5,45,1,2021
14,College Landing,Tidal Creek,21-Apr,21,673,7.53,82,0,7.17,21.2,1.88,0.86,1.4,0.5,2,20,4,2021
15,Mimosa Drive,Stream,4-Oct,14.8,785,8.3,82,33,7.58,4.2,0.31,0.37,13.9,0,38,-9999,10,2004
15,Mimosa Drive,Stream,5-Jan,2.5,452,12.4,91,33,7.43,0.8,0.47,0.15,17,1.3,123,-9999,1,2005
15,Mimosa Drive,Stream,5-Apr,14.5,778,10,98,33,7.25,2.3,8.6,0.07,21.2,0.3,322,-9999,4,2005
15,Mimosa Drive,Stream,5-Jul,22.6,746,6.7,78,100,7.53,1.7,0.26,0.54,15.3,2,32,-9999,7,2005
15,Mimosa Drive,Stream,5-Oct,12.1,685,8.9,83,264,7.64,2.3,0.27,1.16,21.3,1.2,19,-9999,10,2005
15,Mimosa Drive,Stream,6-Jan,8.7,725,10.5,93,0,7.35,0.2,0.33,0.14,19.6,0.5,146,-9999,1,2006
15,Mimosa Drive,Stream,6-Apr,15,730,8.4,83,33,7.57,5.3,0.39,9.21,11.7,1.1,1,-9999,4,2006
15,Mimosa Drive,Stream,6-Jul,25.3,675,5,62,132,7.81,11.3,0.52,1.16,37.3,4.3,36,95,7,2006
15,Mimosa Drive,Stream,6-Oct,11.7,784,9.6,88,0,7.46,1.4,0.26,0.31,37.7,0.9,126,120,10,2006
15,Mimosa Drive,Stream,7-Jan,4.3,750,11.6,90,33,7.57,1.6,0.27,0.14,52.5,1.6,386,120,1,2007
15,Mimosa Drive,Stream,7-Apr,17.8,742,8.57,90,166,7.73,1.7,0.45,0.33,18.9,0.6,60,120,4,2007
15,Mimosa Drive,Stream,7-Jul,20.8,677,5.6,62,33,7.72,4.6,0.8,1.24,18,7.9,21,120,7,2007
15,Mimosa Drive,Stream,7-Oct,20.5,657,3.9,43,300,7.57,2,0.73,1.47,24.3,0,17,120,10,2007
15,Mimosa Drive,Stream,8-Jan,6.5,686,10.63,86,0,6.99,0.5,-9999,0.64,6.2,0,10,120,1,2008
15,Mimosa Drive,Stream,8-Apr,13.1,745,8.1,77,33,6.7,4.9,0.98,0.14,72.7,0.7,75,120,4,2008
15,Mimosa Drive,Stream,8-Jul,23.4,596,5.7,69,0,7.1,8.1,1.95,1.44,7.7,8.1,11,105,7,2008
15,Mimosa Drive,Stream,8-Oct,9.2,1647,9.1,79,167,7.15,1,0.48,2.15,0,0,0,120,10,2008
15,Mimosa Drive,Stream,9-Jan,6.4,694,11,89,0,7.45,1.1,7.23,0.91,37.8,1.7,43,120,1,2009
15,Mimosa Drive,Stream,9-Apr,14.3,746,7.27,71,166,7.51,7.1,0.39,1.44,82.8,1.6,59,120,4,2009
15,Mimosa Drive,Stream,9-Jul,25.3,599,6.38,77,660,7.02,0.1,1.86,1.5,14.2,16.1,20,120,7,2009
15,Mimosa Drive,Stream,9-Oct,15.1,684,7.79,77,566,7.6,1.33,0.17,0.9,8.5,0,9,120,10,2009
15,Mimosa Drive,Stream,10-Jan,7.2,700,10.97,91,133,7.38,1.8,0.27,0.88,44.8,0.2,51,120,1,2010
15,Mimosa Drive,Stream,10-Apr,11.8,756,9.4,87,66,7.69,1.9,0.15,0.65,13,0,20,120,4,2010
15,Mimosa Drive,Stream,10-Jul,25.1,673,5.5,67,66,7.72,0.4,0.42,1.59,5.1,3.3,5,120,7,2010
15,Mimosa Drive,Stream,10-Oct,16.6,710,8.03,82,100,7.71,1.5,0.33,0.55,17.3,0.1,31,120,10,2010
15,Mimosa Drive,Stream,11-Jan,5.3,774,12.06,95,0,7.33,1.7,0.42,1.44,31.8,6.4,27,120,1,2011
15,Mimosa Drive,Stream,11-Apr,18.3,791,6.8,73,66,7.14,1.8,0.27,0.41,3.2,1.7,12,120,4,2011
15,Mimosa Drive,Stream,11-Jul,24.6,418,5.57,66.8,33,7.49,3.9,0.61,1.65,15.1,1.9,10,120,7,2011
15,Mimosa Drive,Stream,11-Oct,13.5,686,8.03,77,33,7.45,1.2,0.56,1.56,2.1,0,1,120,10,2011
15,Mimosa Drive,Stream,12-Jan,8.7,762,10.47,90,33,7.1,2.4,0.35,0.84,10.3,1.6,14,120,1,2012
15,Mimosa Drive,Stream,12-Apr,17.8,759,6.27,66,33,9.64,0.9,0.56,0.58,0,0,0,120,4,2012
15,Mimosa Drive,Stream,12-Jul,22.7,701,6.37,74,0,7.35,9.2,0.5,0.9,21.3,0.6,24,120,7,2012
15,Mimosa Drive,Stream,12-Oct,13.5,726,7.59,73,0,7.17,2.4,0.74,0.58,21.3,0.6,38,120,10,2012
15,Mimosa Drive,Stream,13-Jan,4.2,743,11.84,91,33,6.83,1.8,0.34,0.05,51.4,1,1045,120,1,2013
15,Mimosa Drive,Stream,13-Apr,14.2,725,7.7,75,33,6.89,10.1,1.14,0.53,6.5,1.5,15,120,4,2013
15,Mimosa Drive,Stream,13-Jul,22,760,6.44,74,33,7.34,2.8,0.48,0.48,23.3,0.5,50,120,7,2013
15,Mimosa Drive,Stream,13-Oct,12.7,713,7.73,73,33,7.45,2.6,0.54,0.43,1.9,0,4,120,10,2013
15,Mimosa Drive,Stream,14-Jan,8.2,742,9.67,83,100,7.64,2.2,0.52,0.43,4.2,0,10,120,1,2014
15,Mimosa Drive,Stream,14-Apr,16.5,748,9.28,95,100,7.14,2.1,0.61,0.4,23.4,1.2,61,120,4,2014
15,Mimosa Drive,Stream,14-Jul,21.9,738,6.67,76,0,7.63,10.8,0.38,0.67,16.9,0.3,26,120,7,2014
15,Mimosa Drive,Stream,14-Oct,19.1,720,660,71.5,33,7.77,6.5,0.37,0.47,11.3,0,24,120,10,2014
15,Mimosa Drive,Stream,15-Jan,5.3,745,11.13,88,0,7.33,2,0.37,0.15,26,0,178,120,1,2015
15,Mimosa Drive,Stream,15-Apr,15.5,750,9.24,90.2,0,7.42,1.6,0.09,0.42,12.1,0.5,30,120,4,2015
15,Mimosa Drive,Stream,15-Jul,21.3,748,8.33,94,0,7.21,3.7,0.31,0.64,30,0,47,120,7,2015
15,Mimosa Drive,Stream,15-Oct,13.4,750,8.42,80.9,33,8.12,1.1,0.16,0.46,18.8,0.5,42,120,10,2015
15,Mimosa Drive,Stream,16-Jan,3.9,771,10.94,84,0,7.49,9,0.12,0.69,38.7,6.9,66,120,1,2016
15,Mimosa Drive,Stream,16-Apr,15.6,619,9.67,98,33,7.6,1.2,0.12,0.57,29.2,0,51,120,4,2016
15,Mimosa Drive,Stream,16-Jul,21.4,651,6.6,76,33,7.53,1.6,0.21,0.51,42.9,0.1,84,120,7,2016
15,Mimosa Drive,Stream,16-Oct,15.5,644,7.04,73,0,7.36,1.6,0.25,0.68,14.3,0,21,120,10,2016
15,Mimosa Drive,Stream,17-Jan,9.2,752,10.93,98,0,7.55,3.6,0.2,0.86,23.6,0,28,120,1,2017
15,Mimosa Drive,Stream,17-Apr,20.9,763,9.04,102,0,7.64,1.5,0.12,0.71,10.6,0.8,16,120,4,2017
15,Mimosa Drive,Stream,17-Jul,23.6,597,6.13,71,100,7.87,1.8,0.39,1.6,10.4,1.2,7,120,7,2017
15,Mimosa Drive,Stream,17-Oct,18.6,522,7.13,76,0,7.52,0.7,0.29,0.64,11.2,0,17,120,10,2017
15,Mimosa Drive,Stream,18-Jan,7.4,795,9.81,82,66,7.31,1.8,0.33,0.63,2.2,3.3,9,120,1,2018
15,Mimosa Drive,Stream,18-Apr,9.6,686,12.83,119,33,7.53,2.2,0.41,1.58,5.2,0,3,120,4,2018
15,Mimosa Drive,Stream,18-Jul,24.7,670,8.08,97,132,7.25,3.6,0.38,1.39,16.2,1.9,13,120,7,2018
15,Mimosa Drive,Stream,18-Oct,13.1,640,9.32,88,33,6.93,1.8,0.44,0.29,15.1,0,52,120,10,2018
15,Mimosa Drive,Stream,19-Jan,8.2,744,12.56,97,0,7.32,3.4,0.33,0.63,26.05,1.88,45,120,1,2019
15,Mimosa Drive,Stream,19-Apr,14.3,727,8,78,33,7.49,1.8,0.11,0.34,44.7,0,133,120,4,2019
15,Mimosa Drive,Stream,19-Jul,25.4,592,6.82,83.3,0,7.24,3.4,0.33,0.48,18.8,1.7,42,120,7,2019
15,Mimosa Drive,Stream,19-Oct,16.7,697,9.17,94,33,7.41,0.3,0.29,0.38,9.9,0,26,120,10,2019
15,Mimosa Drive,Stream,20-Jan,5.3,703,11,87,0,6.54,1.8,0.05,0.09,13.2056,0.13,151,120,1,2020
15,Mimosa Drive,Stream,20-Apr,12,690,9.1,85,0,7.12,1.5,0.27,0.51,26.1,0,51,120,4,2020
15,Mimosa Drive,Stream,20-Jul,24.6,683,5.55,67,0,7.21,3.4,0.42,0.4,24,2.45,71,120,7,2020
15,Mimosa Drive,Stream,20-Oct,17.5,705,8.11,84,,6.66,0.8,0.24,0.8,22.8,0.52,28,120,7,2020
15,Mimosa Drive,Stream,21-Jan,8.7,721,10.88,93,,6.98,0.9,1.38,0.28,5.9,0.5,23,120,1,2021
15,Mimosa Drive,Stream,21-Apr,15.5,739,9.93,100,33,6.98,3.5,0.36,0.2,3.2,0.2,17,120,4,2021
16,CW Ponds,Pond,4-Oct,17.5,827,7.82,82,0,7.73,17.2,2.49,0.45,0,0,0,-9999,10,2004
16,CW Ponds,Pond,5-Jan,4,345,12.6,96,133,7.66,14.1,2.73,1.26,15.1,3.1,14,-9999,1,2005
16,CW Ponds,Pond,5-Apr,19,583,9.5,103,33,7.9,21.3,12.99,0.16,0,4.7,28,-9999,4,2005
16,CW Ponds,Pond,5-Jul,31.1,792,5.2,70,0,7.63,17.2,1.38,3.41,32.1,2.5,10,-9999,7,2005
16,CW Ponds,Pond,5-Oct,13.5,1035,8.7,84,33,7.96,19.2,1.84,4.99,32.4,0.8,7,-9999,10,2005
16,CW Ponds,Pond,6-Jan,7.5,639,12.5,114,0,7.79,9.4,2.34,0.5,9,1.4,21,-9999,1,2006
16,CW Ponds,Pond,6-Apr,19.9,558,9.2,101,166,7.97,8.3,1.52,4.29,8.9,2,3,-9999,4,2006
16,CW Ponds,Pond,6-Jul,33.6,891,7.5,106,0,8.34,8.9,0.83,3.97,3.7,3.5,2,49,7,2006
16,CW Ponds,Pond,6-Oct,12.7,733,10.9,103,0,7.57,7.9,0.82,0.26,131.9,1.6,514,56,10,2006
16,CW Ponds,Pond,7-Jan,4.8,676,14.5,114,0,8.13,3,1.22,0.29,26.9,0.7,95,60,1,2007
16,CW Ponds,Pond,7-Apr,23,543,11.3,131,133,8.25,10.8,0.85,0.28,4.8,0.7,20,45,4,2007
16,CW Ponds,Pond,7-Jul,29.5,1029,6.9,90,33,8.43,11.8,1.42,1.29,4.9,5.8,8,63,7,2007
16,CW Ponds,Pond,7-Oct,22.3,1076,6.3,73,100,8.04,6.7,1.28,1.81,45.7,0.2,25,59,10,2007
16,CW Ponds,Pond,8-Jan,6.4,794,14.36,117,0,7.43,4.4,-9999,0.46,2.5,4.5,15,60,1,2008
16,CW Ponds,Pond,8-Apr,18.7,646,9.2,99,133,6.87,13.9,2,0.57,5.6,0.2,3,53,4,2008
16,CW Ponds,Pond,8-Jul,26.5,1021,5.1,62,0,7.25,20,9.4,3.12,3.6,5,3,32,7,2008
16,CW Ponds,Pond,8-Oct,10.4,1168,10.8,97,100,7.9,9.4,1.68,4.39,13.3,0,58,42,10,2008
16,CW Ponds,Pond,9-Jan,6.1,923,13.5,109,33,7.89,5.2,2.88,1.23,25.1,1.5,22,65,1,2009
16,CW Ponds,Pond,9-Apr,20.9,833,5.56,62.3,0,7.66,12.1,1.4,3.12,178.8,0.3,57,49,4,2009
16,CW Ponds,Pond,9-Jul,28.5,1000,12,155,33,7.22,7.7,2.38,1.52,1.2,2.9,3,40,7,2009
16,CW Ponds,Pond,9-Oct,18.8,1165,7.23,78,0,8.02,13.64,0.49,2.57,28.6,1.3,12,45,10,2009
16,CW Ponds,Pond,10-Jan,7.1,426,11.46,95,66,7.34,18,0.9,2.16,20.7,0.7,10,24,1,2010
16,CW Ponds,Pond,10-Apr,17.5,745,8.04,86,0,7.9,7.2,0.49,1.1,6,0,5,50,4,2010
16,CW Ponds,Pond,10-Jul,29.8,1224,2.66,35,33,8.2,2,0.44,15.49,20.2,29.6,3,65,7,2010
16,CW Ponds,Pond,10-Oct,18.1,825,8.02,85,33,8.04,3.5,0.65,2.12,25,0.2,12,54,10,2010
16,CW Ponds,Pond,11-Jan,5.2,803,13.73,108,0,7.49,4.8,1.1,1.53,15.9,11.8,18,72,1,2011
16,CW Ponds,Pond,11-Apr,23.7,810,8.07,96,0,7.43,12.8,0.64,0.64,9,2.1,17,61,4,2011
16,CW Ponds,Pond,11-Jul,29.7,773,4.57,60.5,66,7.8,12.44,2.13,6.65,18.5,18.1,5,25,7,2011
16,CW Ponds,Pond,11-Oct,16.7,761,6.69,69,0,7.7,15.4,2.57,2.93,8.2,0,3,31,10,2011
16,CW Ponds,Pond,12-Jan,7.9,819,13.41,113,0,7.43,12.3,2.39,0.59,7.4,0,13,41,1,2012
16,CW Ponds,Pond,12-Apr,21.9,711,11.15,128,0,7.19,6,1.28,0.58,0.3,19.9,35,103,4,2012
16,CW Ponds,Pond,12-Jul,26.8,380,4.99,63,0,7.09,29.1,3.58,6.84,14.4,10.4,4,52,7,2012
16,CW Ponds,Pond,12-Oct,17.4,1004,7.14,75,0,7.31,13.5,2.88,0.62,14.4,0.5,24,31,10,2012
16,CW Ponds,Pond,13-Jan,5.4,643,12.78,101,0,6.84,13.6,2.81,2.25,6.4,2,4,51,1,2013
16,CW Ponds,Pond,13-Apr,18.7,654,8.51,92,100,7,10,1.46,0.67,2.8,3.5,9,67,4,2013
16,CW Ponds,Pond,13-Jul,29.8,638,4.69,62,0,7.48,12.7,2.58,1,4.4,5.3,10,60,7,2013
16,CW Ponds,Pond,13-Oct,14.5,844,9,89,0,7.78,9.8,1.38,1.06,2.9,4.8,7,58,10,2013
16,CW Ponds,Pond,14-Jan,7,554,12.78,103,0,7.79,9.8,1.96,0.63,4.8,0.9,9,53,1,2014
16,CW Ponds,Pond,14-Apr,21.1,570,9.82,111,0,7.39,9.6,1.2,0.4,2.9,2.2,13,68,4,2014
16,CW Ponds,Pond,14-Jul,27.7,823,4.87,62,0,7.94,8.4,1.62,1.52,6.9,1.8,6,67,7,2014
16,CW Ponds,Pond,14-Oct,22.1,844,7.87,90.4,0,8.19,17.4,2.27,0.47,2.9,0.8,8,38,10,2014
16,CW Ponds,Pond,15-Jan,5.5,481,13.3,106,0,7.83,13,2.74,0.58,1.9,0.6,4,32,1,2015
16,CW Ponds,Pond,15-Apr,20,488.3,9.06,99.9,0,7.93,6.2,0.59,1.07,1.8,1.7,3,73,4,2015
16,CW Ponds,Pond,15-Jul,27.4,637,4.86,67,0,7.63,14.2,1.76,1.34,5.4,3,6,67,7,2015
16,CW Ponds,Pond,15-Oct,15.6,782,9.7,97.8,0,8.63,3.466666667,0.95,0.42,3.4,0.5,9,49,10,2015
16,CW Ponds,Pond,16-Jan,4.7,751,14.09,110,0,7.87,3,0.65,0.64,11.4,0.4,19,42,1,2016
16,CW Ponds,Pond,16-Apr,22.7,531,13.22,154,0,7.9,3.1,0.38,0.47,35,0,74,29,4,2016
16,CW Ponds,Pond,16-Jul,29.1,589,7.14,95,0,7.92,6.2,0.47,0.84,16.8,0.4,21,36,7,2016
16,CW Ponds,Pond,16-Oct,17.2,631,12.04,128,0,7.93,10.9,1.04,1.07,11.1,0.3,11,32,10,2016
16,CW Ponds,Pond,17-Jan,5.1,335,12.13,98,0,8.07,11.2,0.72,1.03,5.3,0.4,5,46,1,2017
16,CW Ponds,Pond,17-Apr,19.3,620,9.33,102,0,7.85,14,0.52,0.9,5.1,3.9,10,29,4,2017
16,CW Ponds,Pond,17-Jul,30.6,797,5.47,73,0,8.08,24.3,1.89,1.6,2.5,1.6,3,35,7,2017
16,CW Ponds,Pond,17-Oct,20.3,786,11.04,122,0,8.32,9.1,1.14,0.64,0.5,0,1,40,10,2017
16,CW Ponds,Pond,18-Jan,8,564,10.85,92,0,7.66,19.7,1.34,2.46,3.1,0.6,2,68,1,2018
16,CW Ponds,Pond,18-Apr,12.2,823,10.26,101,0,7.85,7.4,1.64,1.15,4.7,0,4,50,4,2018
16,CW Ponds,Pond,18-Jul,30.6,1110,7.41,99,99,8.21,15.3,1.26,2.01,1.2,3.1,2,56,7,2018
16,CW Ponds,Pond,18-Oct,15.1,627,10.08,101,0,7.61,12.3,1.13,0.63,4.9,0,8,56,10,2018
16,CW Ponds,Pond,19-Jan,6,548,13.56,108,33,7.61,10,1.34,2.46,7.29,0.1,3,60,1,2019
16,CW Ponds,Pond,19-Apr,19.8,505,6.7,73,0,7.38,16.4,0.36,0.91,23.5,0,26,73,4,2019
16,CW Ponds,Pond,19-Jul,32.4,574,2.41,33,33,7.64,10,1.34,1.98,14.3,7.2,11,41,7,2019
16,CW Ponds,Pond,19-Oct,18,534,8.67,91,66,7.62,6.2,0.65,1.78,13.3,0,7,56,10,2019
16,CW Ponds,Pond,20-Jan,6.2,718,13.96,114,66,7.08,6.2,0.07,0.13,3.128,0,24,37,1,2020
16,CW Ponds,Pond,20-Apr,16.9,596,10.9,113,0,7.31,12,0.68,0.74,26.3,0.38,36,27,4,2020
16,CW Ponds,Pond,20-Jul,31.1,618,4.84,65,0,7.43,4.8,0.48,1,7.4,2.45,9,33,7,2020
16,CW Ponds,Pond,20-Oct,21.1,468,8.59,96,,6.84,0.3,0.15,1.5,21.3,1.24,15,40,7,2020
16,CW Ponds,Pond,21-Jan,7.5,422,11.66,98,,7.25,7.8,3.41,0.68,3.5,0.9,6,29,1,2021
16,CW Ponds,Pond,21-Apr,18.9,642,9.23,100,0,7.25,7,0.68,0.25,2.2,1.2,13,45,4,2021
17,Tutters Neck,Pond,4-Oct,19.5,376,8.46,92,0,7.8,6.1,1.03,0.32,0,0,0,-9999,10,2004
17,Tutters Neck,Pond,5-Jan,5.3,220,12.9,102,233,7.7,6,0.91,0.2,6.6,0,34,-9999,1,2005
17,Tutters Neck,Pond,5-Apr,18.7,337,13.5,145,0,8.01,3.7,9.89,0.07,0,1.4,21,-9999,4,2005
17,Tutters Neck,Pond,5-Jul,31.6,314,7.5,102,33,7.68,7,1,0.54,1.1,4.9,11,-9999,7,2005
17,Tutters Neck,Pond,5-Oct,14.5,312,6.8,67,198,7.48,12,1.07,0.85,16,3.4,23,-9999,10,2005
17,Tutters Neck,Pond,6-Jan,8.2,327,13,118,100,8.01,2.5,1.14,0.18,0.2,0.6,4,-9999,1,2006
17,Tutters Neck,Pond,6-Apr,19.9,215,4.8,53,33,7.2,2.2,0.67,3.5,17.8,2,6,-9999,4,2006
17,Tutters Neck,Pond,6-Jul,33.3,211,11.8,164,0,8.83,5.6,0.47,0.31,6,4.2,33,44,7,2006
17,Tutters Neck,Pond,6-Oct,13.7,341,10.8,104,0,7.62,4.3,0.59,0.12,1.4,1.2,22,120,10,2006
17,Tutters Neck,Pond,7-Jan,5.2,387,15.5,123,0,7.9,2.1,0.36,0.1,12.2,0.6,128,120,1,2007
17,Tutters Neck,Pond,7-Apr,22.5,303,11.9,137,0,8.21,3,0.4,0.28,-0.1,0.6,2,120,4,2007
17,Tutters Neck,Pond,7-Jul,29.2,360,6.9,90,0,7.92,9,0.65,0.29,3,1.6,16,69,7,2007
17,Tutters Neck,Pond,7-Oct,22.5,287,8.6,100,66,8.08,0.6,1.04,0.49,24.3,0.1,50,55,10,2007
17,Tutters Neck,Pond,8-Jan,5.4,349,14.25,113,0,7.41,-9999,-9999,0.32,3.7,7.2,34,120,1,2008
17,Tutters Neck,Pond,8-Apr,18.8,287,7,75,0,6.61,6.2,0.63,0,3.7,1.1,7,120,4,2008
17,Tutters Neck,Pond,8-Jul,26.8,317,5.4,64,33,6.96,6.8,2.63,0.34,0.5,0,1,85,7,2008
17,Tutters Neck,Pond,8-Oct,11.4,287,10.6,97,0,7.83,7.1,1.11,0.69,10.2,0,7,49,10,2008
17,Tutters Neck,Pond,9-Jan,5.9,351,15,120,0,7.78,4.3,3.69,0.64,39.2,1.6,64,73,1,2009
17,Tutters Neck,Pond,9-Apr,21.7,226,17.75,200,0,8.48,8.6,0.37,0.34,19.6,2.6,66,120,4,2009
17,Tutters Neck,Pond,9-Jul,33.1,207,12.72,177,0,7.75,0.8,0.61,0,7.8,1.4,-9999,55,7,2009
17,Tutters Neck,Pond,9-Oct,19.5,280,7.87,86,66,7.84,10,0.56,7.88,14.7,47.1,8,43,10,2009
17,Tutters Neck,Pond,10-Jan,8.1,321,10.83,91,100,7.31,9.7,0.61,0.98,11.5,0.8,13,42,1,2010
17,Tutters Neck,Pond,10-Apr,18.4,332,15.76,168,0,8.49,0.8,0.17,0.55,0.1,0,0,120,4,2010
17,Tutters Neck,Pond,10-Jul,31.6,303,11.06,151,0,8.16,2.2,0.36,0.68,12.5,5.1,26,50,7,2010
17,Tutters Neck,Pond,10-Oct,18.4,264,10.2,109,33,8.09,1.8,0.5,0.55,12.9,1.6,26,80,10,2010
17,Tutters Neck,Pond,11-Jan,5.1,530,12.82,101,0,7.46,2.3,0.47,0.91,12.9,17.1,33,86,1,2011
17,Tutters Neck,Pond,11-Apr,23.9,330,6.46,75,0,7.5,3.2,0.31,0.27,1.3,6,27,120,4,2011
17,Tutters Neck,Pond,11-Jul,30.8,212.7,7.66,103.8,0,7.94,20.4,2.23,0.5,1.3,1.3,5,43,7,2011
17,Tutters Neck,Pond,11-Oct,17.4,319,6.95,73,0,7.65,7.2,1.46,1.56,3,0.7,2,54,10,2011
17,Tutters Neck,Pond,12-Jan,6.9,398,14.52,119,0,7.52,2.6,0.44,0.72,1.3,1.1,3,90,1,2012
17,Tutters Neck,Pond,12-Apr,21.8,332,11.74,134,0,7.29,1.5,0.73,0.41,0,0,0,120,4,2012
17,Tutters Neck,Pond,12-Jul,33.3,174,9.63,134,0,7.9,25.1,1.25,0.6,2.4,3.4,10,43,7,2012
17,Tutters Neck,Pond,12-Oct,19.6,381,9.33,102,33,7.37,4.5,0.84,0.18,2.4,0.3,15,71,10,2012
17,Tutters Neck,Pond,13-Jan,5.2,329,9.07,72,0,6.7,7.2,0.54,0.2,8.4,5.1,67,97,1,2013
17,Tutters Neck,Pond,13-Apr,19.7,296,11,121,0,7,4.4,0.6,0.29,0.8,1.2,7,110,4,2013
17,Tutters Neck,Pond,13-Jul,29.9,337,7.11,94,0,7.52,2.1,0.53,0.14,1.3,0.7,14,120,7,2013
17,Tutters Neck,Pond,13-Oct,16.8,360,9.16,95,0,7.68,4.7,0.62,0.19,0.4,4.6,26,98,10,2013
17,Tutters Neck,Pond,14-Jan,6.5,347,11.55,94,0,7.63,5.5,0.77,0.34,1,0.4,4,91,1,2014
17,Tutters Neck,Pond,14-Apr,21,379,12.35,138,0,7.5,2.9,0.52,0.25,0.3,1.4,7,120,4,2014
17,Tutters Neck,Pond,14-Jul,28.7,316,6.96,90,0,7.76,2.1,0.47,0.48,0.7,0,1,120,7,2014
17,Tutters Neck,Pond,14-Oct,22.1,294.4,12.21,140.1,0,8.3,5.7,0.76,0.33,2.9,0.9,12,57,10,2014
17,Tutters Neck,Pond,15-Jan,6,347,13.18,106,33,7.85,12.8,0.74,0.19,4,0.7,24,40,1,2015
17,Tutters Neck,Pond,15-Apr,21.7,267,16.01,182.4,0,8.8,11,0.92,0.74,1,2.9,5,55,4,2015
17,Tutters Neck,Pond,15-Jul,26.8,288,11.17,140,0,7.64,4.6,0.66,0.25,1.2,0,5,84,7,2015
