Site ,Location,Type,Date,Temp,Cond ,O2,SatPer,Bact,pH,TSS,Tot P,DIP,NO2NO3,NH4,NtoP,Secchi,Month,Year
20,Kingsmill Pond,Pond,16-Oct,17.7,192,8.94,96,0,7.46,5.9,0.52,0.59,9.6,0,16,54,10,2016
20,Kingsmill Pond,Pond,17-Jan,6.7,311,11.11,91,33,7.8,8.3,0.41,0.94,2,0.2,2,79,1,2017
20,Kingsmill Pond,Pond,17-Apr,18.4,323,7.66,82,0,7.82,11.6,0.24,0.66,9,1.2,15,71,4,2017
20,Kingsmill Pond,Pond,17-Jul,29.1,272,6.15,80,0,7.53,5.8,0.74,1.02,0.2,0.8,1,74,7,2017
20,Kingsmill Pond,Pond,17-Oct,18.9,230,8.66,93,0,8.2,4.2,0.75,0.25,3.5,0,14,76,10,2017
20,Kingsmill Pond,Pond,18-Jan,8.7,289,10.38,89,33,7.74,7.6,0.69,0.67,4,2.8,10,59,1,2018
20,Kingsmill Pond,Pond,18-Apr,13.8,349,10.04,103,0,7.81,3.3,0.7,0.96,1.6,0,2,110,4,2018
20,Kingsmill Pond,Pond,18-Jul,28.9,327,7.23,94,0,7.31,6.5,0.78,0.38,0,4.5,12,81,7,2018
20,Kingsmill Pond,Pond,18-Oct,13.3,226,7.83,76,66,7.04,8.2,0.84,0.05,8.4,5.4,287,81,10,2018
20,Kingsmill Pond,Pond,19-Jan,6.1,299,12.55,99,0,7.52,3,0.69,0.67,20.64,0,31,83,1,2019
20,Kingsmill Pond,Pond,19-Apr,19.7,319,6.1,67,33,7.05,3,0.11,0.34,28.3,0,84,120,4,2019
20,Kingsmill Pond,Pond,19-Jul,29.7,229,5.85,77.1,0,7.05,3,0.69,0.1,0.2,0.2,5,39,7,2019
20,Kingsmill Pond,Pond,19-Oct,19.8,233,6,66,33,7.67,1.2,0.56,0.43,16.9,1.1,42,81,10,2019
20,Kingsmill Pond,Pond,20-Jan,6.3,278,11.54,94,0,7.78,2.4,0.13,0.04,6.0928,0.13,141,97,1,2020
20,Kingsmill Pond,Pond,20-Apr,17.2,302,8.6,89,33,7.28,2.3,0.36,0.14,12.5,0,91,120,4,2020
20,Kingsmill Pond,Pond,20-Jul,32.1,179,8.87,122,0,7.66,4.8,0.35,0.3,0.5,2.18,10,62,7,2020
20,Kingsmill Pond,Pond,20-Oct,19.5,194,5.6,61,,6.88,,0.29,0.8,9.7,0.82,13,78,7,2020
20,Kingsmill Pond,Pond,21-Jan,7.5,270,14,116,,7.28,9.6,3.14,0.63,2,1.2,5,32,1,2021
20,Kingsmill Pond,Pond,21-Apr,20.5,391,11.03,122,0,7.28,3.2,0.47,0.1,0.7,4,46,120,4,2021
21,Kingsmill Creek,Stream,4-Oct,15.5,253,6.66,67,0,7.12,5.1,1.34,0.41,2.3,0,6,-9999,10,2004
21,Kingsmill Creek,Stream,5-Jan,4.7,138,10.1,79,0,6.73,5,1.13,0.1,11.4,3.2,143,-9999,1,2005
21,Kingsmill Creek,Stream,5-Apr,16.3,228,7.3,75,0,6.71,3.8,10.46,0.4,2.2,3.4,14,-9999,4,2005
21,Kingsmill Creek,Stream,5-Jul,20.9,289,5,57,0,6.79,7.3,0.56,0.64,7.8,4.5,19,-9999,7,2005
21,Kingsmill Creek,Stream,5-Oct,14.2,280,5.7,56,0,6.75,8,0.45,0.79,3.4,2.3,7,-9999,10,2005
21,Kingsmill Creek,Stream,6-Jan,9.1,242,8.1,71,0,6.77,4.2,1.08,0.14,17.9,2.8,151,-9999,1,2006
21,Kingsmill Creek,Stream,6-Apr,13.8,217,6.8,66,0,6.84,12.6,1.07,3.98,47,1.3,12,-9999,4,2006
21,Kingsmill Creek,Stream,6-Jul,21.9,280,5.7,65,67,7.06,6.6,0.41,0.64,17.7,4.6,35,88,7,2006
21,Kingsmill Creek,Stream,6-Oct,12.8,273,6.2,58,0,6.79,4.3,0.04,0.21,21.8,2.5,114,120,10,2006
21,Kingsmill Creek,Stream,7-Jan,6.1,259,8.8,71,0,6.87,3.2,0.6,0.1,23.2,1.2,244,120,1,2007
21,Kingsmill Creek,Stream,7-Apr,15.1,251,9.61,95,33,7.22,3.6,0.4,0.33,7.7,0.6,25,120,4,2007
21,Kingsmill Creek,Stream,7-Jul,20.2,321,4.3,48,33,7.05,8.8,1.13,0.29,10.6,3.8,50,120,7,2007
21,Kingsmill Creek,Stream,7-Oct,14.1,317,5.1,50,0,6.93,3.1,0.67,0.24,16.2,0,66,120,10,2007
21,Kingsmill Creek,Stream,8-Jan,7.9,361,6.15,51.6,233,6.71,5,-9999,0.32,0,1.4,4,120,1,2008
21,Kingsmill Creek,Stream,8-Apr,14.9,238,5.5,55,33,6.39,15.8,1.19,0,14.2,20.6,29,120,4,2008
21,Kingsmill Creek,Stream,8-Jul,21.5,206,5.6,62,33,6.43,7.3,1.98,0.86,18.3,1.6,23,120,7,2008
21,Kingsmill Creek,Stream,8-Oct,11,313,7,63,0,6.83,7.4,0.7,0.77,17.3,1.3,14,120,10,2008
21,Kingsmill Creek,Stream,9-Jan,7.9,284,7.4,65,0,6.74,3.9,1.01,0.68,19.4,4.1,34,120,1,2009
21,Kingsmill Creek,Stream,9-Apr,14.6,337.8,5.64,55.4,0,6.81,9.9,1.02,0.86,49.8,3,61,120,4,2009
21,Kingsmill Creek,Stream,9-Jul,23.4,206,4.9,59,99,7.17,3.8,1.67,1.11,14.9,5.9,19,120,7,2009
21,Kingsmill Creek,Stream,9-Oct,17.1,394,3.19,33,133,6.79,11.4,0.3,0.41,13,6.5,48,120,10,2009
21,Kingsmill Creek,Stream,10-Jan,8.5,215,9.63,82,33,6.78,1.7,0.22,0.64,1.6,0,3,120,1,2010
21,Kingsmill Creek,Stream,10-Apr,13.4,236,8.65,83,33,7.14,4.8,0.05,0.8,2.9,0,4,120,4,2010
21,Kingsmill Creek,Stream,10-Jul,23.8,203,5.28,62,66,7.04,4.2,0.79,1.08,10.1,3.1,12,82,7,2010
21,Kingsmill Creek,Stream,10-Oct,15.2,321,7.81,78,166,7.1,5.4,0.62,0.05,4.9,0.7,123,120,10,2010
21,Kingsmill Creek,Stream,11-Jan,6.1,293,10.58,85,0,6.71,1.7,0.7,0.81,8.2,21.1,36,120,1,2011
21,Kingsmill Creek,Stream,11-Apr,18.3,325,5.82,62,33,7.39,6.2,0.47,0.36,3.2,17.4,56,120,4,2011
21,Kingsmill Creek,Stream,11-Jul,25,192.9,6.1,73.3,0,7.73,9.2,1.12,1.05,10.8,3.4,13,61,7,2011
21,Kingsmill Creek,Stream,11-Oct,16,265,7.42,75,0,7.49,2.2,1.09,1.09,0,0,0,120,10,2011
21,Kingsmill Creek,Stream,12-Jan,9.1,270,9.6,83,0,6.57,2.4,0.84,0.46,3.8,1.3,11,120,1,2012
21,Kingsmill Creek,Stream,12-Apr,16.4,301,6.63,68,0,6.48,2.9,0.84,0.33,0,0.3,1,120,4,2012
21,Kingsmill Creek,Stream,12-Jul,22.3,249,5.93,68,0,6.79,4.4,0.8,1.55,5.2,1.2,4,120,7,2012
21,Kingsmill Creek,Stream,12-Oct,15.5,303,7.71,77,0,6.71,3.8,1.22,0.58,5.2,0.6,10,72,10,2012
21,Kingsmill Creek,Stream,13-Jan,7.5,265,10.71,89,0,6.35,3.7,0.61,0,5.7,2.7,0,120,1,2013
21,Kingsmill Creek,Stream,13-Apr,15,212,8.73,86,0,6.42,6,0.88,0.72,7.2,2.2,13,120,4,2013
21,Kingsmill Creek,Stream,13-Jul,23.3,268,6.44,7,0,6.97,4.9,1.17,0.33,12.2,2.2,43,120,7,2013
21,Kingsmill Creek,Stream,13-Oct,12.5,390,9.07,86,0,6.8,2.3,0.6,0.1,10.1,27.7,392,120,10,2013
21,Kingsmill Creek,Stream,14-Jan,8.3,230,10.23,87,0,6.62,2.8,0.6,0.34,0.6,0,2,120,1,2014
21,Kingsmill Creek,Stream,14-Apr,17.4,250,8.41,88,0,6.71,3.8,0.66,0.56,10.8,3.4,26,120,4,2014
21,Kingsmill Creek,Stream,14-Jul,20.5,276,6.9,76,0,7.32,3.9,1.09,0.52,7.9,0,15,120,7,2014
21,Kingsmill Creek,Stream,14-Oct,18.3,295.8,6.76,71.8,0,7.38,2.7,1.07,0.33,8.2,0,25,120,10,2014
21,Kingsmill Creek,Stream,15-Jan,6.4,257,10.49,85,0,7.68,3.4,0.81,0.19,4.2,0,22,120,1,2015
21,Kingsmill Creek,Stream,15-Apr,17.2,243.9,8.3,77.8,0,7.22,3.6,0.42,0.56,0,0.7,1,120,4,2015
21,Kingsmill Creek,Stream,15-Jul,20.3,239,7.12,79,0,7.45,3,0.68,0.69,7.5,0.2,11,120,7,2015
21,Kingsmill Creek,Stream,15-Oct,16.1,305.1,7.14,72,0,7.57,1.1,0.13,0.23,7,0.5,33,120,10,2015
21,Kingsmill Creek,Stream,16-Jan,9.3,111,8.37,73,0,6.95,3,0.19,0.74,4.3,0,6,111,1,2016
21,Kingsmill Creek,Stream,16-Apr,17.5,32,9.13,96,0,7.48,19,0.48,0.47,16.8,0,35,26,4,2016
21,Kingsmill Creek,Stream,16-Jul,20.9,260,5.26,60,0,7.15,3.8,0.19,0.7,69.2,2.2,102,120,7,2016
21,Kingsmill Creek,Stream,16-Oct,14,263,6.48,65,0,6.98,4.7,0.37,0.49,12.5,0,26,120,10,2016
21,Kingsmill Creek,Stream,17-Jan,7.4,241,8.74,73,0,6.93,2.9,0.12,0.86,6.1,1.7,9,120,1,2017
21,Kingsmill Creek,Stream,17-Apr,13.8,277,6.14,60,66,7.21,4.6,0.23,0.99,1.2,1.5,3,120,4,2017
21,Kingsmill Creek,Stream,17-Jul,20.5,325,2.83,31,0,7.14,8,0.97,0.87,3.3,2,6,120,7,2017
21,Kingsmill Creek,Stream,17-Oct,16.8,215,5.87,60,0,7.25,3.2,0.85,0.64,2.7,0,4,120,10,2017
21,Kingsmill Creek,Stream,18-Jan,8.1,325,8.25,70,0,7.23,4.4,0.42,0.58,1.2,2.6,7,120,1,2018
21,Kingsmill Creek,Stream,18-Apr,10.6,251,6.04,57,0,7.05,2.8,1.18,1.39,1.6,0,1,120,4,2018
21,Kingsmill Creek,Stream,18-Jul,19.9,395,8.83,98,0,6.53,11.2,0.36,0.34,2.8,9.3,36,120,7,2018
21,Kingsmill Creek,Stream,18-Oct,13.6,277,5.54,53,0,6.52,5.3,1.03,0.05,5.1,2.9,167,120,10,2018
21,Kingsmill Creek,Stream,19-Jan,8,241,10.86,92,0,7.36,1.2,0.42,0.58,8.5,1.88,18,120,1,2019
21,Kingsmill Creek,Stream,19-Apr,15.6,222,6.7,67,0,7.09,6.3,0.27,0.82,19.4,4.7,30,120,4,2019
21,Kingsmill Creek,Stream,19-Jul,24.4,78,6.51,78,0,7.23,1.2,0.42,0.73,11.5,6.2,24,54,7,2019
21,Kingsmill Creek,Stream,19-Oct,16.3,288,7.67,78,33,7.38,1.2,0.56,0.1,1.4,0.5,19,120,10,2019
21,Kingsmill Creek,Stream,20-Jan,8.5,245,7.4,64,0,6.42,5.8,0.01,0.04,3.128,0,71,120,1,2020
21,Kingsmill Creek,Stream,20-Apr,14.6,262,8.3,82,33,7.13,4.2,0.42,0.14,4.3,0,31,120,4,2020
21,Kingsmill Creek,Stream,20-Jul,24.8,93,6.47,78,0,7.62,5.4,0.45,0.6,2.5,2.32,9,68,7,2020
21,Kingsmill Creek,Stream,20-Oct,17.7,191,7.65,80,,6.87,,0.34,0.2,13.4,0,69,120,7,2020
21,Kingsmill Creek,Stream,21-Jan,7.7,173,10.8,91,,7.41,3.4,1.62,0.32,3,1.8,15,120,1,2021
21,Kingsmill Creek,Stream,21-Apr,16.5,167,9.22,92,0,7.41,3.8,0.57,0.45,1.9,5.2,16,120,4,2021
22,Bloody Ravine,Stream,4-Oct,16.4,539,8.39,86,-9999,7.34,2.1,0.47,0.37,76.1,0,208,-9999,10,2004
22,Bloody Ravine,Stream,5-Jan,4.9,337,12.1,95,0,7.37,3.1,0.54,0.01,47.6,12.7,6287,-9999,1,2005
22,Bloody Ravine,Stream,5-Apr,15.1,538,9.6,96,66,7.2,1.5,7.42,0.07,24.1,9.1,498,-9999,4,2005
22,Bloody Ravine,Stream,5-Jul,21.1,530,7.6,86,33,7.51,2.9,0.38,0.69,129,7.4,197,-9999,7,2005
22,Bloody Ravine,Stream,5-Oct,13.7,533,8.6,83,33,7.44,3.7,0.26,0.73,19.6,7.6,37,-9999,10,2005
22,Bloody Ravine,Stream,6-Jan,9.8,440,10.4,95,33,7.24,3,0.67,0.14,63.3,7.9,519,-9999,1,2006
22,Bloody Ravine,Stream,6-Apr,14.6,558,9.5,94,33,7.45,5.2,0.25,3.1,107.9,1.2,35,-9999,4,2006
22,Bloody Ravine,Stream,6-Jul,22.6,564,8,92,67,7.72,3.2,0.21,0.2,104.8,4.7,548,120,7,2006
22,Bloody Ravine,Stream,6-Oct,13.6,568,8.9,86,33,7.3,2.9,0.11,0.12,200.8,6.6,1746,120,10,2006
22,Bloody Ravine,Stream,7-Jan,7.4,540,10.6,88,233,7.38,2.9,0.32,0.14,90.4,0.6,650,120,1,2007
22,Bloody Ravine,Stream,7-Apr,16.7,545,10.7,109,33,7.54,4.8,0.53,0.33,50.3,0.6,155,120,4,2007
22,Bloody Ravine,Stream,7-Jul,20.7,469,7,78,198,7.56,7.4,0.64,0.48,48.4,15,133,112,7,2007
22,Bloody Ravine,Stream,7-Oct,20.9,540,6.6,74,133,7.61,0.2,0.53,0.39,80.2,0,205,120,10,2007
22,Bloody Ravine,Stream,8-Jan,6.7,535,10.84,89,266,7.13,3,-9999,0.32,34.3,3.3,117,120,1,2008
22,Bloody Ravine,Stream,8-Apr,14.4,406,8,79,300,6.37,29.7,1.33,0.14,73.6,2.1,57,43,4,2008
22,Bloody Ravine,Stream,8-Jul,21.2,511,7.2,79,0,6.98,4.8,1.18,0.34,48.9,4.6,159,120,7,2008
22,Bloody Ravine,Stream,8-Oct,11.4,536,9.6,89,133,7.39,2,0.36,0.95,104,0.9,99,120,10,2008
22,Bloody Ravine,Stream,9-Jan,8.1,523,10.2,87,0,7.12,3.7,0.51,0.64,101.8,1.3,162,120,1,2009
22,Bloody Ravine,Stream,9-Apr,15.3,554,7.81,78,0,7.33,8.3,0.3,0.34,19.6,13.6,99,120,4,2009
22,Bloody Ravine,Stream,9-Jul,24,380,6.99,83,231,6.88,6.6,2.01,0,35.7,8.1,-9999,85,7,2009
22,Bloody Ravine,Stream,9-Oct,17.1,531,7.63,79,233,7.4,1.67,0.12,9.18,49.2,0.3,5,120,10,2009
22,Bloody Ravine,Stream,10-Jan,9,463,10.46,90,33,7,7.6,0.31,0.29,35.8,0.2,122,120,1,2010
22,Bloody Ravine,Stream,10-Apr,14.1,530,9.21,89,33,7.55,1.5,0.03,0.5,53.3,0,107,120,4,2010
22,Bloody Ravine,Stream,10-Jul,23.4,530,7,82,33,7.61,1.1,0.13,0.38,26,3.2,78,120,7,2010
22,Bloody Ravine,Stream,10-Oct,17.5,525,8.71,91,33,7.56,0.7,0.33,0.05,24.5,0,532,120,10,2010
22,Bloody Ravine,Stream,11-Jan,6.7,573,11.22,92,0,7.04,1.7,0.53,1.1,4.4,91.2,87,120,1,2011
22,Bloody Ravine,Stream,11-Apr,18.1,595,8.06,85,66,7.27,2.6,0.27,0.32,14.8,9,75,120,4,2011
22,Bloody Ravine,Stream,11-Jul,24.7,130.5,6.61,79.9,10000,7.73,62.5,2.83,4.55,48.8,3.5,12,10,7,2011
22,Bloody Ravine,Stream,11-Oct,15.3,551,8.37,84,0,7.47,2.4,1.79,1.13,2.5,0,2,105,10,2011
22,Bloody Ravine,Stream,12-Jan,10.1,595,10.72,95,33,6.89,1.6,0.34,0.42,20,0.4,48,112,1,2012
22,Bloody Ravine,Stream,12-Apr,17.3,615,8.41,88,0,6.93,3,0.89,0.37,1.5,0,4,120,4,2012
22,Bloody Ravine,Stream,12-Jul,22.7,561,7.07,82,0,7.24,7.8,0.85,0.7,26,5.5,45,98,7,2012
22,Bloody Ravine,Stream,12-Oct,17.1,575,7.7,80,0,6.91,1.6,0.46,0.22,26,4.4,137,120,10,2012
22,Bloody Ravine,Stream,13-Jan,7.2,569,11.26,94,0,6.82,4.8,0.55,0,68,5.2,0,120,1,2013
22,Bloody Ravine,Stream,13-Apr,14.6,580,9.96,98,33,6.87,3.7,0.5,0.33,20,2.5,67,110,4,2013
22,Bloody Ravine,Stream,13-Jul,21.4,560,7.84,88,0,7.33,5.9,0.54,0.1,33,1.9,366,87,7,2013
22,Bloody Ravine,Stream,13-Oct,14.8,554,8.35,82,0,7.33,1.9,0.24,0.14,23.3,0.7,166,120,10,2013
22,Bloody Ravine,Stream,14-Jan,10,548,10.09,90,0,7.59,3.4,0.4,0.24,25.3,2.1,114,120,1,2014
22,Bloody Ravine,Stream,14-Apr,16.2,586,9.37,96,33,7,4,0.49,0.35,70.1,2.6,206,120,4,2014
22,Bloody Ravine,Stream,14-Jul,21.3,572,7.45,84,0,7.68,2.6,0.36,0.48,36.8,0,77,105,7,2014
22,Bloody Ravine,Stream,14-Oct,18.9,591,8.18,88.5,0,7.72,3.5,0.35,0.33,40.5,2.1,130,110,10,2014
22,Bloody Ravine,Stream,15-Jan,7.7,562,11.09,93,0,7.42,3.2,0.82,0.15,36.2,3,269,120,1,2015
22,Bloody Ravine,Stream,15-Apr,14.8,589,9.52,93.5,0,7.95,6.8,0.45,0.23,7.1,1.2,36,95,4,2015
22,Bloody Ravine,Stream,15-Jul,20.9,571,8.99,100,33,7.22,15.9,1.26,0.4,43.5,1.5,113,45,7,2015
22,Bloody Ravine,Stream,15-Oct,16.1,572,8.43,86,0,8,2.3,0.3,0.28,47.4,0.4,172,120,10,2015
22,Bloody Ravine,Stream,16-Jan,8.8,578,9.94,86,0,7.44,1.3,0.24,0.51,4.9,0.1,10,109,1,2016
22,Bloody Ravine,Stream,16-Apr,15.4,545,6.6,66,0,7.7,2.8,0.51,0.81,146.3,30.6,220,53,4,2016
22,Bloody Ravine,Stream,16-Jul,20.3,518,7.29,82,100,7.61,3.8,0.25,0.6,117.4,0,194,73,7,2016
22,Bloody Ravine,Stream,16-Oct,16.6,492,8.2,86,0,7.15,2.2,0.21,0.49,32.6,0.2,67,120,10,2016
22,Bloody Ravine,Stream,17-Jan,9.9,607,9.97,92,0,7.69,3.9,0.24,0.9,19.4,1.7,23,103,1,2017
22,Bloody Ravine,Stream,17-Apr,17.4,598,9.02,95,0,7.8,5.4,0.2,0.76,30.1,1.5,42,40,4,2017
22,Bloody Ravine,Stream,17-Jul,22.8,482,6.37,74,0,7.55,6.3,0.78,1.55,16.7,2,12,67,7,2017
22,Bloody Ravine,Stream,17-Oct,19.3,455,8.45,92,0,7.66,4.7,0.33,0.35,36,2.2,111,120,10,2017
22,Bloody Ravine,Stream,18-Jan,9.2,363,9.13,79,0,7.41,14.2,1.02,2.55,5.6,9.3,6,57,1,2018
22,Bloody Ravine,Stream,18-Apr,11.5,572,8.92,87,0,7.12,6.3,1.18,1.34,6.5,7.3,10,79,4,2018
22,Bloody Ravine,Stream,18-Jul,22.6,580,8.84,102,99,7.25,5.5,0.43,0.62,15.4,8.7,39,97,7,2018
22,Bloody Ravine,Stream,18-Oct,15.5,533,9.97,100,0,7.36,4.2,0.37,0.05,38,2.5,842,97,10,2018
22,Bloody Ravine,Stream,19-Jan,7.9,452,12.55,103,33,7.04,8.4,1.02,2.55,34.22,5.34,15,68,1,2019
22,Bloody Ravine,Stream,19-Apr,15.9,532,8.1,82,0,7.44,103.2,3.05,0.34,33.6,5,115,50,4,2019
22,Bloody Ravine,Stream,19-Jul,23.6,489,7.47,88.3,33,7.39,8.4,1.02,0.29,45.9,1.2,162,51,7,2019
22,Bloody Ravine,Stream,19-Oct,18.1,513,9.69,102,266,7.1,5.6,0.46,0.24,12.9,0,54,97,10,2019
22,Bloody Ravine,Stream,20-Jan,8.3,531,10.36,89,33,7.12,,0.1,0.13,22.8072,0.39,175,105,1,2020
22,Bloody Ravine,Stream,20-Apr,13.5,532,9.8,95,33,7.05,3.4,0.26,0.14,27.5,0,199,102,4,2020
22,Bloody Ravine,Stream,20-Jul,23,531,7.39,86,33,7.2,14.4,0.45,0.3,27.8,2.59,103,33,7,2020
22,Bloody Ravine,Stream,20-Oct,18.3,527,8.52,90,,6.71,3.3,0.09,0.3,21,0.41,63,34,7,2020
22,Bloody Ravine,Stream,21-Jan,10.1,484,9.88,88,,7.16,2.6,2.32,0.46,3.9,1.9,13,115,1,2021
22,Bloody Ravine,Stream,21-Apr,14.8,486,9.83,98,0,7.16,4.4,0.7,0.2,2,1.1,16,83,4,2021
23,Halfway Creek,Tidal Creek,4-Oct,18.7,463,7.57,82,-9999,7.25,41.8,4.03,0.68,0,0,0,-9999,10,2004
23,Halfway Creek,Tidal Creek,5-Jan,0.4,368,15.8,110,33,7.45,9.3,2.22,0.1,4,1.6,55,-9999,1,2005
23,Halfway Creek,Tidal Creek,5-Apr,23.3,440,9.6,113,66,7.46,19.2,15.12,0.07,0,0.3,4,-9999,4,2005
23,Halfway Creek,Tidal Creek,5-Jul,28.2,4740,7.3,93,132,7.22,28,2.33,2.57,3.5,8.7,5,-9999,7,2005
23,Halfway Creek,Tidal Creek,5-Oct,13.4,5780,9.5,92,99,7.4,38.8,1.85,1.22,1.7,3.1,4,-9999,10,2005
23,Halfway Creek,Tidal Creek,6-Jan,5.4,640,10.8,86,33,7.32,8.3,1.88,0.27,6.2,3.8,37,-9999,1,2006
23,Halfway Creek,Tidal Creek,6-Apr,15.7,3628,8.7,88,0,7.28,54,2.91,3.94,16.2,4.3,5,-9999,4,2006
23,Halfway Creek,Tidal Creek,6-Jul,32.9,2845,9.6,133,0,7.96,24.7,1.94,2.46,2.1,3.1,2,17,7,2006
23,Halfway Creek,Tidal Creek,6-Oct,11.1,1075,10.3,94,66,7.38,22.6,0.88,0.59,18.6,3.9,38,29,10,2006
23,Halfway Creek,Tdial Creek,7-Jan,4.9,665,13.5,106,33,7.8,8.8,0.58,0.96,31.2,0.7,33,52,1,2007
23,Halfway Creek,Tidal Creek,7-Apr,22.1,537,9.36,107,0,7.78,25.5,1.51,0.51,7.3,0.2,15,28,4,2007
23,Halfway Creek,Tidal Creek,7-Jul,31.1,3760,8.9,121,0,7.7,49.3,3.89,0.62,4.1,1.9,10,19,7,2007
23,Halfway Creek,Tidal Creek,7-Oct,12.8,5040,6.3,60,66,7.3,16.8,1.3,0.64,15.1,0,24,44,10,2007
23,Halfway Creek,Tidal Creek,8-Jan,6.4,5860,13.45,109,0,7.31,13.67,-9999,0.51,7.8,4.4,24,45,1,2008
23,Halfway Creek,Tidal Creek,8-Apr,21,714,10.1,114,0,6.93,37.6,3.22,0.62,8,2.1,3,24,4,2008
23,Halfway Creek,Tidal Creek,8-Jul,26.4,1965,6.7,81,0,7.32,31,7.29,0.67,4.5,0,7,25,7,2008
23,Halfway Creek,Tidal Creek,8-Oct,8.3,9360,11.2,95,0,7.11,16.4,1.17,2.58,135.9,9.2,374,37,10,2008
23,Halfway Creek,Tidal Creek,9-Jan,6.5,2228,12,98,0,7.51,8.9,4.46,1.64,24.1,2.2,16,54,1,2009
23,Halfway Creek,Tidal Creek,9-Apr,18.4,2309,6.16,65.8,66,7.1,39.9,5.68,0.67,38.8,0.6,59,18,4,2009
23,Halfway Creek,Tidal Creek,9-Jul,30.9,1061,8.59,116,693,7.26,58.3,9.23,2.08,14.5,1.3,8,15,7,2009
23,Halfway Creek,Tidal Creek,9-Oct,20.4,11720,8.83,98,66,7.2,76.67,1.06,5.04,16.4,3.1,4,14,10,2009
23,Halfway Creek,Tidal Creek,10-Jan,9.2,542,14.14,123,66,7.83,9.7,0.68,1.03,7,0.2,7,39,1,2010
23,Halfway Creek,Tidal Creek,10-Apr,18.4,662,8.15,87,33,7.63,3.5,0.93,1.85,2.9,0,2,26,4,2010
23,Halfway Creek,Tidal Creek,10-Jul,32.2,5120,8.26,112,0,7.86,7.8,0.97,2.2,7.3,4.4,5,40,7,2010
23,Halfway Creek,Tidal Creek,10-Oct,21.8,7360,8.13,93,33,7.41,35,2.11,2.35,17.9,3.1,9,23,10,2010
23,Halfway Creek,Tidal Creek,11-Jan,3.5,6420,15.7,118,0,7.6,6.6,1.15,1.63,1,5.1,4,58,1,2011
23,Halfway Creek,Tidal Creek,11-Apr,25.5,1671,6.9,84,33,7.43,63,1.86,0.82,7.5,2.4,12,-9999,4,2011
23,Halfway Creek,Tidal Creek,11-Jul,30.9,387.5,6.33,85.1,0,7.65,96,5.92,1.5,2.7,1.4,3,12,7,2011
23,Halfway Creek,Tidal Creek,11-Oct,15,648,8.53,85,0,7.55,13,2.86,1.46,3.3,0.1,2,32,10,2011
23,Halfway Creek,Tidal Creek,12-Jan,6.6,1110,11.6,94,33,7.04,16.6,3.11,0.55,11.2,3,26,39,1,2012
23,Halfway Creek,Tidal Creek,12-Apr,26.2,984,8.89,110,0,6.92,38.4,5.27,0.7,0.5,0,1,16,4,2012
23,Halfway Creek,Tidal Creek,12-Jul,27.8,557,6.39,81,0,7.15,31.5,2.92,1.3,3.2,6.9,8,25,7,2012
23,Halfway Creek,Tidal Creek,12-Oct,17.9,7830,7.82,82,0,6.79,42,3.92,0.71,3.2,0.4,5,16,10,2012
23,Halfway Creek,Tidal Creek,13-Jan,4.1,1053,13.34,102,0,6.79,17,1.35,0,4.7,3,0,41,1,2013
23,Halfway Creek,Tidal Creek,13-Apr,17.7,715,9.35,98,33,6.81,36,2.77,0.62,1.1,0,2,21,4,2013
23,Halfway Creek,Tidal Creek,13-Jul,31.3,573,6.01,81,33,7.21,38,3.83,0.9,1.1,1.1,2,18,7,2013
23,Halfway Creek,Tidal Creek,13-Oct,12.1,6370,8.57,80,0,6.96,19.5,1.62,0.82,0.6,3.9,5,30,10,2013
23,Halfway Creek,Tidal Creek,14-Jan,4,643,12.53,96,0,6.49,15.1,2.25,0.58,1.3,0.4,3,35,1,2014
23,Halfway Creek,Tidal Creek,14-Apr,24.3,578,9.31,112,0,7.4,52.4,3.92,0.4,1.3,1.2,6,17,4,2014
23,Halfway Creek,Tidal Creek,14-Jul,27.6,2281,6.3,80,0,7.33,36,3.74,1.05,2.1,0.6,3,19,7,2014
23,Halfway Creek,Tidal Creek,14-Oct,22.2,8090,772,88.6,33,7.28,40,2.2,0.7,2.6,2.2,7,16,10,2014
23,Halfway Creek,Tidal Creek,15-Jan,3.2,1366,12.11,93,0,7.63,32.4,2.49,0.44,5.9,1.9,18,23,1,2015
23,Halfway Creek,Tidal Creek,15-Apr,15.6,586,7.44,75.1,0,7.27,13.2,1.09,0.74,0,1.8,2,26,4,2015
23,Halfway Creek,Tidal Creek,15-Jul,23.7,1178,4.54,54,0,7.39,55,4.23,1.29,1.2,1.1,2,20,7,2015
23,Halfway Creek,Tidal Creek,15-Oct,16.9,2959,8.92,91.7,0,7.92,11.14285714,1.1,1.16,12.8,1.4,12,28,10,2015
23,Halfway Creek,Tidal Creek,16-Jan,9,1119,10.9,95,0,7.5,13.8,1.07,1.06,37.9,0,36,25,1,2016
23,Halfway Creek,Tidal Creek,16-Apr,17.3,289,9.32,98,0,7.12,40,0.93,1.71,43.5,0,25,23,4,2016
23,Halfway Creek,Tidal Creek,16-Jul,30.2,755,6.23,84,0,7.77,7.8,0.57,1.63,4.8,0.3,3,31,7,2016
23,Halfway Creek,Tidal Creek,16-Oct,15.9,2057,10.07,105,0,7.31,23.6,1.48,1.95,0.3,0.5,0,15,10,2016
23,Halfway Creek,Tidal Creek,17-Jan,1.7,523,12.84,2,0,7.38,20.5,0.4,1.28,1,0,1,44,1,2017
